tago_stop_id,stop_name,sigungu,dong_tago,dong_stcis,n_matches,stcis_sttn_id,excclc_area_cd,sttn_sgg_cd,tcbo_id_sttn,match_tier
CWB379001886,창포,(미상),(미상),,0,,,,,미매칭
CWB379001885,창포,(미상),(미상),,0,,,,,미매칭
CWB379001878,창포마을,(미상),(미상),,0,,,,,미매칭
CWB379005797,풍전가든,(미상),(미상),,0,,,,,미매칭
CWB379005798,풍전가든,(미상),(미상),,0,,,,,미매칭
CWB379006154,청량산터널앞,창원시마산합포구,가포동,가포동,2,4833010,MM10148015,48125,03,동일치
CWB379006154,청량산터널앞,창원시마산합포구,가포동,가포동,2,4833000,MM10148015,48125,03,동일치
CWB379006153,청량산터널앞,창원시마산합포구,가포동,가포동,2,4833010,MM10148015,48125,03,동일치
CWB379006153,청량산터널앞,창원시마산합포구,가포동,가포동,2,4833000,MM10148015,48125,03,동일치
CWB379001018,경남은행연수원,창원시마산합포구,교방동,,0,,,,,미매칭
CWB379001053,노비산입구,창원시마산합포구,교방동,상남동,2,4300170,MM10148000,48125,03,시군구만일치
CWB379001053,노비산입구,창원시마산합포구,교방동,상남동,2,4804700,MM10148015,48125,03,시군구만일치
CWB379001008,롯데캐슬프리미어아파트,창원시마산합포구,교방동,,0,,,,,미매칭
CWB379001047,마산성로원,창원시마산합포구,교방동,교방동,2,4815060,MM10148015,48125,03,동일치
CWB379001047,마산성로원,창원시마산합포구,교방동,교방동,2,4815050,MM10148015,48125,03,동일치
CWB379001054,마산성로원,창원시마산합포구,교방동,교방동,2,4815060,MM10148015,48125,03,동일치
CWB379001054,마산성로원,창원시마산합포구,교방동,교방동,2,4815050,MM10148015,48125,03,동일치
CWB379001088,서원곡입구,창원시마산합포구,교방동,교방동,2,4811310,MM10148015,48125,03,동일치
CWB379001088,서원곡입구,창원시마산합포구,교방동,교방동,2,4811300,MM10148015,48125,03,동일치
CWB379001108,서원곡입구,창원시마산합포구,교방동,교방동,2,4811310,MM10148015,48125,03,동일치
CWB379001108,서원곡입구,창원시마산합포구,교방동,교방동,2,4811300,MM10148015,48125,03,동일치
CWB379001048,육호광장,창원시마산합포구,교방동,상남동,4,4806050,MM10148015,48125,03,시군구만일치
CWB379001048,육호광장,창원시마산합포구,교방동,상남동,4,4806060,MM10148015,48125,03,시군구만일치
CWB379001048,육호광장,창원시마산합포구,교방동,상남동,4,4806040,MM10148015,48125,03,시군구만일치
CWB379001048,육호광장,창원시마산합포구,교방동,상남동,4,4806020,MM10148015,48125,03,시군구만일치
CWB379003379,합포고등학교,창원시마산합포구,교방동,교방동,1,4806030,MM10148015,48125,03,동일치
CWB379001072,합포주유소,창원시마산합포구,교방동,상남동,2,4300156,MM10148000,48125,03,시군구만일치
CWB379001072,합포주유소,창원시마산합포구,교방동,상남동,2,4800820,MM10148015,48125,03,시군구만일치
CWB379001021,회산교,창원시마산합포구,교방동,상남동,2,4300169,MM10148000,48125,03,시군구만일치
CWB379001021,회산교,창원시마산합포구,교방동,상남동,2,4800140,MM10148015,48125,03,시군구만일치
CWB379001402,경남대학교,창원시마산합포구,문화동,월남동4가,6,4800570,MM10148015,48125,03,시군구만일치
CWB379001402,경남대학교,창원시마산합포구,문화동,월남동4가,6,4301136,MM10148000,48125,03,시군구만일치
CWB379001402,경남대학교,창원시마산합포구,문화동,월남동5가,6,4819690,MM10148015,48125,03,시군구만일치
CWB379001402,경남대학교,창원시마산합포구,문화동,해운동,6,4819680,MM10148015,48125,03,시군구만일치
CWB379001402,경남대학교,창원시마산합포구,문화동,해운동,6,4300559,MM10148000,48125,03,시군구만일치
CWB379001402,경남대학교,창원시마산합포구,문화동,해운동,6,4300080,MM10148000,48125,03,시군구만일치
CWB379001397,경남대학교,창원시마산합포구,문화동,월남동4가,6,4800570,MM10148015,48125,03,시군구만일치
CWB379001397,경남대학교,창원시마산합포구,문화동,월남동4가,6,4301136,MM10148000,48125,03,시군구만일치
CWB379001397,경남대학교,창원시마산합포구,문화동,월남동5가,6,4819690,MM10148015,48125,03,시군구만일치
CWB379001397,경남대학교,창원시마산합포구,문화동,해운동,6,4819680,MM10148015,48125,03,시군구만일치
CWB379001397,경남대학교,창원시마산합포구,문화동,해운동,6,4300559,MM10148000,48125,03,시군구만일치
CWB379001397,경남대학교,창원시마산합포구,문화동,해운동,6,4300080,MM10148000,48125,03,시군구만일치
CWB379001396,대내주공아파트,창원시마산합포구,문화동,월남동4가,2,4300145,MM10148000,48125,03,시군구만일치
CWB379001396,대내주공아파트,창원시마산합포구,문화동,월남동5가,2,4817180,MM10148015,48125,03,시군구만일치
CWB379001394,문화동,창원시마산합포구,문화동,월남동3가,4,4300138,MM10148000,48125,03,시군구만일치
CWB379001394,문화동,창원시마산합포구,문화동,월남동3가,4,4300146,MM10148000,48125,03,시군구만일치
CWB379001394,문화동,창원시마산합포구,문화동,월남동3가,4,4813800,MM10148015,48125,03,시군구만일치
CWB379001394,문화동,창원시마산합포구,문화동,월남동3가,4,4813790,MM10148015,48125,03,시군구만일치
CWB379001392,문화동,창원시마산합포구,문화동,월남동3가,4,4300138,MM10148000,48125,03,시군구만일치
CWB379001392,문화동,창원시마산합포구,문화동,월남동3가,4,4300146,MM10148000,48125,03,시군구만일치
CWB379001392,문화동,창원시마산합포구,문화동,월남동3가,4,4813800,MM10148015,48125,03,시군구만일치
CWB379001392,문화동,창원시마산합포구,문화동,월남동3가,4,4813790,MM10148015,48125,03,시군구만일치
CWB379001376,연세병원,창원시마산합포구,문화동,월남동1가,4,4300147,MM10148000,48125,03,시군구만일치
CWB379001376,연세병원,창원시마산합포구,문화동,월남동1가,4,4808190,MM10148015,48125,03,시군구만일치
CWB379001376,연세병원,창원시마산합포구,문화동,월남동2가,4,4300137,MM10148000,48125,03,시군구만일치
CWB379001376,연세병원,창원시마산합포구,문화동,월남동2가,4,4808160,MM10148015,48125,03,시군구만일치
CWB379001382,연세병원,창원시마산합포구,문화동,월남동1가,4,4300147,MM10148000,48125,03,시군구만일치
CWB379001382,연세병원,창원시마산합포구,문화동,월남동1가,4,4808190,MM10148015,48125,03,시군구만일치
CWB379001382,연세병원,창원시마산합포구,문화동,월남동2가,4,4300137,MM10148000,48125,03,시군구만일치
CWB379001382,연세병원,창원시마산합포구,문화동,월남동2가,4,4808160,MM10148015,48125,03,시군구만일치
CWB379001370,제일여고,창원시마산합포구,문화동,문화동,2,4804670,MM10148015,48125,03,동일치
CWB379001370,제일여고,창원시마산합포구,문화동,문화동,2,4804660,MM10148015,48125,03,동일치
CWB379001369,제일여고,창원시마산합포구,문화동,문화동,2,4804670,MM10148015,48125,03,동일치
CWB379001369,제일여고,창원시마산합포구,문화동,문화동,2,4804660,MM10148015,48125,03,동일치
CWB379001371,제일여고입구,창원시마산합포구,문화동,월남동1가,1,4827430,MM10148015,48125,03,시군구만일치
CWB379001385,평화아파트,창원시마산합포구,문화동,평화동,2,4801660,MM10148015,48125,03,시군구만일치
CWB379001385,평화아파트,창원시마산합포구,문화동,평화동,2,4801650,MM10148015,48125,03,시군구만일치
CWB379001387,평화아파트,창원시마산합포구,문화동,평화동,2,4801660,MM10148015,48125,03,시군구만일치
CWB379001387,평화아파트,창원시마산합포구,문화동,평화동,2,4801650,MM10148015,48125,03,시군구만일치
CWB379001254,경남데파트,창원시마산합포구,반월중앙동,중앙동3가,5,4300152,MM10148000,48125,03,시군구만일치
CWB379001254,경남데파트,창원시마산합포구,반월중앙동,중앙동3가,5,4300175,MM10148000,48125,03,시군구만일치
CWB379001254,경남데파트,창원시마산합포구,반월중앙동,중앙동3가,5,4819640,MM10148015,48125,03,시군구만일치
CWB379001254,경남데파트,창원시마산합포구,반월중앙동,중앙동3가,5,4819610,MM10148015,48125,03,시군구만일치
CWB379001254,경남데파트,창원시마산합포구,반월중앙동,중앙동3가,5,4826580,MM10148015,48125,03,시군구만일치
CWB379001312,경동메르빌APT,창원시마산합포구,반월중앙동,,0,,,,,미매칭
CWB379001313,경동메르빌APT,창원시마산합포구,반월중앙동,,0,,,,,미매칭
CWB379001343,마산중앙고등학교,창원시마산합포구,반월중앙동,신월동,2,4814680,MM10148015,48125,03,시군구만일치
CWB379001343,마산중앙고등학교,창원시마산합포구,반월중앙동,신월동,2,4814670,MM10148015,48125,03,시군구만일치
CWB379001341,마산중앙고등학교,창원시마산합포구,반월중앙동,신월동,2,4814680,MM10148015,48125,03,시군구만일치
CWB379001341,마산중앙고등학교,창원시마산합포구,반월중앙동,신월동,2,4814670,MM10148015,48125,03,시군구만일치
CWB379001280,마산합포구청.의료원,창원시마산합포구,반월중앙동,중앙동3가,5,4300151,MM10148000,48125,03,시군구만일치
CWB379001280,마산합포구청.의료원,창원시마산합포구,반월중앙동,중앙동3가,5,4300176,MM10148000,48125,03,시군구만일치
CWB379001280,마산합포구청.의료원,창원시마산합포구,반월중앙동,중앙동3가,5,4814650,MM10148015,48125,03,시군구만일치
CWB379001280,마산합포구청.의료원,창원시마산합포구,반월중앙동,중앙동3가,5,4826570,MM10148015,48125,03,시군구만일치
CWB379001280,마산합포구청.의료원,창원시마산합포구,반월중앙동,중앙동3가,5,4809880,MM10148015,48125,03,시군구만일치
CWB379001281,마산합포구청.의료원,창원시마산합포구,반월중앙동,중앙동3가,5,4300151,MM10148000,48125,03,시군구만일치
CWB379001281,마산합포구청.의료원,창원시마산합포구,반월중앙동,중앙동3가,5,4300176,MM10148000,48125,03,시군구만일치
CWB379001281,마산합포구청.의료원,창원시마산합포구,반월중앙동,중앙동3가,5,4814650,MM10148015,48125,03,시군구만일치
CWB379001281,마산합포구청.의료원,창원시마산합포구,반월중앙동,중앙동3가,5,4826570,MM10148015,48125,03,시군구만일치
CWB379001281,마산합포구청.의료원,창원시마산합포구,반월중앙동,중앙동3가,5,4809880,MM10148015,48125,03,시군구만일치
CWB379001344,반월민원센터,창원시마산합포구,반월중앙동,중앙동1가,4,4300136,MM10148000,48125,03,시군구만일치
CWB379001344,반월민원센터,창원시마산합포구,반월중앙동,중앙동1가,4,4300148,MM10148000,48125,03,시군구만일치
CWB379001344,반월민원센터,창원시마산합포구,반월중앙동,중앙동1가,4,4813590,MM10148015,48125,03,시군구만일치
CWB379001344,반월민원센터,창원시마산합포구,반월중앙동,중앙동1가,4,4813610,MM10148015,48125,03,시군구만일치
CWB379001347,반월민원센터,창원시마산합포구,반월중앙동,중앙동1가,4,4300136,MM10148000,48125,03,시군구만일치
CWB379001347,반월민원센터,창원시마산합포구,반월중앙동,중앙동1가,4,4300148,MM10148000,48125,03,시군구만일치
CWB379001347,반월민원센터,창원시마산합포구,반월중앙동,중앙동1가,4,4813590,MM10148015,48125,03,시군구만일치
CWB379001347,반월민원센터,창원시마산합포구,반월중앙동,중앙동1가,4,4813610,MM10148015,48125,03,시군구만일치
CWB379001327,신월경남아파트,창원시마산합포구,반월중앙동,신월동,2,4809510,MM10148015,48125,03,시군구만일치
CWB379001327,신월경남아파트,창원시마산합포구,반월중앙동,신월동,2,4809520,MM10148015,48125,03,시군구만일치
CWB379001324,신월경남아파트,창원시마산합포구,반월중앙동,신월동,2,4809510,MM10148015,48125,03,시군구만일치
CWB379001324,신월경남아파트,창원시마산합포구,반월중앙동,신월동,2,4809520,MM10148015,48125,03,시군구만일치
CWB379001331,중부경찰서,창원시마산합포구,반월중앙동,중앙동2가,4,4300178,MM10148000,48125,03,시군구만일치
CWB379001331,중부경찰서,창원시마산합포구,반월중앙동,중앙동2가,4,4300149,MM10148000,48125,03,시군구만일치
CWB379001331,중부경찰서,창원시마산합포구,반월중앙동,중앙동2가,4,4804180,MM10148015,48125,03,시군구만일치
CWB379001331,중부경찰서,창원시마산합포구,반월중앙동,중앙동2가,4,4804190,MM10148015,48125,03,시군구만일치
CWB379001328,중부경찰서,창원시마산합포구,반월중앙동,중앙동2가,4,4300178,MM10148000,48125,03,시군구만일치
CWB379001328,중부경찰서,창원시마산합포구,반월중앙동,중앙동2가,4,4300149,MM10148000,48125,03,시군구만일치
CWB379001328,중부경찰서,창원시마산합포구,반월중앙동,중앙동2가,4,4804180,MM10148015,48125,03,시군구만일치
CWB379001328,중부경찰서,창원시마산합포구,반월중앙동,중앙동2가,4,4804190,MM10148015,48125,03,시군구만일치
CWB379001038,산호동,창원시마산합포구,산호동,산호동,2,4812350,MM10148015,48125,03,동일치
CWB379001038,산호동,창원시마산합포구,산호동,산호동,2,4812340,MM10148015,48125,03,동일치
CWB379001031,산호동,창원시마산합포구,산호동,산호동,2,4812350,MM10148015,48125,03,동일치
CWB379001031,산호동,창원시마산합포구,산호동,산호동,2,4812340,MM10148015,48125,03,동일치
CWB379000955,신세계백화점,창원시마산합포구,산호동,산호동,2,4809610,MM10148015,48125,03,동일치
CWB379000955,신세계백화점,창원시마산합포구,산호동,산호동,2,4809600,MM10148015,48125,03,동일치
CWB379000951,신세계백화점,창원시마산합포구,산호동,산호동,2,4809610,MM10148015,48125,03,동일치
CWB379000951,신세계백화점,창원시마산합포구,산호동,산호동,2,4809600,MM10148015,48125,03,동일치
CWB379000903,야구장앞홈플러스,창원시마산합포구,산호동,산호동,1,4806720,MM10148015,48125,03,동일치
CWB379001218,KT마산점,창원시마산합포구,오동동,서성동,3,4820450,MM10148015,48125,03,시군구만일치
CWB379001218,KT마산점,창원시마산합포구,오동동,서성동,3,4820460,MM10148015,48125,03,시군구만일치
CWB379001218,KT마산점,창원시마산합포구,오동동,서성동,3,4820440,MM10148015,48125,03,시군구만일치
CWB379001228,KT마산점,창원시마산합포구,오동동,서성동,3,4820450,MM10148015,48125,03,시군구만일치
CWB379001228,KT마산점,창원시마산합포구,오동동,서성동,3,4820460,MM10148015,48125,03,시군구만일치
CWB379001228,KT마산점,창원시마산합포구,오동동,서성동,3,4820440,MM10148015,48125,03,시군구만일치
CWB379001224,KT마산점,창원시마산합포구,오동동,서성동,3,4820450,MM10148015,48125,03,시군구만일치
CWB379001224,KT마산점,창원시마산합포구,오동동,서성동,3,4820460,MM10148015,48125,03,시군구만일치
CWB379001224,KT마산점,창원시마산합포구,오동동,서성동,3,4820440,MM10148015,48125,03,시군구만일치
CWB379001245,경남데파트,창원시마산합포구,오동동,중앙동3가,5,4300152,MM10148000,48125,03,시군구만일치
CWB379001245,경남데파트,창원시마산합포구,오동동,중앙동3가,5,4300175,MM10148000,48125,03,시군구만일치
CWB379001245,경남데파트,창원시마산합포구,오동동,중앙동3가,5,4819640,MM10148015,48125,03,시군구만일치
CWB379001245,경남데파트,창원시마산합포구,오동동,중앙동3가,5,4819610,MM10148015,48125,03,시군구만일치
CWB379001245,경남데파트,창원시마산합포구,오동동,중앙동3가,5,4826580,MM10148015,48125,03,시군구만일치
CWB379001168,부림시장,창원시마산합포구,오동동,부림동,2,4812970,MM10148015,48125,03,시군구만일치
CWB379001168,부림시장,창원시마산합포구,오동동,부림동,2,4812980,MM10148015,48125,03,시군구만일치
CWB379001171,부림시장,창원시마산합포구,오동동,부림동,2,4812970,MM10148015,48125,03,시군구만일치
CWB379001171,부림시장,창원시마산합포구,오동동,부림동,2,4812980,MM10148015,48125,03,시군구만일치
CWB379001120,북마산가구거리,창원시마산합포구,오동동,중성동,2,4812840,MM10148015,48125,03,시군구만일치
CWB379001120,북마산가구거리,창원시마산합포구,오동동,추산동,2,4812850,MM10148015,48125,03,시군구만일치
CWB379001095,북마산가구거리,창원시마산합포구,오동동,중성동,2,4812840,MM10148015,48125,03,시군구만일치
CWB379001095,북마산가구거리,창원시마산합포구,오동동,추산동,2,4812850,MM10148015,48125,03,시군구만일치
CWB379001121,삼성생명,창원시마산합포구,오동동,오동동,2,4300820,MM10148000,48125,03,동일치
CWB379001121,삼성생명,창원시마산합포구,오동동,오동동,2,4812110,MM10148015,48125,03,동일치
CWB379001134,삼성생명,창원시마산합포구,오동동,오동동,2,4300820,MM10148000,48125,03,동일치
CWB379001134,삼성생명,창원시마산합포구,오동동,오동동,2,4812110,MM10148015,48125,03,동일치
CWB379001199,어시장,창원시마산합포구,오동동,남성동,8,4300127,MM10148000,48125,03,시군구만일치
CWB379001199,어시장,창원시마산합포구,오동동,남성동,8,4300090,MM10148000,48125,03,시군구만일치
CWB379001199,어시장,창원시마산합포구,오동동,남성동,8,4826600,MM10148015,48125,03,시군구만일치
CWB379001199,어시장,창원시마산합포구,오동동,남성동,8,4826670,MM10148015,48125,03,시군구만일치
CWB379001199,어시장,창원시마산합포구,오동동,남성동,8,4816680,MM10148015,48125,03,시군구만일치
CWB379001199,어시장,창원시마산합포구,오동동,남성동,8,4816670,MM10148015,48125,03,시군구만일치
CWB379001199,어시장,창원시마산합포구,오동동,동성동,8,4826660,MM10148015,48125,03,시군구만일치
CWB379001199,어시장,창원시마산합포구,오동동,수성동,8,4826590,MM10148015,48125,03,시군구만일치
CWB379001219,어시장,창원시마산합포구,오동동,남성동,8,4300127,MM10148000,48125,03,시군구만일치
CWB379001219,어시장,창원시마산합포구,오동동,남성동,8,4300090,MM10148000,48125,03,시군구만일치
CWB379001219,어시장,창원시마산합포구,오동동,남성동,8,4826600,MM10148015,48125,03,시군구만일치
CWB379001219,어시장,창원시마산합포구,오동동,남성동,8,4826670,MM10148015,48125,03,시군구만일치
CWB379001219,어시장,창원시마산합포구,오동동,남성동,8,4816680,MM10148015,48125,03,시군구만일치
CWB379001219,어시장,창원시마산합포구,오동동,남성동,8,4816670,MM10148015,48125,03,시군구만일치
CWB379001219,어시장,창원시마산합포구,오동동,동성동,8,4826660,MM10148015,48125,03,시군구만일치
CWB379001219,어시장,창원시마산합포구,오동동,수성동,8,4826590,MM10148015,48125,03,시군구만일치
CWB379001223,어시장,창원시마산합포구,오동동,남성동,8,4300127,MM10148000,48125,03,시군구만일치
CWB379001223,어시장,창원시마산합포구,오동동,남성동,8,4300090,MM10148000,48125,03,시군구만일치
CWB379001223,어시장,창원시마산합포구,오동동,남성동,8,4826600,MM10148015,48125,03,시군구만일치
CWB379001223,어시장,창원시마산합포구,오동동,남성동,8,4826670,MM10148015,48125,03,시군구만일치
CWB379001223,어시장,창원시마산합포구,오동동,남성동,8,4816680,MM10148015,48125,03,시군구만일치
CWB379001223,어시장,창원시마산합포구,오동동,남성동,8,4816670,MM10148015,48125,03,시군구만일치
CWB379001223,어시장,창원시마산합포구,오동동,동성동,8,4826660,MM10148015,48125,03,시군구만일치
CWB379001223,어시장,창원시마산합포구,오동동,수성동,8,4826590,MM10148015,48125,03,시군구만일치
CWB379001215,어시장,창원시마산합포구,오동동,남성동,8,4300127,MM10148000,48125,03,시군구만일치
CWB379001215,어시장,창원시마산합포구,오동동,남성동,8,4300090,MM10148000,48125,03,시군구만일치
CWB379001215,어시장,창원시마산합포구,오동동,남성동,8,4826600,MM10148015,48125,03,시군구만일치
CWB379001215,어시장,창원시마산합포구,오동동,남성동,8,4826670,MM10148015,48125,03,시군구만일치
CWB379001215,어시장,창원시마산합포구,오동동,남성동,8,4816680,MM10148015,48125,03,시군구만일치
CWB379001215,어시장,창원시마산합포구,오동동,남성동,8,4816670,MM10148015,48125,03,시군구만일치
CWB379001215,어시장,창원시마산합포구,오동동,동성동,8,4826660,MM10148015,48125,03,시군구만일치
CWB379001215,어시장,창원시마산합포구,오동동,수성동,8,4826590,MM10148015,48125,03,시군구만일치
CWB379001217,어시장,창원시마산합포구,오동동,남성동,8,4300127,MM10148000,48125,03,시군구만일치
CWB379001217,어시장,창원시마산합포구,오동동,남성동,8,4300090,MM10148000,48125,03,시군구만일치
CWB379001217,어시장,창원시마산합포구,오동동,남성동,8,4826600,MM10148015,48125,03,시군구만일치
CWB379001217,어시장,창원시마산합포구,오동동,남성동,8,4826670,MM10148015,48125,03,시군구만일치
CWB379001217,어시장,창원시마산합포구,오동동,남성동,8,4816680,MM10148015,48125,03,시군구만일치
CWB379001217,어시장,창원시마산합포구,오동동,남성동,8,4816670,MM10148015,48125,03,시군구만일치
CWB379001217,어시장,창원시마산합포구,오동동,동성동,8,4826660,MM10148015,48125,03,시군구만일치
CWB379001217,어시장,창원시마산합포구,오동동,수성동,8,4826590,MM10148015,48125,03,시군구만일치
CWB379001221,어시장,창원시마산합포구,오동동,남성동,8,4300127,MM10148000,48125,03,시군구만일치
CWB379001221,어시장,창원시마산합포구,오동동,남성동,8,4300090,MM10148000,48125,03,시군구만일치
CWB379001221,어시장,창원시마산합포구,오동동,남성동,8,4826600,MM10148015,48125,03,시군구만일치
CWB379001221,어시장,창원시마산합포구,오동동,남성동,8,4826670,MM10148015,48125,03,시군구만일치
CWB379001221,어시장,창원시마산합포구,오동동,남성동,8,4816680,MM10148015,48125,03,시군구만일치
CWB379001221,어시장,창원시마산합포구,오동동,남성동,8,4816670,MM10148015,48125,03,시군구만일치
CWB379001221,어시장,창원시마산합포구,오동동,동성동,8,4826660,MM10148015,48125,03,시군구만일치
CWB379001221,어시장,창원시마산합포구,오동동,수성동,8,4826590,MM10148015,48125,03,시군구만일치
CWB379001139,오동교,창원시마산합포구,오동동,오동동,1,4807950,MM10148015,48125,03,동일치
CWB379001161,오동동,창원시마산합포구,오동동,오동동,3,4830310,MM10148015,48125,03,동일치
CWB379001161,오동동,창원시마산합포구,오동동,오동동,3,4807970,MM10148015,48125,03,동일치
CWB379001161,오동동,창원시마산합포구,오동동,오동동,3,4808010,MM10148015,48125,03,동일치
CWB379001166,오동동문화광장,창원시마산합포구,오동동,동성동,4,4300818,MM10148000,48125,03,시군구만일치
CWB379001166,오동동문화광장,창원시마산합포구,오동동,동성동,4,4300819,MM10148000,48125,03,시군구만일치
CWB379001166,오동동문화광장,창원시마산합포구,오동동,동성동,4,4812700,MM10148015,48125,03,시군구만일치
CWB379001166,오동동문화광장,창원시마산합포구,오동동,동성동,4,4803280,MM10148015,48125,03,시군구만일치
CWB379001175,오동동문화광장,창원시마산합포구,오동동,동성동,4,4300818,MM10148000,48125,03,시군구만일치
CWB379001175,오동동문화광장,창원시마산합포구,오동동,동성동,4,4300819,MM10148000,48125,03,시군구만일치
CWB379001175,오동동문화광장,창원시마산합포구,오동동,동성동,4,4812700,MM10148015,48125,03,시군구만일치
CWB379001175,오동동문화광장,창원시마산합포구,오동동,동성동,4,4803280,MM10148015,48125,03,시군구만일치
CWB379002004,오동동아구찜거리,창원시마산합포구,오동동,오동동,2,4807970,MM10148015,48125,03,동일치
CWB379002004,오동동아구찜거리,창원시마산합포구,오동동,오동동,2,4808010,MM10148015,48125,03,동일치
CWB379001173,오동동아구찜거리,창원시마산합포구,오동동,오동동,2,4807970,MM10148015,48125,03,동일치
CWB379001173,오동동아구찜거리,창원시마산합포구,오동동,오동동,2,4808010,MM10148015,48125,03,동일치
CWB379001246,경남데파트,창원시마산합포구,완월동,중앙동3가,5,4300152,MM10148000,48125,03,시군구만일치
CWB379001246,경남데파트,창원시마산합포구,완월동,중앙동3가,5,4300175,MM10148000,48125,03,시군구만일치
CWB379001246,경남데파트,창원시마산합포구,완월동,중앙동3가,5,4819640,MM10148015,48125,03,시군구만일치
CWB379001246,경남데파트,창원시마산합포구,완월동,중앙동3가,5,4819610,MM10148015,48125,03,시군구만일치
CWB379001246,경남데파트,창원시마산합포구,완월동,중앙동3가,5,4826580,MM10148015,48125,03,시군구만일치
CWB379001294,마산여고,창원시마산합포구,완월동,완월동,2,4814850,MM10148015,48125,03,동일치
CWB379001294,마산여고,창원시마산합포구,완월동,완월동,2,4814860,MM10148015,48125,03,동일치
CWB379001298,마산여고,창원시마산합포구,완월동,완월동,2,4814850,MM10148015,48125,03,동일치
CWB379001298,마산여고,창원시마산합포구,완월동,완월동,2,4814860,MM10148015,48125,03,동일치
CWB379001284,마산합포구청.의료원,창원시마산합포구,완월동,중앙동3가,5,4300151,MM10148000,48125,03,시군구만일치
CWB379001284,마산합포구청.의료원,창원시마산합포구,완월동,중앙동3가,5,4300176,MM10148000,48125,03,시군구만일치
CWB379001284,마산합포구청.의료원,창원시마산합포구,완월동,중앙동3가,5,4814650,MM10148015,48125,03,시군구만일치
CWB379001284,마산합포구청.의료원,창원시마산합포구,완월동,중앙동3가,5,4826570,MM10148015,48125,03,시군구만일치
CWB379001284,마산합포구청.의료원,창원시마산합포구,완월동,중앙동3가,5,4809880,MM10148015,48125,03,시군구만일치
CWB379001282,완월동,창원시마산합포구,완월동,완월동,2,4807670,MM10148015,48125,03,동일치
CWB379001282,완월동,창원시마산합포구,완월동,완월동,2,4807680,MM10148015,48125,03,동일치
CWB379001283,완월동,창원시마산합포구,완월동,완월동,2,4807670,MM10148015,48125,03,동일치
CWB379001283,완월동,창원시마산합포구,완월동,완월동,2,4807680,MM10148015,48125,03,동일치
CWB379001419,"경남대,서중학교",창원시마산합포구,월영동,,0,,,,,미매칭
CWB379001418,"경남대,서중학교",창원시마산합포구,월영동,,0,,,,,미매칭
CWB379001401,경남대학교,창원시마산합포구,월영동,월남동4가,6,4800570,MM10148015,48125,03,시군구만일치
CWB379001401,경남대학교,창원시마산합포구,월영동,월남동4가,6,4301136,MM10148000,48125,03,시군구만일치
CWB379001401,경남대학교,창원시마산합포구,월영동,월남동5가,6,4819690,MM10148015,48125,03,시군구만일치
CWB379001401,경남대학교,창원시마산합포구,월영동,해운동,6,4819680,MM10148015,48125,03,시군구만일치
CWB379001401,경남대학교,창원시마산합포구,월영동,해운동,6,4300559,MM10148000,48125,03,시군구만일치
CWB379001401,경남대학교,창원시마산합포구,월영동,해운동,6,4300080,MM10148000,48125,03,시군구만일치
CWB379001452,고운초등학교,창원시마산합포구,월영동,월영동,2,4822420,MM10148015,48125,03,동일치
CWB379001452,고운초등학교,창원시마산합포구,월영동,월영동,2,4816570,MM10148015,48125,03,동일치
CWB379001451,고운초등학교,창원시마산합포구,월영동,월영동,2,4822420,MM10148015,48125,03,동일치
CWB379001451,고운초등학교,창원시마산합포구,월영동,월영동,2,4816570,MM10148015,48125,03,동일치
CWB379001416,남부터미널,창원시마산합포구,월영동,해운동,5,4300559,MM10148000,48125,03,시군구만일치
CWB379001416,남부터미널,창원시마산합포구,월영동,해운동,5,4300080,MM10148000,48125,03,시군구만일치
CWB379001416,남부터미널,창원시마산합포구,월영동,해운동,5,4300563,MM10148000,48125,03,시군구만일치
CWB379001416,남부터미널,창원시마산합포구,월영동,해운동,5,4300179,MM10148000,48125,03,시군구만일치
CWB379001416,남부터미널,창원시마산합포구,월영동,해운동,5,4818030,MM10148015,48125,03,시군구만일치
CWB379001441,월영1차아파트,창원시마산합포구,월영동,월영동,1,4806360,MM10148015,48125,03,동일치
CWB379001426,월영동,창원시마산합포구,월영동,월영동,4,4806410,MM10148015,48125,03,동일치
CWB379001426,월영동,창원시마산합포구,월영동,월영동,4,4806400,MM10148015,48125,03,동일치
CWB379001426,월영동,창원시마산합포구,월영동,월영동,4,4300143,MM10148000,48125,03,동일치
CWB379001426,월영동,창원시마산합포구,월영동,월영동,4,4806370,MM10148015,48125,03,동일치
CWB379001428,월영동,창원시마산합포구,월영동,월영동,4,4806410,MM10148015,48125,03,동일치
CWB379001428,월영동,창원시마산합포구,월영동,월영동,4,4806400,MM10148015,48125,03,동일치
CWB379001428,월영동,창원시마산합포구,월영동,월영동,4,4300143,MM10148000,48125,03,동일치
CWB379001428,월영동,창원시마산합포구,월영동,월영동,4,4806370,MM10148015,48125,03,동일치
CWB379001443,월영동공원,창원시마산합포구,월영동,월영동,2,4300143,MM10148000,48125,03,동일치
CWB379001443,월영동공원,창원시마산합포구,월영동,월영동,2,4806370,MM10148015,48125,03,동일치
CWB379001437,해운초등학교,창원시마산합포구,월영동,월영동,4,4300560,MM10148000,48125,03,동일치
CWB379001437,해운초등학교,창원시마산합포구,월영동,월영동,4,4300144,MM10148000,48125,03,동일치
CWB379001437,해운초등학교,창원시마산합포구,월영동,월영동,4,4800640,MM10148015,48125,03,동일치
