tago_stop_id,stop_name,sigungu,dong_tago,dong_stcis,n_matches,stcis_sttn_id,excclc_area_cd,sttn_sgg_cd,tcbo_id_sttn,match_tier
CWB379006086,문성고등학교,창원시성산구,반송동,반지동,4,1701247,27001,48123,08,시군구만일치
CWB379006086,문성고등학교,창원시성산구,반송동,반지동,4,1701258,27001,48123,08,시군구만일치
CWB379006086,문성고등학교,창원시성산구,반송동,반지동,4,4813842,MM10148015,48123,03,시군구만일치
CWB379006086,문성고등학교,창원시성산구,반송동,반지동,4,4813862,MM10148015,48123,03,시군구만일치
CWB379000694,반림현대건설아파트,창원시성산구,반송동,반림동,1,4813692,MM10148015,48123,03,시군구만일치
CWB379000686,반림현대산업아파트,창원시성산구,반송동,용호동,1,4813682,MM10148015,48123,03,시군구만일치
CWB379000696,반송시장.아이필상가,창원시성산구,반송동,반림동,1,4813672,MM10148015,48123,03,시군구만일치
CWB379000700,반송여중,창원시성산구,반송동,반림동,1,4813652,MM10148015,48123,03,시군구만일치
CWB379006082,시티7,창원시성산구,반송동,반지동,5,1701245,27001,48123,08,시군구만일치
CWB379006082,시티7,창원시성산구,반송동,반지동,5,1701256,27001,48123,08,시군구만일치
CWB379006082,시티7,창원시성산구,반송동,반지동,5,4832642,MM10148015,48123,03,시군구만일치
CWB379006082,시티7,창원시성산구,반송동,반지동,5,4809862,MM10148015,48123,03,시군구만일치
CWB379006082,시티7,창원시성산구,반송동,반지동,5,4809842,MM10148015,48123,03,시군구만일치
CWB379000632,시티7(가로변),창원시성산구,반송동,반지동,2,1701245,27001,48123,08,시군구만일치
CWB379000632,시티7(가로변),창원시성산구,반송동,반지동,2,4809842,MM10148015,48123,03,시군구만일치
CWB379000673,운동장사거리,창원시성산구,반송동,반림동,4,1700303,27001,48123,08,시군구만일치
CWB379000673,운동장사거리,창원시성산구,반송동,반림동,4,4806752,MM10148015,48123,03,시군구만일치
CWB379000673,운동장사거리,창원시성산구,반송동,반지동,4,1701297,27001,48123,08,시군구만일치
CWB379000673,운동장사거리,창원시성산구,반송동,반지동,4,4806732,MM10148015,48123,03,시군구만일치
CWB379000678,운동장사거리,창원시성산구,반송동,반림동,4,1700303,27001,48123,08,시군구만일치
CWB379000678,운동장사거리,창원시성산구,반송동,반림동,4,4806752,MM10148015,48123,03,시군구만일치
CWB379000678,운동장사거리,창원시성산구,반송동,반지동,4,1701297,27001,48123,08,시군구만일치
CWB379000678,운동장사거리,창원시성산구,반송동,반지동,4,4806732,MM10148015,48123,03,시군구만일치
CWB379006084,창원컨벤션센터,창원시성산구,반송동,반지동,4,1701246,27001,48123,08,시군구만일치
CWB379006084,창원컨벤션센터,창원시성산구,반송동,반지동,4,1701257,27001,48123,08,시군구만일치
CWB379006084,창원컨벤션센터,창원시성산구,반송동,반지동,4,4803212,MM10148015,48123,03,시군구만일치
CWB379006084,창원컨벤션센터,창원시성산구,반송동,반지동,4,4803232,MM10148015,48123,03,시군구만일치
CWB379006090,트리비앙아파트(한국폴리텍대학),창원시성산구,반송동,반림동,2,1700301,27001,48123,08,시군구만일치
CWB379006090,트리비앙아파트(한국폴리텍대학),창원시성산구,반송동,중앙동,2,1701299,27001,48123,08,시군구만일치
CWB379000844,검찰청,창원시성산구,사파동,사파동,4,1700320,27001,48123,08,동일치
CWB379000844,검찰청,창원시성산구,사파동,사파동,4,1701285,27001,48123,08,동일치
CWB379000844,검찰청,창원시성산구,사파동,사파동,4,4819752,MM10148015,48123,03,동일치
CWB379000844,검찰청,창원시성산구,사파동,사파동,4,4819742,MM10148015,48123,03,동일치
CWB379000841,검찰청,창원시성산구,사파동,사파동,4,1700320,27001,48123,08,동일치
CWB379000841,검찰청,창원시성산구,사파동,사파동,4,1701285,27001,48123,08,동일치
CWB379000841,검찰청,창원시성산구,사파동,사파동,4,4819752,MM10148015,48123,03,동일치
CWB379000841,검찰청,창원시성산구,사파동,사파동,4,4819742,MM10148015,48123,03,동일치
CWB379006100,대동백화점,창원시성산구,사파동,사파동,3,1700295,27001,48123,08,동일치
CWB379006100,대동백화점,창원시성산구,사파동,사파동,3,4832672,MM10148015,48123,03,동일치
CWB379006100,대동백화점,창원시성산구,사파동,사파동,3,4817072,MM10148015,48123,03,동일치
CWB379001042,대방대동아파트,창원시성산구,사파동,대방동,4,1701381,27001,48123,08,시군구만일치
CWB379001042,대방대동아파트,창원시성산구,사파동,대방동,4,1701382,27001,48123,08,시군구만일치
CWB379001042,대방대동아파트,창원시성산구,사파동,대방동,4,4816932,MM10148015,48123,03,시군구만일치
CWB379001042,대방대동아파트,창원시성산구,사파동,대방동,4,4816922,MM10148015,48123,03,시군구만일치
CWB379001045,대방대동아파트,창원시성산구,사파동,대방동,4,1701381,27001,48123,08,시군구만일치
CWB379001045,대방대동아파트,창원시성산구,사파동,대방동,4,1701382,27001,48123,08,시군구만일치
CWB379001045,대방대동아파트,창원시성산구,사파동,대방동,4,4816932,MM10148015,48123,03,시군구만일치
CWB379001045,대방대동아파트,창원시성산구,사파동,대방동,4,4816922,MM10148015,48123,03,시군구만일치
CWB379001181,대방덕산2차아파트,창원시성산구,사파동,대방동,2,1700987,27001,48123,08,시군구만일치
CWB379001181,대방덕산2차아파트,창원시성산구,사파동,대방동,2,4816912,MM10148015,48123,03,시군구만일치
CWB379001030,대방덕산아파트,창원시성산구,사파동,대방동,2,1701280,27001,48123,08,시군구만일치
CWB379001030,대방덕산아파트,창원시성산구,사파동,대방동,2,4816902,MM10148015,48123,03,시군구만일치
CWB379001190,대방동성아파트,창원시성산구,사파동,남산동,4,1701276,27001,48123,08,시군구만일치
CWB379001190,대방동성아파트,창원시성산구,사파동,남산동,4,4816852,MM10148015,48123,03,시군구만일치
CWB379001190,대방동성아파트,창원시성산구,사파동,남산동,4,4816882,MM10148015,48123,03,시군구만일치
CWB379001190,대방동성아파트,창원시성산구,사파동,대방동,4,4810852,MM10148015,48123,03,시군구만일치
CWB379001103,대방중학교,창원시성산구,사파동,대방동,3,1701278,27001,48123,08,시군구만일치
CWB379001103,대방중학교,창원시성산구,사파동,대방동,3,4805452,MM10148015,48123,03,시군구만일치
CWB379001103,대방중학교,창원시성산구,사파동,대방동,3,7915258,MM12148000,48123,03,시군구만일치
CWB379001057,대방초등학교,창원시성산구,사파동,대방동,2,1701279,27001,48123,08,시군구만일치
CWB379001057,대방초등학교,창원시성산구,사파동,대방동,2,4810902,MM10148015,48123,03,시군구만일치
CWB379001112,대방황토방아파트,창원시성산구,사파동,대방동,2,1700985,27001,48123,08,시군구만일치
CWB379001112,대방황토방아파트,창원시성산구,사파동,대방동,2,4816832,MM10148015,48123,03,시군구만일치
CWB379001109,대암고교,창원시성산구,사파동,대방동,2,1701377,27001,48123,08,시군구만일치
CWB379001109,대암고교,창원시성산구,사파동,대방동,2,4816772,MM10148015,48123,03,시군구만일치
CWB379000895,사파동,창원시성산구,사파동,사파동,4,1700322,27001,48123,08,동일치
CWB379000895,사파동,창원시성산구,사파동,사파동,4,1701283,27001,48123,08,동일치
CWB379000895,사파동,창원시성산구,사파동,사파동,4,4812552,MM10148015,48123,03,동일치
CWB379000895,사파동,창원시성산구,사파동,사파동,4,4812542,MM10148015,48123,03,동일치
CWB379000893,사파동,창원시성산구,사파동,사파동,4,1700322,27001,48123,08,동일치
CWB379000893,사파동,창원시성산구,사파동,사파동,4,1701283,27001,48123,08,동일치
CWB379000893,사파동,창원시성산구,사파동,사파동,4,4812552,MM10148015,48123,03,동일치
CWB379000893,사파동,창원시성산구,사파동,사파동,4,4812542,MM10148015,48123,03,동일치
CWB379000945,사파동성아파트,창원시성산구,사파동,사파정동,4,1700323,27001,48123,08,시군구만일치
CWB379000945,사파동성아파트,창원시성산구,사파동,사파정동,4,1701282,27001,48123,08,시군구만일치
CWB379000945,사파동성아파트,창원시성산구,사파동,사파정동,4,4812522,MM10148015,48123,03,시군구만일치
CWB379000945,사파동성아파트,창원시성산구,사파동,사파정동,4,4812532,MM10148015,48123,03,시군구만일치
CWB379000946,사파동성아파트,창원시성산구,사파동,사파정동,4,1700323,27001,48123,08,시군구만일치
CWB379000946,사파동성아파트,창원시성산구,사파동,사파정동,4,1701282,27001,48123,08,시군구만일치
CWB379000946,사파동성아파트,창원시성산구,사파동,사파정동,4,4812522,MM10148015,48123,03,시군구만일치
CWB379000946,사파동성아파트,창원시성산구,사파동,사파정동,4,4812532,MM10148015,48123,03,시군구만일치
CWB379001002,사파동행정복지센터,창원시성산구,사파동,대방동,4,1700982,27001,48123,08,시군구만일치
CWB379001002,사파동행정복지센터,창원시성산구,사파동,대방동,4,1701383,27001,48123,08,시군구만일치
CWB379001002,사파동행정복지센터,창원시성산구,사파동,대방동,4,4812512,MM10148015,48123,03,시군구만일치
CWB379001002,사파동행정복지센터,창원시성산구,사파동,대방동,4,4812502,MM10148015,48123,03,시군구만일치
CWB379001006,사파동행정복지센터,창원시성산구,사파동,대방동,4,1700982,27001,48123,08,시군구만일치
CWB379001006,사파동행정복지센터,창원시성산구,사파동,대방동,4,1701383,27001,48123,08,시군구만일치
CWB379001006,사파동행정복지센터,창원시성산구,사파동,대방동,4,4812512,MM10148015,48123,03,시군구만일치
CWB379001006,사파동행정복지센터,창원시성산구,사파동,대방동,4,4812502,MM10148015,48123,03,시군구만일치
CWB379006102,삼익아파트,창원시성산구,사파동,사파동,3,1700294,27001,48123,08,동일치
CWB379006102,삼익아파트,창원시성산구,사파동,사파동,3,4812492,MM10148015,48123,03,동일치
CWB379006102,삼익아파트,창원시성산구,사파동,사파동,3,4832682,MM10148015,48123,03,동일치
CWB379000995,성원3차APT.노인종합복지관,창원시성산구,사파동,대방동,3,1700981,27001,48123,08,시군구만일치
CWB379000995,성원3차APT.노인종합복지관,창원시성산구,사파동,대방동,3,1701384,27001,48123,08,시군구만일치
CWB379000995,성원3차APT.노인종합복지관,창원시성산구,사파동,사파정동,3,1701281,27001,48123,08,시군구만일치
CWB379000999,성원3차APT.노인종합복지관,창원시성산구,사파동,대방동,3,1700981,27001,48123,08,시군구만일치
CWB379000999,성원3차APT.노인종합복지관,창원시성산구,사파동,대방동,3,1701384,27001,48123,08,시군구만일치
CWB379000999,성원3차APT.노인종합복지관,창원시성산구,사파동,사파정동,3,1701281,27001,48123,08,시군구만일치
CWB379001010,성원3차APT.노인종합복지관,창원시성산구,사파동,대방동,3,1700981,27001,48123,08,시군구만일치
CWB379001010,성원3차APT.노인종합복지관,창원시성산구,사파동,대방동,3,1701384,27001,48123,08,시군구만일치
CWB379001010,성원3차APT.노인종합복지관,창원시성산구,사파동,사파정동,3,1701281,27001,48123,08,시군구만일치
CWB379001154,안남중학교,창원시성산구,사파동,대방동,4,1700328,27001,48123,08,시군구만일치
CWB379001154,안남중학교,창원시성산구,사파동,대방동,4,1701277,27001,48123,08,시군구만일치
CWB379001154,안남중학교,창원시성산구,사파동,대방동,4,4808962,MM10148015,48123,03,시군구만일치
CWB379001154,안남중학교,창원시성산구,사파동,대방동,4,4808952,MM10148015,48123,03,시군구만일치
CWB379000870,창원축구센터.법원,창원시성산구,사파동,사파동,4,1700321,27001,48123,08,동일치
CWB379000870,창원축구센터.법원,창원시성산구,사파동,사파동,4,1701284,27001,48123,08,동일치
CWB379000870,창원축구센터.법원,창원시성산구,사파동,사파동,4,4802692,MM10148015,48123,03,동일치
CWB379000870,창원축구센터.법원,창원시성산구,사파동,사파동,4,4802682,MM10148015,48123,03,동일치
CWB379000872,창원축구센터.법원,창원시성산구,사파동,사파동,4,1700321,27001,48123,08,동일치
CWB379000872,창원축구센터.법원,창원시성산구,사파동,사파동,4,1701284,27001,48123,08,동일치
CWB379000872,창원축구센터.법원,창원시성산구,사파동,사파동,4,4802692,MM10148015,48123,03,동일치
CWB379000872,창원축구센터.법원,창원시성산구,사파동,사파동,4,4802682,MM10148015,48123,03,동일치
CWB379000764,토월체육공원,창원시성산구,사파동,사파동,2,1701287,27001,48123,08,동일치
CWB379000764,토월체육공원,창원시성산구,사파동,사파동,2,4801972,MM10148015,48123,03,동일치
CWB379000931,경창상가,창원시성산구,상남동,상남동,2,4819382,MM10148015,48123,03,동일치
CWB379000931,경창상가,창원시성산구,상남동,상남동,2,4819392,MM10148015,48123,03,동일치
CWB379006099,대동백화점,창원시성산구,상남동,상남동,1,1701304,27001,48123,08,동일치
CWB379001014,상남꿈에그린아파트,창원시성산구,상남동,상남동,1,4802552,MM10148015,48123,03,동일치
CWB379000948,상남대우아파트,창원시성산구,상남동,상남동,2,4811802,MM10148015,48123,03,동일치
CWB379000948,상남대우아파트,창원시성산구,상남동,상남동,2,4811792,MM10148015,48123,03,동일치
CWB379006095,상남시장(은아아파트),창원시성산구,상남동,상남동,1,1701302,27001,48123,08,동일치
CWB379000871,수협경남금융본부,창원시성산구,상남동,상남동,4,1701411,27001,48123,08,동일치
CWB379000871,수협경남금융본부,창원시성산구,상남동,상남동,4,1701412,27001,48123,08,동일치
CWB379000871,수협경남금융본부,창원시성산구,상남동,상남동,4,4810052,MM10148015,48123,03,동일치
CWB379000871,수협경남금융본부,창원시성산구,상남동,상남동,4,4810062,MM10148015,48123,03,동일치
CWB379006097,시민생활체육관,창원시성산구,상남동,상남동,2,1701303,27001,48123,08,동일치
CWB379006097,시민생활체육관,창원시성산구,상남동,상남동,2,4809932,MM10148015,48123,03,동일치
CWB379000987,외동초등학교,창원시성산구,상남동,상남동,2,4811822,MM10148015,48123,03,동일치
CWB379000987,외동초등학교,창원시성산구,상남동,상남동,2,4807572,MM10148015,48123,03,동일치
CWB379006101,토월성원아파트,창원시성산구,상남동,상남동,2,1701305,27001,48123,08,동일치
CWB379006101,토월성원아파트,창원시성산구,상남동,상남동,2,4801962,MM10148015,48123,03,동일치
CWB379001163,가음정사거리,창원시성산구,성주동,가음정동,2,4820072,MM10148015,48123,03,시군구만일치
CWB379001163,가음정사거리,창원시성산구,성주동,남산동,2,4820102,MM10148015,48123,03,시군구만일치
CWB379001213,남산버스정류소,창원시성산구,성주동,남산동,2,1700333,27001,48123,08,시군구만일치
CWB379001213,남산버스정류소,창원시성산구,성주동,남산동,2,4817992,MM10148015,48123,03,시군구만일치
CWB379001379,대동한솔마을아파트,창원시성산구,성주동,안민동,2,4817022,MM10148015,48123,03,시군구만일치
CWB379001379,대동한솔마을아파트,창원시성산구,성주동,안민동,2,4817012,MM10148015,48123,03,시군구만일치
CWB379001380,대동한솔마을아파트,창원시성산구,성주동,안민동,2,4817022,MM10148015,48123,03,시군구만일치
CWB379001380,대동한솔마을아파트,창원시성산구,성주동,안민동,2,4817012,MM10148015,48123,03,시군구만일치
CWB379003399,대방동성아파트,창원시성산구,성주동,남산동,4,1701276,27001,48123,08,시군구만일치
CWB379003399,대방동성아파트,창원시성산구,성주동,남산동,4,4816852,MM10148015,48123,03,시군구만일치
CWB379003399,대방동성아파트,창원시성산구,성주동,남산동,4,4816882,MM10148015,48123,03,시군구만일치
CWB379003399,대방동성아파트,창원시성산구,성주동,대방동,4,4810852,MM10148015,48123,03,시군구만일치
CWB379001231,대우1차아파트,창원시성산구,성주동,남산동,2,1700334,27001,48123,08,시군구만일치
CWB379001231,대우1차아파트,창원시성산구,성주동,남산동,2,4817982,MM10148015,48123,03,시군구만일치
CWB379001367,삼성그린빌,창원시성산구,성주동,천선동,2,4812132,MM10148015,48123,03,시군구만일치
CWB379001367,삼성그린빌,창원시성산구,성주동,천선동,2,4812122,MM10148015,48123,03,시군구만일치
CWB379001368,삼성그린빌,창원시성산구,성주동,천선동,2,4812132,MM10148015,48123,03,시군구만일치
CWB379001368,삼성그린빌,창원시성산구,성주동,천선동,2,4812122,MM10148015,48123,03,시군구만일치
CWB379001316,선돌,창원시성산구,성주동,성주동,1,4806312,MM10148015,48123,03,동일치
CWB379001305,선돌,창원시성산구,성주동,성주동,1,4806312,MM10148015,48123,03,동일치
CWB379001260,성산구청,창원시성산구,성주동,성주동,2,1701872,27001,48123,08,동일치
CWB379001260,성산구청,창원시성산구,성주동,성주동,2,4811002,MM10148015,48123,03,동일치
CWB379001261,성산구청,창원시성산구,성주동,성주동,2,1701872,27001,48123,08,동일치
CWB379001261,성산구청,창원시성산구,성주동,성주동,2,4811002,MM10148015,48123,03,동일치
CWB379001286,성주고가도로입구,창원시성산구,성주동,남산동,1,4806302,MM10148015,48123,03,시군구만일치
CWB379001349,성주동행정복지센터,창원시성산구,성주동,성주동,3,4810842,MM10148015,48123,03,동일치
CWB379001349,성주동행정복지센터,창원시성산구,성주동,성주동,3,4810822,MM10148015,48123,03,동일치
CWB379001349,성주동행정복지센터,창원시성산구,성주동,성주동,3,4810832,MM10148015,48123,03,동일치
CWB379001339,성주동행정복지센터,창원시성산구,성주동,성주동,3,4810842,MM10148015,48123,03,동일치
CWB379001339,성주동행정복지센터,창원시성산구,성주동,성주동,3,4810822,MM10148015,48123,03,동일치
CWB379001339,성주동행정복지센터,창원시성산구,성주동,성주동,3,4810832,MM10148015,48123,03,동일치
CWB379001338,성주동행정복지센터,창원시성산구,성주동,성주동,3,4810842,MM10148015,48123,03,동일치
CWB379001338,성주동행정복지센터,창원시성산구,성주동,성주동,3,4810822,MM10148015,48123,03,동일치
CWB379001338,성주동행정복지센터,창원시성산구,성주동,성주동,3,4810832,MM10148015,48123,03,동일치
CWB379005461,성주사역 환승센터,창원시성산구,성주동,,0,,,,,미매칭
CWB379005460,성주사역 환승센터,창원시성산구,성주동,,0,,,,,미매칭
CWB379001187,성주프리빌리지아파트,창원시성산구,성주동,성주동,1,4810802,MM10148015,48123,03,동일치
CWB379001374,신우에이스타운,창원시성산구,성주동,안민동,2,4809552,MM10148015,48123,03,시군구만일치
CWB379001374,신우에이스타운,창원시성산구,성주동,안민동,2,4809562,MM10148015,48123,03,시군구만일치
CWB379001377,신우에이스타운,창원시성산구,성주동,안민동,2,4809552,MM10148015,48123,03,시군구만일치
CWB379001377,신우에이스타운,창원시성산구,성주동,안민동,2,4809562,MM10148015,48123,03,시군구만일치
CWB379001326,안민교삼거리,창원시성산구,성주동,성주동,1,4802002,MM10148015,48123,03,동일치
CWB379001358,안민초등학교,창원시성산구,성주동,안민동,2,4823652,MM10148015,48123,03,시군구만일치
CWB379001358,안민초등학교,창원시성산구,성주동,안민동,2,4808862,MM10148015,48123,03,시군구만일치
CWB379001357,안민초등학교,창원시성산구,성주동,안민동,2,4823652,MM10148015,48123,03,시군구만일치
CWB379001357,안민초등학교,창원시성산구,성주동,안민동,2,4808862,MM10148015,48123,03,시군구만일치
CWB379005392,안민터널사거리,창원시성산구,성주동,성주동,3,4817972,MM10148015,48123,03,동일치
CWB379005392,안민터널사거리,창원시성산구,성주동,성주동,3,4810492,MM10148015,48123,03,동일치
CWB379005392,안민터널사거리,창원시성산구,성주동,성주동,3,4829452,MM10148015,48123,03,동일치
CWB379003494,안민터널사거리,창원시성산구,성주동,성주동,3,4817972,MM10148015,48123,03,동일치
CWB379003494,안민터널사거리,창원시성산구,성주동,성주동,3,4810492,MM10148015,48123,03,동일치
CWB379003494,안민터널사거리,창원시성산구,성주동,성주동,3,4829452,MM10148015,48123,03,동일치
CWB379001363,청솔아파트종점,창원시성산구,성주동,안민동,2,4802432,MM10148015,48123,03,시군구만일치
CWB379001363,청솔아파트종점,창원시성산구,성주동,안민동,2,4823642,MM10148015,48123,03,시군구만일치
CWB379001361,청솔아파트종점,창원시성산구,성주동,안민동,2,4802432,MM10148015,48123,03,시군구만일치
CWB379001361,청솔아파트종점,창원시성산구,성주동,안민동,2,4823642,MM10148015,48123,03,시군구만일치
CWB379001318,풍산산업,창원시성산구,성주동,성주동,2,4801632,MM10148015,48123,03,동일치
CWB379001318,풍산산업,창원시성산구,성주동,성주동,2,4801622,MM10148015,48123,03,동일치
CWB379001317,풍산산업,창원시성산구,성주동,성주동,2,4801632,MM10148015,48123,03,동일치
CWB379001317,풍산산업,창원시성산구,성주동,성주동,2,4801622,MM10148015,48123,03,동일치
CWB379000705,경남도청/국가데이터처,창원시성산구,용지동,신월동,1,1700317,27001,48123,08,시군구만일치
CWB379000667,도청사거리,창원시성산구,용지동,용호동,2,1700316,27001,48123,08,시군구만일치
CWB379000667,도청사거리,창원시성산구,용지동,용호동,2,4815982,MM10148015,48123,03,시군구만일치
CWB379000730,병무청,창원시성산구,용지동,신월동,2,4813332,MM10148015,48123,03,시군구만일치
CWB379000730,병무청,창원시성산구,용지동,신월동,2,4813322,MM10148015,48123,03,시군구만일치
CWB379000727,병무청,창원시성산구,용지동,신월동,2,4813332,MM10148015,48123,03,시군구만일치
CWB379000727,병무청,창원시성산구,용지동,신월동,2,4813322,MM10148015,48123,03,시군구만일치
CWB379000627,사림민원센터,창원시성산구,용지동,용호동,2,4812592,MM10148015,48123,03,시군구만일치
CWB379000627,사림민원센터,창원시성산구,용지동,용호동,2,4812582,MM10148015,48123,03,시군구만일치
CWB379006096,상남시장(은아아파트),창원시성산구,용지동,상남동,2,1701302,27001,48123,08,시군구만일치
CWB379006096,상남시장(은아아파트),창원시성산구,용지동,신월동,2,1700297,27001,48123,08,시군구만일치
CWB379006098,시민생활체육관,창원시성산구,용지동,상남동,4,1701303,27001,48123,08,시군구만일치
CWB379006098,시민생활체육관,창원시성산구,용지동,상남동,4,4809932,MM10148015,48123,03,시군구만일치
CWB379006098,시민생활체육관,창원시성산구,용지동,신월동,4,1700296,27001,48123,08,시군구만일치
CWB379006098,시민생활체육관,창원시성산구,용지동,신월동,4,4809922,MM10148015,48123,03,시군구만일치
CWB379001956,어울림어린이공원,창원시성산구,용지동,용호동,2,1702124,27001,48123,08,시군구만일치
CWB379001956,어울림어린이공원,창원시성산구,용지동,용호동,2,4802472,MM10148015,48123,03,시군구만일치
CWB379000636,용호어린이공원,창원시성산구,용지동,용호동,2,1700315,27001,48123,08,시군구만일치
CWB379000636,용호어린이공원,창원시성산구,용지동,용호동,2,4810912,MM10148015,48123,03,시군구만일치
CWB379000680,일동아파트,창원시성산구,용지동,용호동,1,4805562,MM10148015,48123,03,시군구만일치
CWB379000759,조달청,창원시성산구,용지동,신월동,1,4804652,MM10148015,48123,03,시군구만일치
CWB379000806,창원시립테니스장입구,창원시성산구,용지동,사파동,4,1701286,27001,48123,08,시군구만일치
CWB379000806,창원시립테니스장입구,창원시성산구,용지동,사파동,4,4803012,MM10148015,48123,03,시군구만일치
CWB379000806,창원시립테니스장입구,창원시성산구,용지동,신월동,4,1700319,27001,48123,08,시군구만일치
CWB379000806,창원시립테니스장입구,창원시성산구,용지동,신월동,4,4803022,MM10148015,48123,03,시군구만일치
CWB379000811,창원시립테니스장입구,창원시성산구,용지동,사파동,4,1701286,27001,48123,08,시군구만일치
CWB379000811,창원시립테니스장입구,창원시성산구,용지동,사파동,4,4803012,MM10148015,48123,03,시군구만일치
CWB379000811,창원시립테니스장입구,창원시성산구,용지동,신월동,4,1700319,27001,48123,08,시군구만일치
CWB379000811,창원시립테니스장입구,창원시성산구,용지동,신월동,4,4803022,MM10148015,48123,03,시군구만일치
CWB379006094,창원시청(정우상가),창원시성산구,용지동,용호동,1,1700299,27001,48123,08,시군구만일치
CWB379000820,창원중부경찰서,창원시성산구,용지동,신월동,2,4823682,MM10148015,48123,03,시군구만일치
CWB379000820,창원중부경찰서,창원시성산구,용지동,신월동,2,4802732,MM10148015,48123,03,시군구만일치
CWB379000819,창원중부경찰서,창원시성산구,용지동,신월동,2,4823682,MM10148015,48123,03,시군구만일치
CWB379000819,창원중부경찰서,창원시성산구,용지동,신월동,2,4802732,MM10148015,48123,03,시군구만일치
CWB379006092,창원중앙고등학교,창원시성산구,용지동,용호동,4,1700300,27001,48123,08,시군구만일치
CWB379006092,창원중앙고등학교,창원시성산구,용지동,용호동,4,4804072,MM10148015,48123,03,시군구만일치
CWB379006092,창원중앙고등학교,창원시성산구,용지동,중앙동,4,1701300,27001,48123,08,시군구만일치
CWB379006092,창원중앙고등학교,창원시성산구,용지동,중앙동,4,4804082,MM10148015,48123,03,시군구만일치
CWB379000761,토월체육공원,창원시성산구,용지동,사파동,4,1701287,27001,48123,08,시군구만일치
CWB379000761,토월체육공원,창원시성산구,용지동,사파동,4,4801972,MM10148015,48123,03,시군구만일치
CWB379000761,토월체육공원,창원시성산구,용지동,신월동,4,1700318,27001,48123,08,시군구만일치
CWB379000761,토월체육공원,창원시성산구,용지동,신월동,4,4801982,MM10148015,48123,03,시군구만일치
CWB379000766,한국전력공사,창원시성산구,용지동,신월동,2,4801402,MM10148015,48123,03,시군구만일치
CWB379000766,한국전력공사,창원시성산구,용지동,신월동,2,4801392,MM10148015,48123,03,시군구만일치
CWB379001360,관음사입구,창원시성산구,웅남동,양곡동,2,4807922,MM10148015,48123,03,시군구만일치
CWB379001360,관음사입구,창원시성산구,웅남동,양곡동,2,4807912,MM10148015,48123,03,시군구만일치
CWB379001364,관음사입구,창원시성산구,웅남동,양곡동,2,4807922,MM10148015,48123,03,시군구만일치
CWB379001364,관음사입구,창원시성산구,웅남동,양곡동,2,4807912,MM10148015,48123,03,시군구만일치
CWB379001140,남창원역,창원시성산구,웅남동,웅남동,3,4817802,MM10148015,48123,03,동일치
CWB379001140,남창원역,창원시성산구,웅남동,웅남동,3,4817792,MM10148015,48123,03,동일치
CWB379001140,남창원역,창원시성산구,웅남동,웅남동,3,4817782,MM10148015,48123,03,동일치
CWB379001137,남창원역,창원시성산구,웅남동,웅남동,3,4817802,MM10148015,48123,03,동일치
CWB379001137,남창원역,창원시성산구,웅남동,웅남동,3,4817792,MM10148015,48123,03,동일치
CWB379001137,남창원역,창원시성산구,웅남동,웅남동,3,4817782,MM10148015,48123,03,동일치
CWB379001290,대림자동차,창원시성산구,웅남동,성산동,2,4816982,MM10148015,48123,03,시군구만일치
CWB379001290,대림자동차,창원시성산구,웅남동,성산동,2,4816972,MM10148015,48123,03,시군구만일치
CWB379001287,대림자동차,창원시성산구,웅남동,성산동,2,4816982,MM10148015,48123,03,시군구만일치
CWB379001287,대림자동차,창원시성산구,웅남동,성산동,2,4816972,MM10148015,48123,03,시군구만일치
CWB379002909,목장입구,창원시성산구,웅남동,양곡동,2,4814062,MM10148015,48123,03,시군구만일치
CWB379002909,목장입구,창원시성산구,웅남동,양곡동,2,4814052,MM10148015,48123,03,시군구만일치
CWB379001405,목장입구,창원시성산구,웅남동,양곡동,2,4814062,MM10148015,48123,03,시군구만일치
CWB379001405,목장입구,창원시성산구,웅남동,양곡동,2,4814052,MM10148015,48123,03,시군구만일치
CWB379002211,상복사거리,창원시성산구,웅남동,성산동,3,4820432,MM10148015,48123,03,시군구만일치
CWB379002211,상복사거리,창원시성산구,웅남동,성산동,3,4833422,MM10148015,48123,03,시군구만일치
CWB379002211,상복사거리,창원시성산구,웅남동,성산동,3,4820422,MM10148015,48123,03,시군구만일치
CWB379001211,상복사거리,창원시성산구,웅남동,성산동,3,4820432,MM10148015,48123,03,시군구만일치
CWB379001211,상복사거리,창원시성산구,웅남동,성산동,3,4833422,MM10148015,48123,03,시군구만일치
CWB379001211,상복사거리,창원시성산구,웅남동,성산동,3,4820422,MM10148015,48123,03,시군구만일치
CWB379001077,세아제강,창원시성산구,웅남동,웅남동,2,4810692,MM10148015,48123,03,동일치
CWB379001077,세아제강,창원시성산구,웅남동,웅남동,2,4810682,MM10148015,48123,03,동일치
CWB379001074,세아제강,창원시성산구,웅남동,웅남동,2,4810692,MM10148015,48123,03,동일치
CWB379001074,세아제강,창원시성산구,웅남동,웅남동,2,4810682,MM10148015,48123,03,동일치
CWB379001007,세원셀론텍.영흥철강,창원시성산구,웅남동,신촌동,2,4810672,MM10148015,48123,03,시군구만일치
CWB379001007,세원셀론텍.영흥철강,창원시성산구,웅남동,신촌동,2,4810662,MM10148015,48123,03,시군구만일치
