route_no,passenger_count,population,traffic_volume,headway_minutes,vulnerability_index,traffic_volume_scaled,passenger_count_scaled,headway_minutes_scaled,vulnerability_index_scaled,population_scaled,priority_score,rank,bus_no
CWB379003529,88349.67,50022,88349.67,73.31884057971014,0.08764143776738235,0.05175208389327406,0.05175208389327406,0.9907951429690559,0.11014673968920104,0.9251043809195374,0.33273539099064947,133,352-1
CWB379002160,380062.0,272451,380062.0,48.59803921568628,0.0774267666479477,0.23685921216202813,0.23685921216202813,0.6567302596714362,0.058299622014984974,0.5337458718292042,0.3326661286159231,134,216
CWB379005409,281472.94,93609,281472.94,31.142857142857146,0.17600871711053423,0.1742991627622791,0.1742991627622791,0.4208494208494209,0.5586769642147552,0.8484140962187099,0.32945848787059817,135,540-1
CWB379000330,106177.95,62485,106177.95,62.70161290322581,0.11935664559494279,0.06306508431657212,0.06306508431657212,0.8473190932868352,0.2711252081167536,0.9031760303052163,0.3247329930895073,136,33
CWB379009980,29526.0,14930,29526.0,60.0,0.1738111185532485,0.014425308477477063,0.014425308477477063,0.8108108108108109,0.5475225031784622,0.9868479161644829,0.3242543891829429,137,998
CWB379002560,262162.04,117431,262162.04,43.90243902439025,0.11931261762226329,0.16204536038345924,0.16204536038345924,0.5932762030323007,0.27090173313123717,0.806499856602698,0.3236226158099292,138,256
CWB379003500,38525.5,14079,38525.5,72.0,0.09922579728673911,0.020135974190011917,0.020135974190011917,0.972972972972973,0.16894605335851443,0.9883452303242186,0.32240530747687507,139,350
CWB379003520,59538.67,50022,59538.67,73.17543859649123,0.08764143776738235,0.03346995823697741,0.03346995823697741,0.9888572783309626,0.11014673968920104,0.9251043809195374,0.3213785426692528,140,352
CWB379005400,228079.0,87137,228079.0,36.827586206896555,0.16583081813695674,0.14041784242057753,0.14041784242057753,0.4976700838769805,0.5070164927625367,0.8598014255275349,0.32046651405674975,141,540
CWB379002770,387450.27,171990,387450.27,20.586206896551722,0.16172451886737602,0.24154746597212315,0.24154746597212315,0.27819198508853676,0.4861739439475844,0.7105046001502593,0.3202347310107656,142,277
CWB379002200,353428.5,171504,353428.5,37.40816326530612,0.09326313088907548,0.2199588271123257,0.2199588271123257,0.5055157198014341,0.13868104895875746,0.7113597055340801,0.318082515676966,143,220
CWB379002730,148131.6,60636,148131.6,35.7,0.20961145194274028,0.089686926704559,0.089686926704559,0.48243243243243245,0.7292360479728323,0.9064293016111523,0.3138651774676204,144,273
CWB379000150,163541.52,117726,163541.52,58.4959349593496,0.09559485585172349,0.09946534792539403,0.09946534792539403,0.7904856075587784,0.15051630210678144,0.8059808111536709,0.31342604159303733,145,15
CWB379003530,48742.78,56646,48742.78,72.82222222222222,0.08231825724676059,0.026619386665301444,0.026619386665301444,0.9840840840840841,0.08312760577615082,0.913449611243756,0.3124461705179884,146,353
CWB379000190,187867.34,117726,187867.34,54.625,0.09559485585172349,0.11490138617232938,0.11490138617232938,0.7381756756756757,0.15051630210678144,0.8059808111536709,0.312225678164578,147,19
CWB379002150,416910.4,334577,416910.4,35.25,0.09311458946669975,0.26024149944929625,0.26024149944929625,0.47635135135135137,0.13792708982337648,0.42443665974019573,0.3076515448962053,148,215
CWB379000070,218392.1,129340,218392.1,44.75675675675676,0.11760476264110098,0.1342709845183881,0.1342709845183881,0.6048210372534697,0.2622330880869198,0.7855462557468889,0.3063047325451077,149,7
CWB379003531,19691.39,56646,19691.39,72.66666666666667,0.08231825724676059,0.00818472065335879,0.00818472065335879,0.981981981981982,0.08312760577615082,0.913449611243756,0.3009649504904024,150,353-1
CWB379002640,79912.0,23713,79912.0,46.21739130434783,0.14995993758697762,0.046397929466618804,0.046397929466618804,0.6245593419506463,0.42645986966161226,0.9713944375922625,0.29253605679548805,151,264
CWB379002700,62766.0,32816,62766.0,37.72222222222222,0.19892735251097027,0.03551787231820805,0.03551787231820805,0.5097597597597597,0.675006229508284,0.9553779266685551,0.2863010909605607,152,270
CWB379002230,258169.0,159293,258169.0,34.70454545454545,0.09009812107248906,0.15951156221502988,0.15951156221502988,0.46898034398034394,0.12261625015300918,0.7328446681716052,0.27504909795754817,153,223
CWB379002240,318790.81,111163,318790.81,19.714285714285715,0.10656423450248734,0.19797935395888258,0.19797935395888258,0.26640926640926643,0.2061941265877975,0.81752825278745,0.2744417035947076,154,224
CWB379030040,164408.0,175205,164408.0,38.93877551020408,0.10951171484832053,0.10001517598546374,0.10001517598546374,0.5261996690568119,0.22115480016661665,0.7048478844939131,0.2578493078686936,155,3004
CWB379002210,241273.64,229739,241273.64,34.875,0.08300288588354611,0.14879054959733637,0.14879054959733637,0.47128378378378377,0.08660260962889567,0.6088966149439343,0.2530810089724416,156,221
CWB379030059,170347.0,193224,170347.0,37.294117647058826,0.10431416387198278,0.10378379020478087,0.10378379020478087,0.5039745627980923,0.19477333042206407,0.6731438846768986,0.24985690819238326,157,3005-9
CWB379000080,124074.6,97902,124074.6,33.48717948717949,0.12373598087883803,0.0744214691739794,0.0744214691739794,0.45252945252945254,0.293353619501136,0.8408606653282918,0.24858020049322094,158,8
CWB379030050,170347.0,193224,170347.0,36.16326530612245,0.10431416387198278,0.10378379020478087,0.10378379020478087,0.4886927744070601,0.19477333042206407,0.6731438846768986,0.24680055051417682,159,3005
CWB379005111,90304.5,139646,90304.5,47.96969696969697,0.0826017214957822,0.052992528435174664,0.052992528435174664,0.6482391482391482,0.0845663994586507,0.7674130950768099,0.2466412961624805,160,511-1
CWB379005110,90790.5,139646,90790.5,46.94285714285714,0.0826017214957822,0.05330092151660052,0.05330092151660052,0.6343629343629343,0.0845663994586507,0.7674130950768099,0.24405108923609323,161,511
CWB379005109,75199.0,77096,75199.0,46.21212121212121,0.07416727197260559,0.043407278041186645,0.043407278041186645,0.6244881244881245,0.04175524168056489,0.8774683250315386,0.24286434839354726,162,510-1
CWB379005100,74790.0,77096,74790.0,46.21212121212121,0.07416727197260559,0.043147745592003156,0.043147745592003156,0.6244881244881245,0.04175524168056489,0.8774683250315386,0.24270862892403716,163,510
CWB379002220,129167.88,167705,129167.88,38.30434782608695,0.09222146030231657,0.07765342866732232,0.07765342866732232,0.517626321974148,0.1333937894025782,0.7180439552318901,0.23526109605866985,164,222
CWB379002250,88814.66,64755,88814.66,41.5625,0.06594085398810903,0.052047145002188065,0.052047145002188065,0.5616554054054054,0.0,0.8991820195618553,0.23347757003857944,165,225
CWB379005309,70955.53,26377,70955.53,0.0,0.07734010691132426,0.04071456859830978,0.04071456859830978,0.0,0.05785975885054263,0.9667071932661331,0.12688543637065344,166,530-1
CWB379005300,58046.62,73418,58046.62,0.7741935483871032,0.09753738865128443,0.032523172440390095,0.032523172440390095,0.010462074978204098,0.16037611310483094,0.8839396781214426,0.12603789758250222,167,530
