route_id,route_no,route_name,route_type,direction,sequence,stop_id,stop_name,bis_number,latitude,longitude,sigungu,district_name,담당자,담당순위
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,40,CWB379001060,창원남중,218811,35.2115334,128.6816882,창원시성산구,가음정동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,41,CWB379001014,상남꿈에그린아파트,220404,35.2150334,128.6819772,창원시성산구,상남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,42,CWB379000987,외동초등학교,220402,35.2168054,128.6823582,창원시성산구,상남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,43,CWB379000948,상남대우아파트,209001,35.2185264,128.6807132,창원시성산구,상남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,44,CWB379000931,경창상가,208904,35.2196027,128.6796226,창원시성산구,상남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,45,CWB379000871,수협경남금융본부,208906,35.2236624,128.6830257,창원시성산구,상남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,46,CWB379000820,창원중부경찰서,108902,35.227783,128.6865323,창원시성산구,용지동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,47,CWB379000759,조달청,108904,35.231488,128.6896867,창원시성산구,용지동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,48,CWB379000730,병무청,108906,35.2336865,128.6915618,창원시성산구,용지동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,49,CWB379000701,경남도청,119129,35.2356975,128.6916432,창원시의창구,봉림동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,50,CWB379000666,도청사거리,119127,35.2378986,128.687972,창원시의창구,봉림동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,51,CWB379000649,도민의집삼거리,119125,35.2393724,128.6859259,창원시의창구,봉림동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,52,CWB379000620,창원대삼거리,107511,35.2417786,128.6851291,창원시의창구,봉림동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,53,CWB379000621,우영프라자,120502,35.2414813,128.6878827,창원시의창구,봉림동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,54,CWB379000612,국립창원대입구,120504,35.2421311,128.6902232,창원시의창구,봉림동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,55,CWB379003478,용동근린공원,120507,35.2411697,128.6914814,창원시의창구,봉림동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,56,CWB379003491,국립창원대 동문,108920,35.2388557,128.696628,창원시의창구,봉림동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,57,CWB379005478,한마음병원,108923,35.2379688,128.6973757,창원시의창구,봉림동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,58,CWB379003492,한마음병원후문,108921,35.2378619,128.7004931,창원시의창구,봉림동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,상행,59,CWB379003357,창원중앙역A,108913,35.2420251,128.7008409,창원시의창구,봉림동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,60,CWB379003493,SM비즈타운,108922,35.2399871,128.7000065,창원시의창구,봉림동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,61,CWB379005519,국립창원대 동문,108924,35.2395922,128.6958414,창원시의창구,봉림동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,62,CWB379003477,용동근린공원,120506,35.2413098,128.6914459,창원시의창구,봉림동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,63,CWB379000591,국립창원대학교정문,120505,35.2433012,128.6916206,창원시의창구,봉림동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,64,CWB379000610,국립창원대입구,120503,35.2422011,128.6900516,창원시의창구,봉림동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,65,CWB379002287,우영프라자,120501,35.2416821,128.6878946,창원시의창구,봉림동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,66,CWB379000619,창원대삼거리,107512,35.2417568,128.6847949,창원시의창구,봉림동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,67,CWB379000636,용호어린이공원,119123,35.2404503,128.6839104,창원시성산구,용지동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,68,CWB379001956,어울림어린이공원,119124,35.2389889,128.6859673,창원시성산구,용지동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,69,CWB379000667,도청사거리,119126,35.237712,128.6877522,창원시성산구,용지동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,70,CWB379000705,경남도청/국가데이터처,119128,35.2353687,128.6917497,창원시성산구,용지동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,71,CWB379000727,병무청,108905,35.2340458,128.691609,창원시성산구,용지동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,72,CWB379000766,한국전력공사,108903,35.2310456,128.6890436,창원시성산구,용지동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,73,CWB379000819,창원중부경찰서,108901,35.2277042,128.6862128,창원시성산구,용지동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,74,CWB379000868,수협경남금융본부,208905,35.22325,128.6824166,창원시성산구,중앙동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,75,CWB379000927,경창상가,208903,35.2199084,128.6796451,창원시성산구,중앙동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,76,CWB379000950,상남대우아파트,209002,35.2184253,128.6805624,창원시성산구,중앙동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,77,CWB379000985,외동초등학교,220401,35.2169016,128.6821283,창원시성산구,중앙동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,78,CWB379001012,상남꿈에그린아파트,220403,35.2150814,128.6817502,창원시성산구,중앙동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,79,CWB379001071,성산패총 사거리,218818,35.2113108,128.6815569,창원시성산구,중앙동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,80,CWB379001106,소라아파트,218820,35.2079234,128.687179,창원시성산구,가음정동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,81,CWB379001163,가음정사거리,218822,35.2047502,128.6926844,창원시성산구,성주동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,82,CWB379001213,남산버스정류소,218824,35.2021634,128.6971192,창원시성산구,성주동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,83,CWB379001231,대우1차아파트,218826,35.2008312,128.6995216,창원시성산구,성주동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,84,CWB379001260,성산구청,209307,35.1985354,128.7013222,창원시성산구,성주동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,85,CWB379001286,성주고가도로입구,209305,35.1958734,128.6990532,창원시성산구,성주동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,86,CWB379001316,선돌,209303,35.1931934,128.6967729,창원시성산구,성주동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,87,CWB379001338,성주동행정복지센터,201225,35.1898155,128.6932875,창원시성산구,성주동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,88,CWB379001317,풍산산업,201223,35.1926074,128.6884351,창원시성산구,성주동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,89,CWB379001287,대림자동차,201221,35.195965,128.682546,창원시성산구,웅남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,90,CWB379001238,현대모비스창원공장,201219,35.2005098,128.6745646,창원시성산구,웅남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,91,CWB379001211,상복사거리,201217,35.2029025,128.6703185,창원시성산구,웅남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,92,CWB379001137,남창원역,201215,35.2074831,128.6624191,창원시성산구,웅남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,93,CWB379001074,세아제강,201213,35.2108984,128.6564132,창원시성산구,웅남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,94,CWB379001028,효성중공업,201211,35.2140864,128.6508685,창원시성산구,웅남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,95,CWB379001005,세원셀론텍.영흥철강,201209,35.2160244,128.6452682,창원시성산구,웅남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,96,CWB379001024,창곡입구,201207,35.2149101,128.6420587,창원시성산구,웅남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,97,CWB379001044,한국철강,201205,35.2132529,128.6374864,창원시성산구,웅남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,98,CWB379001062,한화엔진.피케이벨브,201203,35.2119363,128.6335711,창원시성산구,웅남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,99,CWB379001086,신촌삼거리,201201,35.2104369,128.6278948,창원시성산구,웅남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,100,CWB379001136,유신상가,210207,35.2074681,128.6264119,창원시성산구,웅남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,101,CWB379001203,신촌동성아파트,210205,35.2037684,128.6280722,창원시성산구,웅남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,102,CWB379001237,양곡전통시장,210203,35.2008542,128.6285016,창원시성산구,웅남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,103,CWB379001273,양곡중학교,210201,35.1980394,128.6288982,창원시성산구,웅남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,104,CWB379003277,양곡로,518159,35.1895544,128.6353649,창원시성산구,웅남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,105,CWB379001364,관음사입구,518102,35.1878122,128.6374688,창원시성산구,웅남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,106,CWB379001405,목장입구,518104,35.1795914,128.6426262,창원시성산구,웅남동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,107,CWB379001456,진해문화센터,518106,35.1686883,128.6586183,창원시진해구,여좌동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,108,CWB379003292,무릉도원,511411,35.1640158,128.6620894,창원시진해구,여좌동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,109,CWB379001481,한전입구,511410,35.1612014,128.6627912,창원시진해구,여좌동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,110,CWB379001488,진해고등학교,511407,35.1597314,128.6625812,창원시진해구,여좌동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,111,CWB379001509,여좌신협,511403,35.1568246,128.6624651,창원시진해구,여좌동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,112,CWB379002861,여좌농협,511401,35.1547706,128.6648337,창원시진해구,여좌동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,113,CWB379001544,진해수협,322608,35.152456,128.6638804,창원시진해구,여좌동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,114,CWB379001538,진해역,519803,35.152683,128.6613976,창원시진해구,여좌동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,115,CWB379001564,충무동행정복지센터,517503,35.1504128,128.6596573,창원시진해구,충무동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,116,CWB379001580,진해청소년전당,517501,35.1476544,128.6592145,창원시진해구,충무동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,117,CWB379001592,남원로터리,520302,35.1460174,128.6602542,창원시진해구,충무동,A,3
81,CWB379001500,인의동터미널 ↔ 창원중앙역A,간선버스,하행,118,CWB379001599,인의동터미널,630065,35.1446564,128.6606162,창원시진해구,충무동,A,3
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,1,CWB379005774,신항파출소,523338,35.09235,128.789647,창원시진해구,웅동2동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,2,CWB379003454,부영4단지,630348,35.0865722,128.8010022,창원시진해구,웅동2동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,3,CWB379003453,부영2단지,630347,35.088738,128.8030151,창원시진해구,웅동2동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,4,CWB379005790,부영5단지,523340,35.0887788,128.8067347,창원시진해구,웅동2동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,5,CWB379003451,이지더원아파트/애플타운,630345,35.0887384,128.8135104,창원시진해구,웅동2동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,6,CWB379002662,용원종점,512902,35.0965756,128.820353,창원시진해구,웅동2동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,7,CWB379002655,웅동2동행정복지센터,513005,35.0995284,128.8151162,창원시진해구,웅동2동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,8,CWB379002650,웅동농협하나로마트,513001,35.1005445,128.8099436,창원시진해구,웅동2동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,9,CWB379002636,코아루아파트,511004,35.1015132,128.8064851,창원시진해구,웅동2동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,10,CWB379002634,안골포초등학교,511006,35.103736,128.8065832,창원시진해구,웅동2동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,11,CWB379002628,해인로즈빌아파트,630213,35.1070386,128.8049955,창원시진해구,웅동2동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,12,CWB379002621,용원휴요양병원,503003,35.1166036,128.79671,창원시진해구,웅동1동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,13,CWB379002613,청안해오름,513807,35.1203499,128.7913856,창원시진해구,웅동1동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,14,CWB379002610,웅동농협앞,513803,35.1243034,128.7852552,창원시진해구,웅동1동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,15,CWB379002602,STX아파트,514505,35.1206631,128.778701,창원시진해구,웅동1동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,16,CWB379002593,호산나노인복지센터,514011,35.1153251,128.7603947,창원시진해구,웅천동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,17,CWB379002590,농업기술센터,514009,35.1148629,128.7546561,창원시진해구,웅천동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,18,CWB379003420,시티프라디움1차.리젠시빌란트,502903,35.1073891,128.755606,창원시진해구,웅천동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,19,CWB379002758,사도마을,502902,35.105774,128.7590704,창원시진해구,웅천동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,20,CWB379003524,호반베르디움.리젠시빌란트,502916,35.1050384,128.7561923,창원시진해구,웅천동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,21,CWB379003435,세스페데스공원,502908,35.1059353,128.7515123,창원시진해구,웅천동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,22,CWB379002527,웅천성내,514007,35.1136765,128.7490438,창원시진해구,웅천동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,23,CWB379002766,어은동,630224,35.1146967,128.7288154,창원시진해구,웅천동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,24,CWB379002537,케이조선입구,518149,35.1134439,128.7235705,창원시진해구,웅천동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,25,CWB379002545,진해구청,518143,35.1300429,128.7095976,창원시진해구,풍호동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,26,CWB379001632,녹수아파트,518141,35.1362869,128.7083512,창원시진해구,풍호동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,27,CWB379001612,자은본동,518139,35.1405106,128.7075129,창원시진해구,덕산동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,28,CWB379001604,자은포스코,518137,35.1427624,128.7074702,창원시진해구,덕산동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,29,CWB379001588,덕산해군아파트,518135,35.1457272,128.7072731,창원시진해구,자은동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,30,CWB379001578,벚꽃마을삼성아파트입구,518133,35.1477242,128.7071851,창원시진해구,자은동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,31,CWB379001521,냉천사거리,518129,35.1536093,128.705243,창원시진해구,석동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,32,CWB379001492,롯데마트,518125,35.1579253,128.7010845,창원시진해구,석동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,33,CWB379002384,안민터널,518123,35.1596246,128.6980632,창원시진해구,석동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,34,CWB379005392,안민터널사거리,201237,35.1841044,128.7024047,창원시성산구,성주동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,35,CWB379001339,성주동행정복지센터,209301,35.1896821,128.6941925,창원시성산구,성주동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,36,CWB379001261,성산구청,209306,35.1983964,128.7015842,창원시성산구,성주동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,37,CWB379001220,남산공원환승센터,218819,35.202255,128.6979112,창원시성산구,가음정동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,38,CWB379001158,가음정사거리,218815,35.2052673,128.6926019,창원시성산구,가음정동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,39,CWB379006108,장미공원(가음은아아파트),114271,35.2072793,128.6935715,창원시성산구,가음정동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,40,CWB379006106,가음정시장(더샵센트럴파크),114269,35.2095016,128.6954459,창원시성산구,가음정동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,41,CWB379006104,상남도서관(한림.우성아파트),114267,35.213436,128.6966863,창원시성산구,가음정동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,42,CWB379006102,삼익아파트,114265,35.2166754,128.694475,창원시성산구,사파동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,43,CWB379006100,대동백화점,114263,35.219972,128.6921878,창원시성산구,사파동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,44,CWB379006098,시민생활체육관,114261,35.2223096,128.6895237,창원시성산구,용지동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,45,CWB379006096,상남시장(은아아파트),114259,35.2250582,128.6846823,창원시성산구,용지동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,46,CWB379006094,창원시청(정우상가),114257,35.2283537,128.6788991,창원시성산구,용지동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,47,CWB379006090,트리비앙아파트(한국폴리텍대학),114253,35.2326737,128.6713433,창원시성산구,반송동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,48,CWB379006086,문성고등학교,114249,35.2374361,128.6618954,창원시성산구,반송동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,49,CWB379000632,시티7(가로변),114213,35.2412165,128.6533388,창원시성산구,반송동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,50,CWB379000614,농협하나로클럽,119108,35.242558,128.6530763,창원시의창구,봉림동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,51,CWB379000575,지귀상가,119112,35.2445479,128.6596975,창원시의창구,봉림동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,52,CWB379000562,대동그린코아,119116,35.2454747,128.6711111,창원시의창구,봉림동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,53,CWB379000611,창원의집입구,119122,35.2422153,128.6811025,창원시의창구,봉림동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,54,CWB379000621,우영프라자,120502,35.2414813,128.6878827,창원시의창구,봉림동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,상행,55,CWB379003517,국립창원대학교정문,120508,35.2428134,128.6916984,창원시의창구,봉림동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,56,CWB379000591,국립창원대학교정문,120505,35.2433012,128.6916206,창원시의창구,봉림동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,57,CWB379002287,우영프라자,120501,35.2416821,128.6878946,창원시의창구,봉림동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,58,CWB379000602,창원의집입구,119121,35.2426528,128.6807386,창원시의창구,봉림동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,59,CWB379000554,봉곡상가입구,119115,35.2458484,128.67087,창원시의창구,봉림동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,60,CWB379000573,지귀상가,119111,35.2447775,128.6594371,창원시의창구,봉림동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,61,CWB379000603,농협하나로클럽,119107,35.2429202,128.6532093,창원시의창구,봉림동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,62,CWB379006081,시티7,114244,35.2409993,128.6532624,창원시의창구,팔룡동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,63,CWB379006085,문성고등학교,114248,35.2376408,128.6612652,창원시의창구,팔룡동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,64,CWB379006089,트리비앙아파트(한국폴리텍대학),114252,35.2323201,128.6718276,창원시의창구,팔룡동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,65,CWB379006093,창원시청,114256,35.2277477,128.6797076,창원시성산구,중앙동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,66,CWB379006095,상남시장(은아아파트),114258,35.2243963,128.6856159,창원시성산구,상남동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,67,CWB379006097,시민생활체육관,114260,35.2226912,128.6886558,창원시성산구,상남동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,68,CWB379006099,대동백화점,114262,35.2205007,128.691441,창원시성산구,상남동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,69,CWB379006101,토월성원아파트,114264,35.2171938,128.6939778,창원시성산구,상남동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,70,CWB379006103,상남도서관,114266,35.2140248,128.6961549,창원시성산구,가음정동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,71,CWB379006105,가음정시장,114268,35.2100229,128.6957066,창원시성산구,가음정동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,72,CWB379006107,장미공원,114270,35.2078604,128.6939047,창원시성산구,가음정동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,73,CWB379001163,가음정사거리,218822,35.2047502,128.6926844,창원시성산구,성주동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,74,CWB379001213,남산버스정류소,218824,35.2021634,128.6971192,창원시성산구,성주동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,75,CWB379001260,성산구청,209307,35.1985354,128.7013222,창원시성산구,성주동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,76,CWB379001349,성주동행정복지센터,201226,35.1883124,128.6944986,창원시성산구,성주동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,77,CWB379003494,안민터널사거리,201236,35.1838696,128.7026354,창원시성산구,성주동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,78,CWB379001496,롯데마트,518122,35.15791,128.7005807,창원시진해구,석동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,79,CWB379001551,대동아파트앞,518128,35.1517244,128.7060667,창원시진해구,이동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,80,CWB379001583,자은동행정복지센터,518132,35.1465293,128.7069486,창원시진해구,자은동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,81,CWB379001593,덕산해군아파트,518134,35.1448392,128.707034,창원시진해구,덕산동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,82,CWB379001620,우성아파트.아이존빌입구,518138,35.1395134,128.7073377,창원시진해구,풍호동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,83,CWB379002466,풍호동사거리,518142,35.1354831,128.7083817,창원시진해구,풍호동,B,1
165,CWB379030060,신항파출소 ↔ 국립창원대학교정문,좌석버스,하행,84,CWB379002547,진해구청.장전주유소,518144,35.1306309,128.7090786,창원시진해구,풍호동,B,1
