위도,경도,정류장ID,정류장명,정류장번호
35.26984157,128.6317949,CWB379003360,용강삼거리,115337
35.27009075,128.6318067,CWB379003361,용강삼거리,115338
35.27161234,128.6346903,CWB379003362,용강마을.묘향사입구,115339
35.2717365,128.6355359,CWB379003363,용강마을.묘향사입구,115340
35.27230015,128.6456767,CWB379003364,용암마을회관,115341
35.27222091,128.645647,CWB379003365,용암마을회관,115342
35.31504618,128.7105669,CWB379003366,상포마을태평,116519
35.30998606,128.7091119,CWB379003367,남포회관,116520
35.31010336,128.7056219,CWB379003368,남포마을,116521
35.3333842,128.7020192,CWB379003369,대산일반산업단지,106821
35.12726447,128.4736181,CWB379003372,덕곡,321619
35.12736597,128.4735148,CWB379003373,덕곡,321620
35.15271135,128.7190842,CWB379003374,자은프라임아파트,503205
35.33349546,128.70211776,CWB379003375,대산일반산업단지,106827
35.14961776,128.65651116,CWB379003376,공설운동장,519708
35.29975911,128.670303,CWB379003377,주남삼거리,104659
35.29963196,128.6703692,CWB379003378,주남삼거리,104660
35.2086579,128.5636701,CWB379003379,합포고등학교,306120
35.31618663,128.58229669,CWB379003380,휴먼빌3차아파트,104721
35.1592913,128.42682901,CWB379003381,서북동마을,321621
35.10457186,128.7463669,CWB379003382,제덕마을,516206
35.33332303,128.7049443,CWB379003383,대산119안전센터,106828
35.33347479,128.7049026,CWB379003384,대산119안전센터,106824
35.31798062,128.6346725,CWB379003385,남백,106713
35.22454144,128.5864039,CWB379003386,메트로시티2단지.삼성버킹궁APT,408614
35.22448222,128.5861449,CWB379003387,메트로시티2단지.삼성버킹궁APT,408615
35.19342815,128.662454,CWB379003388,창원시립상복공원,201233
35.1934832,128.66256954,CWB379003389,창원시립상복공원,201234
35.15538786,128.7197869,CWB379003390,냉천중.에일린의뜰APT,503206
35.08497267,128.7743298,CWB379003395,포스텍지엘씨,630335
35.10653331,128.40872009,CWB379003397,월안마을,303807
35.20304247,128.7059709,CWB379003399,대방동성아파트,218835
35.3354061,128.69874852,CWB379003400,세진테크원.에스케이지르콘,106825
35.33540503,128.6985038,CWB379003401,세진테크원.에스케이지르콘,106826
35.15313002,128.71593087,CWB379003403,중흥S클래스,503207
35.08555852,128.8070636,CWB379003404,지앤지,630336
35.1872891,128.7061829,CWB379003406,천선일반산업단지,201235
35.33339085,128.5991755,CWB379003407,무곡리.갈곡마을,119373
35.33373489,128.5993785,CWB379003408,무곡리.갈곡마을,119374
35.16249904,128.4720704,CWB379003409,괴정마을,317725
35.16262848,128.4721946,CWB379003410,괴정마을,317726
35.15563241,128.7194881,CWB379003411,냉천중,503208
35.15351181,128.7203422,CWB379003412,자은프라임아파트,503209
35.15286703,128.71636427,CWB379003413,중흥S클래스,503210
35.15390962,128.7133855,CWB379003414,자은민원센터,503213
35.15381953,128.713684,CWB379003415,자은민원센터,503214
35.15635168,128.71530994,CWB379003416,센트럴빌리지,503211
35.15624091,128.7157506,CWB379003417,천년나무아파트,503212
35.30005904,128.6635186,CWB379003418,창원단감테마공원,104661
35.10738909,128.755606,CWB379003420,시티프라디움1차.리젠시빌란트,502903
35.30233621,128.5878081,CWB379003423,힐스테이트3차,103115
35.30220558,128.5920454,CWB379003424,덕산아내,103116
35.34629782,128.6126584,CWB379003425,북창원농협경제사업장,110311
35.30168646,128.5864604,CWB379003426,천수림아파트정문,103117
35.3016932,128.5862985,CWB379003427,힐스테이트4차,103118
35.34616507,128.61268138,CWB379003428,북창원농협경제사업장,110312
35.17233458,128.54334355,CWB379003429,오솔길농장,323005
35.17214571,128.54331254,CWB379003430,오솔길농장,323006
35.10870971,128.7496186,CWB379003431,남문동,513906
35.10581307,128.75154804,CWB379003434,세스페데스공원,502907
35.10593525,128.75151227,CWB379003435,세스페데스공원,502908
35.10752503,128.7555783,CWB379003436,시티프라디움1차.리젠시빌란트,502909
35.10634198,128.7508118,CWB379003438,제이원빌딩,502911
35.11747424,128.7820403,CWB379003439,마천산업단지,502808
35.11758977,128.77748606,CWB379003440,월남마을입구,502809
35.11756001,128.77772373,CWB379003441,월남마을입구,502810
35.115748,128.77878686,CWB379003442,㈜대륜기업,502811
35.11560421,128.77913278,CWB379003443,㈜세웅전기,502812
35.08966801,128.8180476,CWB379003444,부영13단지,630338
35.08899694,128.813474,CWB379003445,부영8단지,630339
35.08897051,128.8103482,CWB379003446,신항초등학교,630340
35.08893721,128.8047926,CWB379003447,부영2단지,630341
35.0865467,128.8007752,CWB379003448,부영4단지,630342
35.08874136,128.8114543,CWB379003450,신항초등학교,630344
35.08873843,128.8135104,CWB379003451,이지더원아파트/애플타운,630345
35.08972617,128.8184671,CWB379003452,부영13단지,630346
35.08873803,128.8030151,CWB379003453,부영2단지,630347
35.08657223,128.8010022,CWB379003454,부영4단지,630348
35.08279184,128.78365043,CWB379003455,한진해운,630349
35.0863555,128.7852448,CWB379003456,진원무역,630350
35.08636357,128.7850084,CWB379003457,진원무역,630351
35.08472791,128.7870315,CWB379003458,에스아이물류,630352
35.08423242,128.7872945,CWB379003459,에스아이물류,630353
35.08578793,128.769914,CWB379003460,ENK/한진중공업,630354
35.08699039,128.7678458,CWB379003461,경일글로벌로지스틱스,630355
35.09083148,128.7652884,CWB379003462,국제물류,630356
35.09400104,128.7690853,CWB379003463,㈜HND로지스틱스,630357
35.09399857,128.7749673,CWB379003464,페어허브물류,630358
35.09349183,128.7786631,CWB379003465,칼트로지스/SKU,630359
35.0883237,128.7742296,CWB379003466,동영로지스틱스(주),630360
35.3156561,128.5997134,CWB379003469,월드메르디앙아파트,104722
35.31566317,128.5995469,CWB379003470,월드메르디앙아파트,104723
35.10432646,128.4102487,CWB379003471,월안마을.진전중학교입구,303808
35.10414032,128.4101009,CWB379003472,월안마을.진전중학교입구,303809
35.11000102,128.7898461,CWB379003473,로드60,519606
35.11008878,128.7897112,CWB379003474,로드60,519607
35.09307623,128.8186724,CWB379003475,용원어시장,512906
35.09297036,128.8188895,CWB379003476,용원어시장,512907
35.24130984,128.6914459,CWB379003477,용동근린공원,120506
35.24116965,128.6914814,CWB379003478,용동근린공원,120507
35.15477015,128.7111625,CWB379003479,진해변전소,503215
35.15512744,128.7116875,CWB379003480,진해변전소(장천행),503216
35.15508903,128.7116008,CWB379003481,진해변전소(속천행),503217
35.16887639,128.471648,CWB379003482,마산정신요양원,317727
35.16882023,128.4715234,CWB379003483,마산정신요양원,317728
35.17709762,128.5386662,CWB379003484,새몰마을입구,323007
35.17709087,128.53856531,CWB379003485,새몰마을입구,323008
35.23509073,128.6934212,CWB379003486,경남도의회,108915
35.23533627,128.6938295,CWB379003487,경남도의회,108916
35.2362934,128.6978665,CWB379003488,한마음병원.하나님의 교회,108917
35.23643627,128.6978012,CWB379003489,현대썬앤빌,108918
35.23885566,128.69662796,CWB379003491,국립창원대 동문,108920
35.23786189,128.70049305,CWB379003492,한마음병원후문,108921
35.2399871,128.7000065,CWB379003493,SM비즈타운,108922
35.1838696,128.7026354,CWB379003494,안민터널사거리,201236
35.15487174,128.4368836,CWB379003495,일성식물원,321622
35.15479801,128.4367801,CWB379003496,일성식물원,321623
35.24173559,128.70108199,CWB379003497,창원중앙역B,108912
35.19799878,128.70785757,CWB379003501,창원경상대병원정문,218836
35.23545796,128.57842576,CWB379003502,마산역종점,405202
35.10455931,128.7461565,CWB379003504,제덕마을,516207
35.1773546,128.5403195,CWB379003505,새몰마을,311705
35.28123756,128.69581373,CWB379003506,자여사거리,115343
35.28140581,128.69570459,CWB379003507,자여사거리,115344
35.30471551,128.7152525,CWB379003508,거성아파트,630363
35.3019056,128.7440327,CWB379003509,진영협성휴포레,630364
35.30339724,128.711108,CWB379003510,대근아파트,630365
35.30208219,128.7435977,CWB379003511,진영협성휴포레,630366
35.24281343,128.69169839,CWB379003517,국립창원대학교정문,120508
35.25771871,128.60782852,CWB379003518,창원역,115350
35.20765296,128.65018379,CWB379003519,생활폐기물처리단지,218706
35.11348428,128.4866351,CWB379003520,진동시장,308132
35.1050384,128.75619227,CWB379003524,호반베르디움.리젠시빌란트,502916
35.10494745,128.75609436,CWB379003525,호반베르디움.리젠시빌란트,502917
35.150921,128.444308,CWB379003526,대밭골교,321407
35.150966,128.444193,CWB379003527,대밭골교,321408
35.150047,128.447732,CWB379003528,금산마을,321409
35.150127,128.447689,CWB379003529,금산마을,321410
35.20551713,128.65052789,CWB379003530,창곡산단,218705
35.33056958,128.7027359,CWB379003531,장등입구,116517
35.33063155,128.7027829,CWB379003532,장등입구,116518
35.31790221,128.63471303,CWB379003534,남백,106714
35.11341575,128.48652691,CWB379005321,진동시장,308133
35.11097198,128.7500298,CWB379005322,웅천동행정복지센터,513907
35.23485083,128.49000546,CWB379005323,너울림빌라,407703
35.2350825,128.48967192,CWB379005324,너울림빌라,407704
35.31822615,128.59852752,CWB379005325,동전리,104724
35.31804555,128.59855421,CWB379005326,동전리,104725
35.29485906,128.69840078,CWB379005327,무점,106003
35.29490314,128.6984704,CWB379005328,무점,106004
35.29044868,128.70201282,CWB379005329,무점입구,106005
35.29040515,128.70206412,CWB379005330,무점입구,106006
35.35442825,128.63721178,CWB379005331,북면물재생센터,114405
35.35450738,128.63719138,CWB379005332,북면물재생센터,114406
35.26755503,128.52987032,CWB379005335,평성사거리,422825
35.26452536,128.49921858,CWB379005337,용담마을회관,409807
35.11345883,128.72650504,CWB379005338,어은입구,630372
35.33485315,128.72884584,CWB379005342,덕현,103729
35.33482454,128.7289552,CWB379005343,덕현,103730
35.3305124,128.73131019,CWB379005344,월림마을,103731
35.32825514,128.73490747,CWB379005345,신곡,103732
35.32619906,128.73892122,CWB379005346,용등,103733
35.31499111,128.74137771,CWB379005347,주호마을회관,630374
35.3150032,128.74147693,CWB379005348,주호마을회관,630375
35.31420281,128.74136081,CWB379005349,주호,630376
35.31404017,128.74123363,CWB379005350,주호,630377
35.31398591,128.73764542,CWB379005351,진영휴먼빌,630378
35.31381952,128.73777929,CWB379005352,진영휴먼빌,630379
35.31021496,128.7352532,CWB379005353,금병초등학교,630380
35.31012637,128.73546019,CWB379005354,금병초등학교,630381
35.30781506,128.73497106,CWB379005355,진영중학교,630382
35.30770617,128.73518037,CWB379005356,진영중학교,630383
35.30369198,128.73450649,CWB379005357,진영단감농협,630384
35.30405793,128.73475341,CWB379005358,진영단감농협,630385
35.11534674,128.48468638,CWB379005359,진동환승센터,308134
35.2590172,128.60301963,CWB379005361,소계종점,630319
35.15139954,128.44611961,CWB379005362,금산1반,321411
35.15139373,128.44622924,CWB379005363,금산1반,321412
35.24217524,128.50406635,CWB379005364,동남타운아파트,401015
35.25513564,128.59668054,CWB379005367,구암중,401903
35.25276495,128.59381043,CWB379005368,유성아파트,401904
35.2486822,128.59159918,CWB379005369,구암동현대상가,401905
35.25689352,128.5968139,CWB379005370,경남아파트,401906
35.25777611,128.59600716,CWB379005371,구암한우아파트,401907
35.25901399,128.59730051,CWB379005372,한보아파트,109404
35.25960264,128.59827898,CWB379005373,경상고등학교,109407
35.25821691,128.59964993,CWB379005374,소계갓등1길,109408
35.1355313,128.56448372,CWB379005375,덕동공영차고지,322614
35.29619934,128.59621444,CWB379005376,새터교,103119
35.29605787,128.59617868,CWB379005377,새터교,103120
35.25764326,128.62812626,CWB379005380,유니시티2단지,120620
35.25785115,128.62808098,CWB379005381,유니시티2단지,120619
35.25586115,128.6249373,CWB379005382,어반브릭스,120617
35.25580437,128.62513943,CWB379005383,어반브릭스,120618
35.19785429,128.55822029,CWB379005385,청구제네스A,301116
35.19686732,128.5617258,CWB379005386,성지여고,301117
35.196717,128.56167626,CWB379005387,성지여고,301118
35.19786374,128.55783619,CWB379005388,청구제네스A,301115
35.24549661,128.59003734,CWB379005389,구암남1길,400131
35.18410442,128.70240467,CWB379005392,안민터널사거리,201237
35.26204278,128.61489958,CWB379005394,태광주유소,115346
35.06197504,128.56171963,CWB379005395,조밭골,322154
35.06206958,128.56172691,CWB379005396,조밭골,322155
35.05900185,128.56199456,CWB379005397,저도비치로드,322156
35.07772566,128.58490015,CWB379005399,로봇랜드(입구),315703
35.07565425,128.5882312,CWB379005400,로봇랜드(출구),315704
35.23332675,128.50447141,CWB379005402,KB국민은행,401016
35.13745312,128.71004218,CWB379005412,녹수아파트,519209
35.33339007,128.70910721,CWB379005413,대산중학교,118009
35.2481047,128.60461746,CWB379005414,마창자동차운전전문학원,120622
35.08300057,128.80183532,CWB379005415,신항 서문입구,523323
35.08326481,128.80164104,CWB379005416,신항 서문입구,523324
35.08619165,128.80662824,CWB379005417,지앤지,523325
35.08591509,128.81879484,CWB379005418,동방물류센터,523326
35.08593576,128.82551343,CWB379005419,세방물류,523327
35.08621274,128.82567309,CWB379005420,세방물류,523328
35.08878363,128.83862986,CWB379005421,경제자유구역청사거리,523329
35.08911217,128.83865642,CWB379005422,경제자유구역청사거리,523330
35.08557791,128.84038885,CWB379005423,경제자유구역청,523331
35.08578256,128.8399686,CWB379005424,경제자유구역청,523332
35.09359146,128.56884951,CWB379005429,욱곡,322157
35.09349763,128.56878741,CWB379005430,욱곡,322158
35.10058947,128.58549069,CWB379005431,내포리,322159
35.10069187,128.58541317,CWB379005432,내포리,322160
35.10607197,128.58647424,CWB379005433,백령고개,322161
35.10594754,128.58720114,CWB379005434,백령고개,322162
35.28572153,128.61091006,CWB379005435,지개리입구,101713
35.32300764,128.71328705,CWB379005436,상포,101715
35.31850462,128.71307659,CWB379005437,상포3반,101714
35.08309124,128.59531282,CWB379005438,난포 소골,310506
35.08315201,128.59548943,CWB379005439,난포 소골,310505
35.12990605,128.5727766,CWB379005440,유산,314807
35.13034705,128.57282348,CWB379005441,유산,314808
35.11663196,128.48810176,CWB379005442,진동우체국,308135
35.1683307,128.55515159,CWB379005443,밤밭고개(256),311706
35.24488108,128.58130265,CWB379005446,합성성진아파트,402516
35.18472818,128.70419054,CWB379005447,안민터널사거리,201238
35.07018228,128.60850394,CWB379005453,심리,315426
35.07009262,128.6084693,CWB379005454,심리,315425
35.38708116,128.5990378,CWB379005455,명촌2,112613
35.38676892,128.59862721,CWB379005456,명촌2,112614
35.38531334,128.59846642,CWB379005457,명촌1,112615
35.38518934,128.59847223,CWB379005458,명촌1,112616
35.1086044,128.8396097,CWB379005459,대청가든,500502
35.18844127,128.69278243,CWB379005460,성주사역 환승센터,201240
35.18838349,128.69304745,CWB379005461,성주사역 환승센터,201239
35.20372071,128.70439793,CWB379005462,대방동종점,200409
35.11743609,128.48793814,CWB379005464,성원맨션,317700
35.12866427,128.48641183,CWB379005465,부림자동차전문학원,317732
35.12873,128.48619636,CWB379005466,부림자동차전문학원,317731
35.1569354,128.47509595,CWB379005467,추곡리,317730
35.15725431,128.47481089,CWB379005468,추곡리,317729
35.19099063,128.385532,CWB379005469,둔덕,315223
35.19088459,128.38554392,CWB379005470,둔덕,315222
35.33801378,128.6970764,CWB379005471,가촌마을,106829
35.20583728,128.56797253,CWB379005472,창원시립마산박물관,315705
35.20657376,128.56642744,CWB379005473,한백푸른아파트,315706
35.20684846,128.56591937,CWB379005474,대림공작2차아파트,315707
35.20338803,128.56484824,CWB379005475,만소노인재가복지센터,315708
35.20554052,128.56809584,CWB379005477,창원시립마산박물관,315710
35.23796875,128.69737566,CWB379005478,한마음병원,108923
35.17195055,128.46225893,CWB379005479,정삼마을,317733
35.19670797,128.62988177,CWB379005480,웅남동주민운동장,210209
35.14860724,128.37038618,CWB379005481,원산입구,315224
35.14873254,128.37026483,CWB379005482,원산입구,315225
35.16674295,128.37119528,CWB379005483,대량마을,315226
35.16665821,128.37111703,CWB379005484,대량마을,315227
35.17290062,128.37519256,CWB379005485,옥방교,315228
35.1727727,128.37494892,CWB379005486,옥방교,315229
35.2400816,128.58030044,CWB379005487,합성동무학아파트,402517
35.28580472,128.6109227,CWB379005488,지개리입구,101716
35.11320701,128.55733611,CWB379005489,윗석곡,309209
35.11312166,128.55749078,CWB379005490,윗석곡,309210
35.28902494,128.60171779,CWB379005491,외감삼거리,112406
35.28893622,128.60161162,CWB379005492,외감삼거리,112405
35.36444341,128.56491699,CWB379005497,음달마을,630401
35.36347623,128.56739849,CWB379005498,내봉촌(음달마을),630402
35.09619965,128.82003208,CWB379005499,용원종점,512909
35.34906598,128.56181255,CWB379005500,아산마을,103402
35.10654206,128.40893684,CWB379005501,월안마을,303810
35.12599151,128.78167695,CWB379005502,마천시장,513811
35.08545892,128.74623645,CWB379005503,수도마을,516208
35.14278199,128.77763229,CWB379005504,대장동종점,504202
35.13320112,128.78398148,CWB379005505,부암마을,505302
35.17712245,128.53554457,CWB379005506,두릉마을종점,311707
35.16678419,128.46802455,CWB379005508,대티회관,317734
35.11703121,128.57991639,CWB379005509,수정종점,309211
35.20350452,128.56489989,CWB379005510,만소노인재가복지센터,315711
35.20139958,128.5626745,CWB379005511,마산중학교,315712
35.09652454,128.80220965,CWB379005512,안골입구,519608
35.09635281,128.80254579,CWB379005513,마린2차푸르지오A,519609
35.09631716,128.80282188,CWB379005514,마린2차푸르지오A,519610
35.10952259,128.71014656,CWB379005515,원포동,522321
35.1097022,128.71019144,CWB379005516,원포동,522322
35.24429379,128.59018414,CWB379005518,태화아파트,400133
35.23959217,128.69584141,CWB379005519,국립창원대 동문,108924
35.25595858,128.59766081,CWB379005520,지혜의바다,401908
35.2558533,128.59761479,CWB379005521,지혜의바다,401909
35.25449245,128.59590707,CWB379005522,아람마트,401910
35.25460613,128.59582964,CWB379005523,아람마트,401911
35.25376192,128.59509345,CWB379005524,아람마트 방면,401912
35.25383552,128.59497953,CWB379005525,MG새마을금고,401913
35.13031822,128.47237497,CWB379005526,덕곡2교,321624
35.13040515,128.47226683,CWB379005527,덕곡2교,321625
35.24425248,128.59007073,CWB379005528,구암남1길,400134
35.2404498,128.58762918,CWB379005529,동마산시장,400137
35.2425099,128.59031408,CWB379005531,팔룡교육단지사거리,400135
35.24254911,128.59041646,CWB379005532,팔룡교육단지사거리,400136
35.33005094,128.60067937,CWB379005533,신동,119375
35.23748511,128.63364395,CWB379005534,팔룡가구거리,118406
35.25887911,128.5108083,CWB379005538,농산물다리,414904
35.25887611,128.51068738,CWB379005539,농산물다리,414905
35.10200789,128.82483275,CWB379005540,용재,518161
35.11201304,128.83828525,CWB379005541,가주동시내버스회차지,518162
35.11538573,128.83516939,CWB379005542,남문입구,518163
35.11662922,128.83577584,CWB379005543,주포마을,518164
35.11658981,128.83584899,CWB379005544,주포마을,518165
35.11521241,128.83545615,CWB379005545,한마음상회,518166
35.10862751,128.83971989,CWB379005546,대청가든,518167
35.11996682,128.83542023,CWB379005547,주포종점,518168
35.1565599,128.57905082,CWB379005548,금호어울림아파트,300641
35.35378668,128.67074992,CWB379005549,백련사입구,116610
35.2741697,128.66091474,CWB379005552,남산마을입구,115347
35.27422459,128.66085541,CWB379005553,남산마을입구,115349
35.27782896,128.66089055,CWB379005555,남산마을,115348
35.15780093,128.58357141,CWB379005556,가포LH1단지,300642
35.11510525,128.54333551,CWB379005559,작은골,322168
35.11516682,128.54345458,CWB379005560,작은골,322167
35.10943556,128.54657919,CWB379005561,명주윗마을,322166
35.10964691,128.54643786,CWB379005562,명주윗마을,322165
35.10497401,128.54837024,CWB379005563,갈밭굼,322164
35.10487353,128.54847527,CWB379005564,갈밭굼,322163
35.09585455,128.55461,CWB379005565,욱곡아랫마을,322170
35.09597739,128.55451913,CWB379005566,욱곡아랫마을,322169
35.12193993,128.44853024,CWB379005574,인곡교,315113
35.19372615,128.49773256,CWB379005575,절골,401317
35.19362892,128.49776097,CWB379005576,절골,401316
35.09753287,128.73448383,CWB379005577,연도마을단지,505517
35.09742156,128.73454727,CWB379005578,연도마을단지,505518
35.14718363,128.68256247,CWB379005757,해군교육사정문,518306
35.14748126,128.68254665,CWB379005758,해군교육사정문,518305
35.14392732,128.6587548,CWB379005760,3정문,630416
35.14392022,128.65894393,CWB379005761,3정문,630417
35.1368139,128.65598564,CWB379005762,11부두,630418
35.13027852,128.66349127,CWB379005763,해군사관학교,630419
35.15335865,128.64122713,CWB379005764,해군기지사령부,630420
35.32976379,128.7055103,CWB379005766,NHF창원대산1단지아파트,116522
35.32976379,128.7053903,CWB379005767,NHF창원대산1단지아파트,116523
35.21942443,128.70711486,CWB379005768,반도유보라아파트,219123
35.21921181,128.70701431,CWB379005769,반도유보라아파트,219122
35.2225009,128.704631,CWB379005770,창원축구센터,219125
35.2225009,128.704351,CWB379005771,창원축구센터,219124
35.2537567,128.62326649,CWB379005772,유니시티1단지,120623
35.25372188,128.62351025,CWB379005773,유니시티1단지,120624
35.09235,128.789647,CWB379005774,신항파출소,523338
35.092223,128.789802,CWB379005775,신항파출소,523339
35.13769283,128.55620057,CWB379005776,묘촌노인회관,314811
35.1377988,128.55619436,CWB379005777,묘촌노인회관,314812
35.1843004,128.5562046,CWB379005778,마산종합사회복지관,301120
35.1843004,128.5560246,CWB379005779,마산종합사회복지관,301119
35.24701843,128.5891612,CWB379005780,마산롯데캐슬동문,402102
35.13426767,128.54972837,CWB379005781,농업기술센터,314809
35.13427174,128.54958583,CWB379005782,농업기술센터,314810
35.24273477,128.59188939,CWB379005784,삼성창원병원종점(8),400139
35.301189,128.629545,CWB379005786,구룡교,101717
35.301265,128.629447,CWB379005787,구룡교,101718
35.20557516,128.56507139,CWB379005788,자산동,315713
35.198678,128.707142,CWB379005789,창원경상대병원종점(215),218837
35.08877881,128.80673465,CWB379005790,부영5단지,523340
35.14247567,128.67028139,CWB379005791,속천해양경찰,509606
35.14242137,128.67013491,CWB379005792,속천해양경찰,509607
35.10848651,128.44775469,CWB379005793,신기(73-1),308136
35.10853466,128.44787344,CWB379005794,신기(73-1),308137
35.10058853,128.60269407,CWB379005795,옥계폐기물처리장입구,312003
35.10050083,128.60268139,CWB379005796,옥계폐기물처리장입구,312004
35.06149468,128.43386674,CWB379005797,풍전가든,323127
35.06134258,128.43396274,CWB379005798,풍전가든,323128
35.07325245,128.45762623,CWB379005799,아랫소포,323130
35.07326003,128.45793332,CWB379005800,아랫소포,323129
35.09206674,128.45404087,CWB379005801,목화전,323131
35.09210313,128.45420052,CWB379005802,목화전,323132
35.0590375,128.56202539,CWB379005803,저도비치로드,322171
35.25886546,128.6027392,CWB379005804,소계종점,102504
35.26655735,128.51767325,CWB379005806,호계중학교,422706
35.15772202,128.58357536,CWB379005807,가포LH1단지,300643
35.25785502,128.62829531,CWB379005808,유니시티2단지,120625
35.114178,128.47947441,CWB379005888,고현다리,640654
35.23985516,128.70005957,CWB379005894,SM비즈타운,108925
35.23824675,128.6973128,CWB379005904,한마음병원정문/병역진로센터,108926
35.11548367,128.57781349,CWB379005905,수정시내버스환승센터,309212
35.12762095,128.44601171,CWB379005907,아랫담,315114
35.13463764,128.46381026,CWB379005910,이목마을회관,321630
35.14024921,128.45660621,CWB379005911,이목마을,321628
35.14355604,128.45254503,CWB379005912,금산마을,321626
35.14359239,128.45233171,CWB379005915,금산마을,321627
35.1403914,128.45621101,CWB379005916,이목마을,321629
35.13456231,128.46370468,CWB379005917,이목마을회관,321631
35.26593618,128.53298539,CWB379005919,평성종점,409718
35.13586583,128.56422682,CWB379005928,덕동공영차고지,322615
35.14013784,128.67217832,CWB379005929,속천어촌계,509608
35.12266103,128.38037804,CWB379005930,내평마을,316004
35.23807353,128.58396337,CWB379005931,합성동농협,421801
35.25286275,128.51643732,CWB379005932,동양테크윈,401505
35.25287785,128.51667107,CWB379005933,동양테크윈,401506
35.25784998,128.63067673,CWB379005934,유니시티3단지,120626
35.25802272,128.63056482,CWB379005935,유니시티3단지,120627
35.20295377,128.55903966,CWB379005936,한우아파트,315714
35.20301612,128.55874713,CWB379005937,한우아파트,315715
35.1120997,128.75150712,CWB379005938,웅천우체국,513908
35.15950074,128.4266461,CWB379005947,서북동마을,321632
35.20706167,128.56424068,CWB379005948,시영1차아파트,315716
35.31568049,128.60513781,CWB379005949,동전산단,119206
35.31562746,128.60488937,CWB379005950,동전산단,119207
35.22708177,128.57352143,CWB379005951,석전동,400141
35.18126209,128.55789524,CWB379005952,경남대,301122
35.18235513,128.55612131,CWB379005953,경남대,301121
35.13016126,128.70403167,CWB379005954,장천종점,522323
35.25910184,128.53872136,CWB379005955,평성입구,409719
35.22424732,128.70285849,CWB379005956,토월고등학교,219126
35.22429305,128.70265077,CWB379005957,토월고등학교,219127
35.15287451,128.65989109,CWB379005969,진해역(진해역주차앞),519846
35.25853366,128.6331077,CWB379006067,의창스포츠센터,114230
35.25795279,128.63374428,CWB379006068,의창스포츠센터,114231
35.25567372,128.63550316,CWB379006069,의창구청,114232
35.25495778,128.63629632,CWB379006070,의창구청,114233
35.25247114,128.63824042,CWB379006071,서부경찰서(원흥사),114234
35.25178736,128.63898748,CWB379006072,서부경찰서(원흥사),114235
35.25019698,128.640131,CWB379006073,명서초등학교,114236
35.2497845,128.6406418,CWB379006074,명서초등학교,114237
35.24767706,128.6421978,CWB379006075,명서시장,114238
35.24687922,128.64304684,CWB379006076,명서시장,114239
35.24610827,128.64373987,CWB379006077,명곡다리(명곡교회),114240
35.24511555,128.64566429,CWB379006078,명곡다리(명곡교회),114241
35.24376341,128.64783956,CWB379006079,명서1민원센터,114242
35.24335839,128.64879258,CWB379006080,명서1민원센터,114243
35.24099929,128.65326244,CWB379006081,시티7,114244
35.24095037,128.65370909,CWB379006082,시티7,114245
35.23926023,128.65752222,CWB379006083,창원컨벤션센터,114246
35.23922073,128.65793884,CWB379006084,창원컨벤션센터,114247
35.23764078,128.6612652,CWB379006085,문성고등학교,114248
35.23743611,128.66189541,CWB379006086,문성고등학교,114249
35.23506332,128.6663423,CWB379006087,창원종합운동장,114250
35.23487447,128.6669673,CWB379006088,노블파크아파트,114251
35.23232006,128.6718276,CWB379006089,트리비앙아파트(한국폴리텍대학),114252
35.23267371,128.6713433,CWB379006090,트리비앙아파트(한국폴리텍대학),114253
35.23015933,128.67557806,CWB379006091,창원중앙고등학교,114254
35.22995065,128.67616688,CWB379006092,창원중앙고등학교,114255
35.22774765,128.6797076,CWB379006093,창원시청,114256
35.22835367,128.67889909,CWB379006094,창원시청(정우상가),114257
35.22439633,128.6856159,CWB379006095,상남시장(은아아파트),114258
35.22505821,128.68468232,CWB379006096,상남시장(은아아파트),114259
35.2226912,128.68865575,CWB379006097,시민생활체육관,114260
35.22230959,128.68952369,CWB379006098,시민생활체육관,114261
35.22050065,128.69144104,CWB379006099,대동백화점,114262
35.21997201,128.69218783,CWB379006100,대동백화점,114263
35.21719375,128.69397784,CWB379006101,토월성원아파트,114264
35.21667535,128.69447498,CWB379006102,삼익아파트,114265
35.21402477,128.69615494,CWB379006103,상남도서관,114266
35.21343604,128.6966863,CWB379006104,상남도서관(한림.우성아파트),114267
35.21002288,128.69570657,CWB379006105,가음정시장,114268
35.20950157,128.69544591,CWB379006106,가음정시장(더샵센트럴파크),114269
35.2078604,128.69390471,CWB379006107,장미공원,114270
35.20727927,128.6935715,CWB379006108,장미공원(가음은아아파트),114271
35.19694432,128.6613912,CWB379006145,창원펫빌리지,201241
35.19667833,128.66172888,CWB379006146,창원펫빌리지,201242
35.09285119,128.7974139,CWB379006148,안골,630423
35.16856333,128.56088798,CWB379006153,청량산터널앞,300637
35.16844544,128.56111895,CWB379006154,청량산터널앞,300638
35.07771289,128.56628973,CWB379006155,옥녀봉입구,322713
35.07770823,128.56647602,CWB379006156,옥녀봉입구,322174
35.10007635,128.41620332,CWB379006157,오서교차로,303811
35.11254845,128.83610927,CWB379006158,가주동,518169
35.11263976,128.83617987,CWB379006159,가주동,518170
35.27731679,128.67694468,CWB379006160,덕산교차로,115352
35.27738455,128.67677024,CWB379006161,덕산교차로,115353
35.12064505,128.48790052,CWB379006162,진동협성엠파이어APT,308139
35.12066011,128.48814212,CWB379006163,진동유엔아이APT정문,308140
