statsYm,admmCd,ctpvNm,sggNm,dongNm,tong,ban,totNmprCnt,maleNmprCnt,femlNmprCnt,male0AgeNmprCnt,male10AgeNmprCnt,male20AgeNmprCnt,male30AgeNmprCnt,male40AgeNmprCnt,male50AgeNmprCnt,male60AgeNmprCnt,male70AgeNmprCnt,male80AgeNmprCnt,male90AgeNmprCnt,male100AgeNmprCnt,feml0AgeNmprCnt,feml10AgeNmprCnt,feml20AgeNmprCnt,feml30AgeNmprCnt,feml40AgeNmprCnt,feml50AgeNmprCnt,feml60AgeNmprCnt,feml70AgeNmprCnt,feml80AgeNmprCnt,feml90AgeNmprCnt,feml100AgeNmprCnt
202604,4812152000,경상남도,창원시 의창구,팔룡동,24,6,145,69,76,4,5,11,15,10,13,9,2,0,0,0,7,6,9,9,11,23,8,1,2,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,25,1,236,120,116,2,22,23,6,16,29,20,2,0,0,0,7,16,10,9,24,27,18,4,1,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,25,2,143,79,64,3,8,13,11,15,13,15,1,0,0,0,3,5,8,12,7,20,6,2,1,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,25,3,145,72,73,5,9,6,10,14,17,7,3,1,0,0,4,8,5,9,16,11,12,4,3,1,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,25,4,90,43,47,1,6,6,6,8,11,3,2,0,0,0,3,6,7,2,13,10,4,0,1,1,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,25,5,92,39,53,1,2,7,4,5,15,5,0,0,0,0,2,12,8,3,12,12,2,1,1,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,26,1,86,39,47,1,3,3,8,5,11,4,4,0,0,0,3,1,5,10,4,13,6,3,2,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,26,2,152,71,81,2,3,10,16,6,17,8,7,2,0,0,7,9,2,9,17,15,13,8,1,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,26,3,153,67,86,1,9,8,5,14,14,10,4,2,0,0,3,11,7,6,13,19,17,7,2,1,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,26,4,87,43,44,1,6,6,3,6,11,5,4,1,0,0,0,3,10,6,4,16,1,4,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,26,5,123,57,66,3,2,14,4,2,14,11,6,0,1,0,3,2,8,8,3,18,16,7,1,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,26,6,146,71,75,1,5,13,5,5,19,19,2,2,0,0,3,5,10,3,6,21,18,6,3,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,27,1,86,38,48,1,5,5,6,4,10,7,0,0,0,0,3,5,3,7,6,11,10,2,1,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,27,2,132,69,63,0,6,13,8,3,16,18,4,1,0,0,1,3,8,4,5,26,10,3,3,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,27,3,115,53,62,1,6,7,3,5,12,13,6,0,0,0,2,6,4,1,8,18,13,5,5,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,27,4,86,45,41,1,6,7,6,7,9,6,3,0,0,0,4,5,5,1,9,10,5,2,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,27,5,106,53,53,1,4,5,6,5,10,15,6,0,1,0,3,2,4,6,4,15,15,3,0,1,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,27,6,122,58,64,3,4,8,6,7,14,10,6,0,0,0,1,7,8,5,5,19,13,2,4,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,28,1,222,134,88,7,5,17,24,22,30,22,6,1,0,0,4,7,9,9,17,12,20,10,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,28,2,144,74,70,3,5,13,6,8,16,12,10,1,0,0,3,3,8,5,5,16,15,10,5,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,28,3,357,206,151,3,6,65,33,19,37,23,17,2,1,0,2,7,59,12,16,19,14,12,8,2,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,29,1,175,118,57,0,6,15,22,24,25,19,6,1,0,0,4,3,3,10,10,8,12,5,1,1,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,29,2,205,117,88,2,3,19,25,16,26,16,9,1,0,0,6,5,16,9,9,20,16,6,0,1,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,29,3,174,105,69,1,3,18,24,10,27,16,5,1,0,0,3,0,9,7,10,20,12,6,2,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,30,1,290,169,121,7,9,21,32,33,31,27,6,2,1,0,4,7,16,14,17,23,22,12,6,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,30,2,116,71,45,3,4,11,14,6,14,12,7,0,0,0,0,0,8,4,6,13,9,4,1,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,30,3,225,127,98,3,2,26,26,22,22,11,12,3,0,0,2,6,16,12,19,12,21,8,2,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,31,1,223,107,116,3,16,14,14,18,24,16,2,0,0,0,12,17,12,16,15,27,13,4,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,31,2,196,100,96,9,16,13,7,16,22,14,2,1,0,0,5,14,7,13,24,16,13,2,2,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,31,3,105,51,54,2,5,8,7,4,10,12,3,0,0,0,6,1,5,10,5,17,8,2,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,31,4,107,46,61,1,6,5,5,5,9,10,5,0,0,0,5,10,4,5,12,10,12,2,1,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,32,1,102,57,45,1,6,11,11,10,13,5,0,0,0,0,2,2,19,2,7,7,3,3,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,32,2,175,109,66,0,1,25,32,24,20,7,0,0,0,0,0,1,30,13,12,9,0,0,1,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,32,3,146,77,69,1,1,17,25,13,15,4,1,0,0,0,0,0,43,16,7,0,3,0,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,32,4,56,54,2,0,0,14,11,9,14,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,33,1,221,106,115,13,5,12,18,20,20,17,1,0,0,0,18,5,10,28,14,24,14,1,0,1,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,33,2,235,130,105,18,3,20,35,18,19,15,2,0,0,0,14,2,7,25,15,28,11,1,2,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,33,3,238,110,128,10,4,12,24,24,21,13,1,1,0,0,14,12,12,28,19,30,11,1,1,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,33,4,239,116,123,20,5,11,27,16,20,12,5,0,0,0,14,11,12,30,16,25,8,6,1,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,33,5,227,117,110,14,8,16,30,17,23,7,0,2,0,0,16,8,6,23,19,24,8,4,2,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,33,6,225,107,118,11,9,12,25,14,22,12,2,0,0,0,16,6,5,28,14,28,14,2,5,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,34,1,228,118,110,18,2,10,38,14,16,14,6,0,0,0,16,2,8,37,11,24,11,1,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,34,2,246,126,120,20,2,16,29,21,25,13,0,0,0,0,17,8,15,25,19,27,7,2,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,34,3,259,122,137,12,12,17,24,18,22,12,5,0,0,0,16,10,21,27,17,32,11,3,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,34,4,231,111,120,14,8,12,27,15,16,15,4,0,0,0,14,7,14,29,21,22,10,2,1,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,34,5,238,115,123,13,7,11,30,26,20,8,0,0,0,0,19,11,9,34,15,20,12,3,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,34,6,258,131,127,17,11,19,19,23,26,14,1,1,0,0,11,10,13,28,22,31,8,2,1,1,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,34,7,85,48,37,7,0,2,25,8,2,4,0,0,0,0,7,0,1,22,2,4,1,0,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,35,1,313,172,141,0,1,41,103,17,4,3,1,2,0,0,0,0,49,77,10,2,2,1,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,35,2,50,29,21,0,0,1,3,5,4,4,9,3,0,0,0,1,1,1,0,6,4,4,4,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,36,1,20,10,10,0,0,0,1,0,3,3,3,0,0,0,0,0,0,1,0,3,1,4,0,1,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,36,2,22,15,7,0,0,5,5,1,1,1,2,0,0,0,0,0,3,0,0,0,0,3,1,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,36,3,43,29,14,1,0,0,3,2,6,14,3,0,0,0,1,0,1,4,1,2,2,2,0,1,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,39,1,129,66,63,8,8,5,9,16,13,7,0,0,0,0,7,10,5,7,16,14,4,0,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,39,2,105,56,49,7,4,6,15,9,9,4,1,1,0,0,10,2,3,12,8,8,4,1,1,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,39,3,142,62,80,12,3,5,12,17,12,1,0,0,0,0,19,7,4,20,16,13,1,0,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,39,4,128,67,61,10,5,5,18,11,11,4,3,0,0,0,6,7,6,15,12,9,6,0,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,39,5,204,104,100,18,17,3,18,27,13,6,2,0,0,0,20,8,7,22,23,9,8,3,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,39,6,157,74,83,14,8,4,20,13,10,4,1,0,0,0,23,11,3,22,10,11,3,0,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,39,7,132,69,63,7,11,7,14,15,8,6,1,0,0,0,11,4,7,14,13,9,3,0,1,1,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,39,8,127,60,67,5,6,6,14,8,13,8,0,0,0,0,12,2,6,16,9,18,3,1,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,40,1,153,75,78,11,10,5,12,14,11,9,3,0,0,0,11,10,1,14,13,16,9,2,2,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,40,2,217,110,107,19,14,13,20,22,16,4,2,0,0,0,20,9,9,29,15,16,8,1,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,40,3,146,70,76,9,9,3,13,11,17,8,0,0,0,0,10,8,10,10,18,13,6,1,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,40,4,138,66,72,7,6,8,12,16,8,7,2,0,0,0,15,6,3,17,13,11,5,2,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,40,5,117,62,55,11,7,5,11,12,8,6,1,1,0,0,5,4,7,10,10,12,4,3,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,40,6,219,114,105,15,12,9,26,24,18,10,0,0,0,0,15,10,8,20,23,20,7,1,1,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,40,7,141,72,69,8,13,8,11,10,15,7,0,0,0,0,3,13,7,11,14,16,5,0,0,0,0
202604,4812152000,경상남도,창원시 의창구,팔룡동,40,8,211,105,106,15,8,11,30,13,21,6,1,0,0,0,18,6,8,30,15,20,7,1,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,1,1,90,54,36,1,6,11,9,7,11,6,3,0,0,0,2,1,3,3,4,12,9,1,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,1,2,101,51,50,0,5,8,8,4,10,11,4,1,0,0,1,4,4,5,8,9,12,5,2,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,1,3,206,108,98,4,3,19,25,8,15,22,10,2,0,0,6,5,8,13,8,27,20,7,4,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,1,4,101,54,47,1,4,7,8,5,7,17,3,2,0,0,0,2,4,3,1,14,13,3,5,2,0
202604,4812153000,경상남도,창원시 의창구,명곡동,1,5,144,77,67,3,8,14,8,9,14,8,11,2,0,0,0,3,5,9,7,13,13,15,1,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,2,1,242,121,121,4,6,17,6,14,21,36,13,4,0,0,2,8,9,9,17,28,29,12,7,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,2,2,66,32,34,1,5,3,1,8,3,9,1,1,0,0,0,3,1,4,5,9,9,1,1,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,2,3,56,24,32,1,1,2,7,4,2,4,3,0,0,0,3,2,3,4,2,6,10,2,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,2,4,43,22,21,0,2,6,0,1,7,2,3,1,0,0,0,2,2,0,3,7,4,3,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,2,5,155,78,77,4,9,6,6,11,12,19,9,2,0,0,3,5,8,5,10,18,19,9,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,2,6,282,138,144,5,9,24,20,7,26,33,11,3,0,0,6,15,19,15,7,40,27,11,3,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,2,7,192,100,92,4,9,17,13,12,16,21,5,3,0,0,4,6,9,8,13,21,19,8,4,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,3,1,21,11,10,0,1,1,0,3,2,3,0,1,0,0,0,1,0,1,1,3,1,2,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,3,2,115,57,58,1,8,11,6,8,9,5,8,1,0,0,1,3,8,0,8,13,10,13,2,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,3,3,137,73,64,4,3,12,4,15,13,18,4,0,0,0,0,8,7,4,10,20,9,4,1,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,3,4,110,55,55,4,7,9,5,6,10,8,6,0,0,0,1,2,5,3,7,14,15,7,0,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,3,5,218,109,109,5,19,12,10,11,24,16,9,3,0,0,7,11,6,12,20,25,18,9,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,4,1,146,73,73,3,9,7,4,14,16,14,6,0,0,0,0,12,6,4,14,9,17,9,2,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,4,2,87,42,45,3,3,4,4,7,11,9,1,0,0,0,2,8,7,2,8,11,6,1,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,4,3,232,110,122,6,11,15,13,10,26,21,6,2,0,0,4,12,11,13,17,34,18,10,1,2,0
202604,4812153000,경상남도,창원시 의창구,명곡동,4,4,58,29,29,1,2,5,4,6,6,4,0,1,0,0,2,8,1,2,4,7,4,0,0,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,4,5,53,23,30,1,2,2,4,2,4,6,1,1,0,0,5,1,5,4,1,7,4,2,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,4,6,161,80,81,5,3,7,6,10,23,17,6,3,0,0,2,3,13,7,4,17,18,13,3,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,4,7,78,36,42,0,0,6,3,5,10,6,4,2,0,0,0,3,6,7,3,11,9,2,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,5,1,60,36,24,1,2,2,6,9,1,8,6,1,0,0,0,1,1,3,2,7,8,2,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,5,2,42,21,21,0,2,3,2,4,5,3,2,0,0,0,1,3,2,1,2,8,4,0,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,5,3,21,11,10,0,0,4,0,2,2,2,1,0,0,0,1,0,0,3,1,1,1,2,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,5,4,75,40,35,2,4,6,5,5,11,5,1,1,0,0,1,5,2,6,3,10,6,2,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,5,5,80,38,42,0,3,8,2,2,12,7,4,0,0,0,1,1,6,1,6,12,8,5,2,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,5,6,176,78,98,0,9,7,6,15,18,19,4,0,0,0,3,10,9,9,10,27,18,9,3,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,5,7,48,19,29,0,2,2,2,3,7,2,0,1,0,0,0,5,3,4,3,10,2,2,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,5,8,196,98,98,1,11,15,8,11,27,18,6,1,0,0,4,12,14,3,16,25,15,6,2,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,6,1,115,56,59,2,3,8,4,4,13,8,13,1,0,0,0,6,7,4,3,17,10,7,3,2,0
202604,4812153000,경상남도,창원시 의창구,명곡동,6,3,119,60,59,4,3,6,8,11,9,14,3,2,0,0,3,8,4,4,11,11,11,6,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,6,4,133,71,62,2,5,10,9,4,9,22,7,2,1,0,0,0,6,5,5,16,20,10,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,6,5,64,30,34,1,4,4,2,4,5,5,3,2,0,0,3,2,2,2,5,5,8,4,2,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,6,6,64,32,32,0,3,7,0,2,11,5,4,0,0,0,0,5,4,0,2,10,7,3,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,7,1,191,95,96,4,11,15,8,15,20,12,7,3,0,0,4,11,7,7,16,23,15,10,3,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,7,2,65,28,37,0,0,3,5,1,4,9,4,2,0,0,1,2,2,5,1,9,13,4,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,7,3,182,92,90,2,13,14,8,12,18,18,5,2,0,0,4,10,9,10,15,24,11,4,2,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,7,4,80,39,41,0,4,8,0,8,8,6,3,2,0,0,1,6,4,2,2,14,10,1,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,7,5,117,60,57,3,1,8,12,7,15,9,5,0,0,0,1,7,4,6,7,15,12,3,2,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,7,6,166,79,87,0,9,12,7,9,16,19,4,3,0,0,2,8,13,6,15,20,16,6,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,8,1,176,80,96,1,8,13,4,14,18,18,3,1,0,0,5,12,8,9,13,23,21,4,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,8,2,86,46,40,0,9,5,3,6,11,8,3,1,0,0,3,3,5,1,7,11,6,3,0,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,8,3,81,44,37,2,2,11,5,5,11,4,3,1,0,0,1,3,4,1,7,8,7,4,2,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,8,4,27,15,12,2,0,1,4,0,3,3,1,1,0,0,0,0,0,3,0,2,5,2,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,8,5,93,50,43,3,4,5,2,6,15,11,4,0,0,0,1,1,8,3,4,9,10,3,3,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,9,1,143,67,76,1,1,11,5,5,23,13,5,3,0,0,3,10,4,3,9,21,14,6,5,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,9,2,89,45,44,1,5,7,5,8,8,8,2,1,0,0,2,2,2,3,6,12,12,5,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,9,3,113,48,65,3,3,3,9,4,12,12,2,0,0,0,1,8,4,13,8,16,11,2,1,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,9,4,113,50,63,0,5,6,2,7,17,12,1,0,0,0,1,5,7,3,9,26,9,2,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,9,5,48,21,27,0,1,4,3,1,7,3,0,2,0,0,0,5,5,1,4,7,2,3,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,10,1,141,65,76,2,17,6,3,13,10,10,3,1,0,0,0,13,5,8,13,16,12,6,1,2,0
202604,4812153000,경상남도,창원시 의창구,명곡동,10,2,109,51,58,0,6,8,5,3,14,10,4,1,0,0,1,6,7,4,5,19,9,6,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,10,3,175,81,94,1,11,13,6,11,16,18,5,0,0,0,6,10,8,9,15,25,17,2,1,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,10,4,136,69,67,0,7,10,14,6,16,12,3,1,0,0,1,8,10,2,8,16,14,7,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,10,5,232,122,110,1,13,18,15,9,31,25,4,6,0,0,5,4,9,13,11,28,21,10,7,2,0
202604,4812153000,경상남도,창원시 의창구,명곡동,11,1,76,32,44,0,1,6,4,5,4,11,1,0,0,0,3,4,3,7,2,9,12,2,2,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,11,2,102,54,48,2,7,10,5,11,10,7,2,0,0,0,0,7,0,5,9,11,9,5,2,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,11,3,227,106,121,4,9,10,17,9,15,29,12,1,0,0,5,8,18,10,11,31,23,12,2,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,11,4,141,70,71,0,11,12,6,10,12,11,7,1,0,0,1,10,4,7,12,15,16,3,2,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,11,5,89,44,45,0,2,7,3,7,13,9,2,1,0,0,0,5,7,3,3,15,6,4,2,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,11,6,141,65,76,0,6,7,8,7,14,13,6,4,0,0,2,6,7,7,7,10,24,9,4,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,12,1,47,20,27,0,0,3,2,0,2,3,7,3,0,0,0,0,3,1,2,5,7,7,2,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,12,2,53,26,27,0,2,4,0,2,7,6,2,3,0,0,1,3,2,2,1,5,7,5,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,12,3,41,19,22,0,4,0,3,3,1,1,7,0,0,0,0,1,0,1,5,2,9,3,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,12,4,30,13,17,0,0,1,2,3,1,3,2,1,0,0,0,2,4,0,2,2,5,2,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,12,5,57,27,30,1,1,0,4,7,3,8,2,1,0,0,2,4,3,1,5,6,7,2,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,12,6,32,8,24,1,2,1,1,1,2,0,0,0,0,0,2,3,1,4,4,10,0,0,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,12,7,71,32,39,2,0,2,5,6,5,6,5,1,0,0,3,0,5,5,3,6,6,9,2,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,12,8,42,19,23,0,2,2,2,4,2,1,6,0,0,0,0,0,0,0,2,4,6,8,3,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,12,9,80,40,40,2,1,5,7,4,10,4,3,4,0,0,0,0,3,6,4,13,9,5,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,12,10,53,27,26,0,1,3,1,6,7,3,3,3,0,0,1,2,1,0,2,9,4,4,3,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,12,11,77,40,37,1,5,8,8,4,6,3,4,1,0,0,1,3,3,2,8,8,7,4,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,12,12,87,45,42,2,3,5,5,7,11,6,6,0,0,0,0,2,0,2,10,10,6,9,2,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,13,1,112,53,59,1,4,8,8,4,11,12,3,1,1,0,0,3,9,8,6,16,10,6,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,13,2,91,39,52,0,1,1,5,9,6,7,9,1,0,0,0,0,5,5,5,11,18,3,5,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,13,3,39,18,21,0,0,3,2,1,5,6,1,0,0,0,0,1,2,4,0,9,4,0,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,13,4,173,86,87,4,7,11,17,9,11,23,4,0,0,0,1,6,12,8,8,19,28,3,1,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,13,5,64,27,37,0,3,1,3,2,3,10,4,1,0,0,1,2,3,5,2,6,13,4,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,14,1,147,69,78,4,5,11,16,3,10,18,2,0,0,0,3,7,10,11,11,16,14,6,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,14,2,91,43,48,3,1,9,5,7,9,6,1,2,0,0,0,2,6,5,7,14,10,3,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,14,3,46,21,25,0,3,2,0,3,3,8,2,0,0,0,1,3,4,1,5,3,5,3,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,14,4,119,60,59,2,5,8,5,6,15,11,5,3,0,0,2,5,5,6,6,16,12,4,3,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,15,1,57,27,30,4,0,3,3,2,4,8,3,0,0,0,3,0,4,3,5,7,5,2,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,15,2,147,66,81,0,3,7,10,6,16,18,5,1,0,0,2,6,12,5,8,25,13,7,3,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,15,3,165,82,83,4,9,9,8,10,18,16,7,1,0,0,2,6,6,12,8,20,16,11,1,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,16,1,132,73,59,3,9,10,7,13,12,13,6,0,0,0,3,5,4,7,7,10,12,7,3,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,16,2,140,73,67,0,6,12,9,6,13,21,5,1,0,0,0,9,9,3,9,14,16,3,4,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,16,3,109,56,53,0,0,10,7,3,20,11,5,0,0,0,0,8,7,1,7,12,13,3,2,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,16,4,184,98,86,3,9,14,11,13,22,20,6,0,0,0,5,11,8,5,13,18,18,6,2,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,17,1,42,21,21,2,2,2,3,2,5,3,2,0,0,0,2,2,1,5,1,3,5,1,0,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,17,2,37,21,16,0,0,0,4,4,3,7,3,0,0,0,0,1,1,2,2,2,5,3,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,17,3,108,53,55,1,2,7,9,5,14,8,7,0,0,0,0,2,6,5,5,18,14,4,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,17,4,93,49,44,1,2,6,7,2,9,16,5,1,0,0,1,1,0,4,2,9,18,7,1,1,0
202604,4812153000,경상남도,창원시 의창구,명곡동,17,5,92,36,56,0,2,3,7,4,9,5,4,2,0,0,0,5,7,5,5,14,14,5,1,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,17,6,97,53,44,1,2,9,12,6,7,10,5,1,0,0,0,3,8,2,9,7,12,3,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,17,7,13,5,8,1,0,0,1,0,0,3,0,0,0,0,1,0,0,3,0,1,3,0,0,0,0
202604,4812153000,경상남도,창원시 의창구,명곡동,18,1,105,52,53,1,5,5,8,4,11,11,5,2,0,0,3,2,4,4,6,10,12,8,4,0,0
