정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
GGB219000774,고양국제고등학교,37.6834167,126.8080333,2025-10-31,20794,31100,경기도 고양시,경기BIS
GGB219000775,위시티1.3단지,37.68245,126.8107833,2025-10-31,20795,31100,경기도 고양시,경기BIS
GGB219000776,위시티1.3단지,37.6822,126.8108,2025-10-31,20796,31100,경기도 고양시,경기BIS
GGB219000777,고양가구3단지입구,37.6819667,126.8033667,2025-10-31,20797,31100,경기도 고양시,경기BIS
GGB219000778,고양가구3단지입구,37.6818333,126.8029833,2025-10-31,20798,31100,경기도 고양시,경기BIS
GGB219000779,위시티5단지,37.67655,126.8100167,2025-10-31,58284,31100,경기도 고양시,경기BIS
GGB219000780,위시티5단지,37.6764,126.8103167,2025-10-31,58283,31100,경기도 고양시,경기BIS
GGB219000782,거그뫼,37.6961333,126.7047833,2025-10-31,20707,31100,경기도 고양시,경기BIS
GGB219000783,거그뫼,37.6961,126.7051,2025-10-31,20708,31100,경기도 고양시,경기BIS
GGB219000784,더샵일산퍼스트월드3단지,37.664,126.79485,2025-10-31,58398,31100,경기도 고양시,경기BIS
GGB219000785,더샵일산퍼스트월드3단지,37.66345,126.7949167,2025-10-31,58399,31100,경기도 고양시,경기BIS
GGB219000786,롯데백화점,37.6602167,126.77195,2025-10-31,58400,31100,경기도 고양시,경기BIS
GGB219000787,스타필드마켓,37.6611167,126.7458333,2025-10-31,20485,31100,경기도 고양시,경기BIS
GGB217000115,안산문화브릿지광장,37.3110833,126.8304167,2025-10-31,18325,31090,경기도 안산시,경기BIS
GGB217000116,대림호수공원아파트,37.3078,126.82665,2025-10-31,18307,31090,경기도 안산시,경기BIS
GGB217000117,15단지후문앞,37.3078833,126.8117333,2025-10-31,18212,31090,경기도 안산시,경기BIS
GGB217000118,그린빌16단지,37.3053833,126.8115,2025-10-31,18210,31090,경기도 안산시,경기BIS
GGB217000119,별망초교,37.3050833,126.8143,2025-10-31,18237,31090,경기도 안산시,경기BIS
GGB217000120,그린빌15단지,37.30725,126.81455,2025-10-31,18239,31090,경기도 안산시,경기BIS
GGB217000121,그린빌14단지,37.3098167,126.8148167,2025-10-31,18242,31090,경기도 안산시,경기BIS
GGB217000122,순흥테크,37.3001667,126.7869,2025-10-31,18124,31090,경기도 안산시,경기BIS
GGB217000123,제이오2공장,37.3036833,126.74465,2025-10-31,18292,31090,경기도 안산시,경기BIS
GGB217000124,푸르지오4차,37.3147333,126.8257667,2025-10-31,18302,31090,경기도 안산시,경기BIS
GGB217000125,판토스.휴메드,37.2988833,126.75605,2025-10-31,18289,31090,경기도 안산시,경기BIS
GGB217000126,초지중학교,37.3129,126.8191833,2025-10-31,18265,31090,경기도 안산시,경기BIS
GGB217000127,그린빌13단지,37.3118833,126.81535,2025-10-31,18247,31090,경기도 안산시,경기BIS
GGB217000128,그린빌14단지,37.3099,126.81515,2025-10-31,18244,31090,경기도 안산시,경기BIS
GGB217000129,그린빌15단지,37.3079,126.8149833,2025-10-31,18241,31090,경기도 안산시,경기BIS
GGB217000130,이마트,37.3031167,126.81455,2025-10-31,18238,31090,경기도 안산시,경기BIS
GGB217000131,서해아파트,37.3010167,126.8143833,2025-10-31,18236,31090,경기도 안산시,경기BIS
GGB217000132,단원종합병원,37.3009667,126.81395,2025-10-31,18231,31090,경기도 안산시,경기BIS
GGB217000133,진로발효,37.3000333,126.79035,2025-10-31,18125,31090,경기도 안산시,경기BIS
GGB217000134,그린빌18단지앞,37.3048833,126.8112333,2025-10-31,18209,31090,경기도 안산시,경기BIS
GGB217000135,그린빌17단지,37.3078167,126.8115,2025-10-31,18211,31090,경기도 안산시,경기BIS
GGB217000136,금강아파트,37.3081,126.8259667,2025-10-31,18303,31090,경기도 안산시,경기BIS
GGB217000137,안산문화숲의광장,37.3102833,126.8294,2025-10-31,18324,31090,경기도 안산시,경기BIS
GGB217000138,푸르지오4차,37.3142333,126.82545,2025-10-31,18300,31090,경기도 안산시,경기BIS
GGB217000139,고대병원앞,37.3184167,126.8257667,2025-10-31,18301,31090,경기도 안산시,경기BIS
GGB217000140,중앙역1번출구,37.3162833,126.8387833,2025-10-31,18362,31090,경기도 안산시,경기BIS
GGB217000141,힐스중앙공원,37.3194667,126.8368833,2025-10-31,18346,31090,경기도 안산시,경기BIS
GGB217000142,쌍용연립,37.3333333,126.8216833,2025-10-31,18285,31090,경기도 안산시,경기BIS
GGB217000143,강서고등학교,37.3338,126.8182,2025-10-31,18255,31090,경기도 안산시,경기BIS
GGB217000144,선부주공14단지,37.334,126.8140833,2025-10-31,18228,31090,경기도 안산시,경기BIS
GGB217000145,동명아파트앞,37.3367167,126.8109167,2025-10-31,18207,31090,경기도 안산시,경기BIS
GGB217000146,주공10단지건너편,37.3368667,126.80935,2025-10-31,18198,31090,경기도 안산시,경기BIS
GGB217000147,차량등록사업소,37.3356,126.80695,2025-10-31,18183,31090,경기도 안산시,경기BIS
GGB217000148,성동연립,37.3345333,126.8033667,2025-10-31,18166,31090,경기도 안산시,경기BIS
GGB217000149,관산중학교,37.3350667,126.79825,2025-10-31,18141,31090,경기도 안산시,경기BIS
GGB217000150,원곡고교,37.3334667,126.79675,2025-10-31,18136,31090,경기도 안산시,경기BIS
GGB217000151,원곡동행정복지센터,37.3308833,126.79335,2025-10-31,18126,31090,경기도 안산시,경기BIS
GGB217000152,화훼단지,37.3301333,126.7847667,2025-10-31,18103,31090,경기도 안산시,경기BIS
GGB217000153,뱅골,37.3326333,126.7797833,2025-10-31,18084,31090,경기도 안산시,경기BIS
GGB217000154,샛뿔,37.33545,126.7739,2025-10-31,18065,31090,경기도 안산시,경기BIS
GGB217000155,서안산IC주유소,37.3344167,126.7655833,2025-10-31,18051,31090,경기도 안산시,경기BIS
GGB217000156,경원여객종점,37.3137667,126.7535333,2025-10-31,18014,31090,경기도 안산시,경기BIS
GGB217000157,위아주식회사,37.3126,126.7576333,2025-10-31,18022,31090,경기도 안산시,경기BIS
GGB217000158,㈜디아이씨,37.3101,126.76025,2025-10-31,18030,31090,경기도 안산시,경기BIS
GGB217000159,디케이앤디,37.3072167,126.76325,2025-10-31,18043,31090,경기도 안산시,경기BIS
GGB217000160,초당약품,37.3058167,126.7683,2025-10-31,18058,31090,경기도 안산시,경기BIS
GGB217000161,기업은행사거리,37.3043,126.7734333,2025-10-31,18067,31090,경기도 안산시,경기BIS
GGB217000162,제일캐노피,37.30335,126.7767833,2025-10-31,18073,31090,경기도 안산시,경기BIS
GGB217000163,이피엠테크,37.3030167,126.77955,2025-10-31,18082,31090,경기도 안산시,경기BIS
GGB217000164,(주)율촌화학,37.3064333,126.7810833,2025-10-31,18090,31090,경기도 안산시,경기BIS
GGB217000165,다성맞은편,37.3087667,126.7821333,2025-10-31,18092,31090,경기도 안산시,경기BIS
GGB217000166,대성산소사거리.터미널.영풍,37.3079667,126.7889667,2025-10-31,18113,31090,경기도 안산시,경기BIS
GGB217000167,삼일제약,37.3138167,126.7900833,2025-10-31,18118,31090,경기도 안산시,경기BIS
GGB217000168,나염단지입구,37.3189667,126.7881833,2025-10-31,18110,31090,경기도 안산시,경기BIS
GGB217000169,영림,37.3245167,126.7861333,2025-10-31,18104,31090,경기도 안산시,경기BIS
GGB217000170,신길휴먼시아3단지,37.33595,126.7838333,2025-10-31,18095,31090,경기도 안산시,경기BIS
GGB217000172,일정실업,37.3009333,126.7950667,2025-10-31,18154,31090,경기도 안산시,경기BIS
GGB217000173,신길휴먼시아3단지,37.3364833,126.78405,2025-10-31,18096,31090,경기도 안산시,경기BIS
GGB217000174,안산역,37.3280333,126.7886833,2025-10-31,18115,31090,경기도 안산시,경기BIS
GGB217000175,유통상가,37.32445,126.7866167,2025-10-31,18106,31090,경기도 안산시,경기BIS
GGB217000176,나염단지입구,37.3189667,126.78865,2025-10-31,18111,31090,경기도 안산시,경기BIS
GGB217000177,삼일제약,37.3139333,126.7905167,2025-10-31,18119,31090,경기도 안산시,경기BIS
GGB217000178,ZF,37.30785,126.7893833,2025-10-31,18114,31090,경기도 안산시,경기BIS
GGB217000179,다성,37.3088667,126.7824167,2025-10-31,18093,31090,경기도 안산시,경기BIS
GGB217000180,율촌화학앞,37.3065167,126.7813667,2025-10-31,18091,31090,경기도 안산시,경기BIS
GGB217000181,방림,37.3015,126.7979833,2025-10-31,18160,31090,경기도 안산시,경기BIS
GGB217000182,제일캐노피맞은편,37.3031667,126.7764,2025-10-31,18072,31090,경기도 안산시,경기BIS
GGB217000183,중소기업은행,37.30405,126.7733,2025-10-31,18066,31090,경기도 안산시,경기BIS
GGB217000184,한국보훈복지공단앞,37.3055,126.7683167,2025-10-31,18059,31090,경기도 안산시,경기BIS
GGB217000185,비츠로테크반대편,37.3070667,126.7628,2025-10-31,18042,31090,경기도 안산시,경기BIS
GGB217000186,인텍전자,37.3118667,126.75955,2025-10-31,18029,31090,경기도 안산시,경기BIS
GGB217000187,대화페인트앞,37.31235,126.7578833,2025-10-31,18021,31090,경기도 안산시,경기BIS
GGB217000188,경원여객,37.3135833,126.7535333,2025-10-31,18015,31090,경기도 안산시,경기BIS
GGB217000189,중앙주공5단지,37.322,126.8370667,2025-10-31,18349,31090,경기도 안산시,경기BIS
GGB217000190,중앙동행정복지센터,37.3240333,126.8372167,2025-10-31,18351,31090,경기도 안산시,경기BIS
GGB217000191,덕성초등학교,37.3258833,126.8373667,2025-10-31,18352,31090,경기도 안산시,경기BIS
GGB217000192,라성빌라,37.3284333,126.839,2025-10-31,18363,31090,경기도 안산시,경기BIS
GGB217000193,공단본부,37.3143833,126.7976833,2025-10-31,18140,31090,경기도 안산시,경기BIS
GGB218000571,용두초등학교앞,37.6211167,126.8944667,2025-10-31,19458,31100,경기도 고양시,경기BIS
GGB218000572,용두초등학교앞,37.6209667,126.8945,2025-10-31,19459,31100,경기도 고양시,경기BIS
GGB218000573,시계입구가게앞검문소,37.6206333,126.9028833,2025-10-31,19442,31100,경기도 고양시,경기BIS
GGB218000574,시계입구가게앞검문소,37.6205,126.9026667,2025-10-31,19443,31100,경기도 고양시,경기BIS
GGB218000575,용두5통앞,37.6238667,126.8827833,2025-10-31,19532,31100,경기도 고양시,경기BIS
GGB218000576,용두5통앞,37.62395,126.8828833,2025-10-31,19533,31100,경기도 고양시,경기BIS
GGB218000577,용두6통앞,37.6230333,126.8858,2025-10-31,19462,31100,경기도 고양시,경기BIS
GGB218000578,용두6통앞,37.6231333,126.8858167,2025-10-31,19463,31100,경기도 고양시,경기BIS
GGB218000579,항공대학교,37.5996,126.8662167,2025-10-31,19500,31100,경기도 고양시,경기BIS
GGB218000580,국민은행앞,37.7016333,126.9018167,2025-10-31,19536,31100,경기도 고양시,경기BIS
GGB218000581,현천동,37.5897167,126.85995,2025-10-31,19498,31100,경기도 고양시,경기BIS
GGB218000582,현천동,37.5896,126.8600167,2025-10-31,19499,31100,경기도 고양시,경기BIS
GGB218000583,현천동난점,37.5921,126.86195,2025-10-31,19468,31100,경기도 고양시,경기BIS
GGB218000584,현천동난점,37.5913833,126.8610167,2025-10-31,19469,31100,경기도 고양시,경기BIS
GGB218000585,양지말,37.5955833,126.8651833,2025-10-31,19509,31100,경기도 고양시,경기BIS
GGB218000586,양지말,37.5953833,126.8652333,2025-10-31,19511,31100,경기도 고양시,경기BIS
GGB218000587,영일자원,37.58665,126.857,2025-10-31,19488,31100,경기도 고양시,경기BIS
GGB218000588,영일자원,37.5866,126.8568333,2025-10-31,19489,31100,경기도 고양시,경기BIS
GGB218000589,현천동일신농장,37.5850833,126.8564167,2025-10-31,19494,31100,경기도 고양시,경기BIS
GGB218000590,현천동일신농장,37.5855333,126.8565333,2025-10-31,19495,31100,경기도 고양시,경기BIS
GGB218000591,덕은양묘장,37.58265,126.8570833,2025-10-31,19493,31100,경기도 고양시,경기BIS
GGB218000592,덕은양묘장,37.58235,126.85745,2025-10-31,19496,31100,경기도 고양시,경기BIS
GGB218000593,DMC자이더포레리버뷰,37.5809833,126.8588,2025-10-31,19480,31100,경기도 고양시,경기BIS
GGB218000594,DMC자이더포레리버뷰,37.5812333,126.8587167,2025-10-31,19481,31100,경기도 고양시,경기BIS
GGB218000595,DMC한강자이더헤리티지,37.5799333,126.8608833,2025-10-31,19513,31100,경기도 고양시,경기BIS
GGB218000596,DMC한강자이더헤리티지,37.5794333,126.8614167,2025-10-31,19477,31100,경기도 고양시,경기BIS
GGB218000597,DMC디에트르한강.삼정그린코아더베스트,37.5789667,126.8652833,2025-10-31,19514,31100,경기도 고양시,경기BIS
GGB218000598,삼정그린코아더베스트.DMC디에트르한강,37.5787833,126.8653667,2025-10-31,19476,31100,경기도 고양시,경기BIS
GGB218000599,덕은LH1단지.DMC한강숲중흥S클래스,37.5846667,126.8698,2025-10-31,19515,31100,경기도 고양시,경기BIS
GGB218000600,덕은LH1단지.DMC한강숲중흥S클래스,37.5847167,126.8696667,2025-10-31,19475,31100,경기도 고양시,경기BIS
GGB218000601,덕은동입구(마을),37.5820333,126.87505,2025-10-31,19473,31100,경기도 고양시,경기BIS
GGB218000602,덕은동입구(마을),37.5819,126.87495,2025-10-31,19474,31100,경기도 고양시,경기BIS
GGB218000603,덕은동종점,37.5810333,126.8747833,2025-10-31,19438,31100,경기도 고양시,경기BIS
GGB218000604,덕은동종점,37.5809667,126.8748667,2025-10-31,19439,31100,경기도 고양시,경기BIS
GGB218000605,덕은동입구,37.58175,126.8754833,2025-10-31,19497,31100,경기도 고양시,경기BIS
GGB218000606,덕은동입구,37.5816667,126.8756,2025-10-31,19437,31100,경기도 고양시,경기BIS
GGB218000607,대덕동행정복지센터,37.5860667,126.87655,2025-10-31,19526,31100,경기도 고양시,경기BIS
GGB218000608,대덕동행정복지센터,37.5864333,126.8762667,2025-10-31,19525,31100,경기도 고양시,경기BIS
GGB218000609,마을회관앞,37.58915,126.87655,2025-10-31,19519,31100,경기도 고양시,경기BIS
GGB218000610,덕은1경로당,37.5892167,126.8763333,2025-10-31,19518,31100,경기도 고양시,경기BIS
GGB218000611,쌍굴입구,37.5917667,126.8754333,2025-10-31,19520,31100,경기도 고양시,경기BIS
GGB218000612,쌍굴입구,37.5920833,126.8755,2025-10-31,19521,31100,경기도 고양시,경기BIS
GGB218000613,부대앞,37.5926167,126.8724167,2025-10-31,19522,31100,경기도 고양시,경기BIS
GGB218000614,부대앞,37.5928,126.8722833,2025-10-31,19523,31100,경기도 고양시,경기BIS
GGB218000615,현천동마트,37.593,126.8677667,2025-10-31,19464,31100,경기도 고양시,경기BIS
GGB218000616,현천동마트,37.5930833,126.8681833,2025-10-31,19465,31100,경기도 고양시,경기BIS
GGB218000617,양지말,37.5939667,126.86495,2025-10-31,19466,31100,경기도 고양시,경기BIS
GGB218000618,양지말,37.5940667,126.8649333,2025-10-31,19467,31100,경기도 고양시,경기BIS
GGB218000619,국군고양병원,37.7184,126.8996833,2025-10-31,19537,31100,경기도 고양시,경기BIS
GGB218000620,국군고양병원,37.7190167,126.89945,2025-10-31,19538,31100,경기도 고양시,경기BIS
GGB218000624,애덕의집.봉덕사,37.7232167,126.8955833,2025-10-31,19507,31100,경기도 고양시,경기BIS
GGB218000627,삼송역6번출구,37.6534667,126.8962833,2025-10-31,19654,31100,경기도 고양시,경기BIS
GGB218000628,큰골입구,37.6469,126.9007167,2025-10-31,19655,31100,경기도 고양시,경기BIS
GGB218000629,삼성캐슬,37.7146833,126.8535,2025-10-31,19531,31100,경기도 고양시,경기BIS
GGB218000630,더모아빌,37.7156,126.8558,2025-10-31,19456,31100,경기도 고양시,경기BIS
GGB218000631,도래울6.7단지,37.6249833,126.86885,2025-10-31,19656,31100,경기도 고양시,경기BIS
GGB218000632,용두7통앞,37.62195,126.8896667,2025-10-31,19461,31100,경기도 고양시,경기BIS
GGB218000633,용두7통앞,37.6218333,126.8896333,2025-10-31,19460,31100,경기도 고양시,경기BIS
GGB218000634,일산화훼단지,37.6268833,126.8011667,2025-10-31,19562,31100,경기도 고양시,경기BIS
GGB218000635,일산화훼단지,37.6267667,126.801,2025-10-31,19563,31100,경기도 고양시,경기BIS
GGB218000636,소만마을(중),37.6175,126.8474,2025-10-31,19564,31100,경기도 고양시,경기BIS
GGB218000637,소만마을(중),37.6177,126.8465667,2025-10-31,19565,31100,경기도 고양시,경기BIS
GGB218000638,고양중학교,37.64995,126.8834,2025-10-31,19570,31100,경기도 고양시,경기BIS
GGB218000639,고양중학교,37.64905,126.8843333,2025-10-31,19571,31100,경기도 고양시,경기BIS
GGB218000640,고양동산초등학교.창릉동행정복지센터,37.6457833,126.8857667,2025-10-31,19572,31100,경기도 고양시,경기BIS
GGB218000641,고양동산초등학교.창릉동행정복지센터,37.6461333,126.88595,2025-10-31,19573,31100,경기도 고양시,경기BIS
GGB218000642,대영관사,37.6083333,126.8688333,2025-10-31,19450,31100,경기도 고양시,경기BIS
GGB218000643,대영관사,37.6086167,126.8695333,2025-10-31,19449,31100,경기도 고양시,경기BIS
GGB218000644,예비군훈련장,37.6167167,126.8748833,2025-10-31,19574,31100,경기도 고양시,경기BIS
GGB218000645,화전사단앞,37.6125167,126.8724167,2025-10-31,19491,31100,경기도 고양시,경기BIS
GGB218000646,화전사단앞,37.61245,126.87265,2025-10-31,19490,31100,경기도 고양시,경기BIS
GGB218000647,화전사거리,37.6055667,126.8681833,2025-10-31,19448,31100,경기도 고양시,경기BIS
GGB218000648,화전사거리,37.6053167,126.8685,2025-10-31,19447,31100,경기도 고양시,경기BIS
GGB218000649,예비군훈련장,37.6167667,126.8751833,2025-10-31,19492,31100,경기도 고양시,경기BIS
GGB218000650,푸른마을3단지,37.70905,126.9026333,2025-10-31,19576,31100,경기도 고양시,경기BIS
GGB218000651,푸른마을동익아파트,37.7094333,126.9034,2025-10-31,19577,31100,경기도 고양시,경기BIS
GGB218000652,신원마을2.4단지,37.6656833,126.8909333,2025-10-31,19578,31100,경기도 고양시,경기BIS
GGB218000751,열방교회,37.6245333,126.8490833,2025-10-31,57017,31100,경기도 고양시,경기BIS
GGB218000752,도래울고등학교,37.6279167,126.8700167,2025-10-31,57018,31100,경기도 고양시,경기BIS
GGB218000753,도래울고등학교,37.6281167,126.86995,2025-10-31,57019,31100,경기도 고양시,경기BIS
GGB218000754,도래울마을수변공원,37.6290333,126.87455,2025-10-31,57020,31100,경기도 고양시,경기BIS
GGB218000755,큰나무교회,37.6210333,126.8451,2025-10-31,57021,31100,경기도 고양시,경기BIS
GGB218000758,호반22단지정문,37.64705,126.89105,2025-10-31,57024,31100,경기도 고양시,경기BIS
GGB218000759,서정중학교,37.6192167,126.8493167,2025-10-31,57025,31100,경기도 고양시,경기BIS
GGB218000760,삼송마을18단지후문,37.6475167,126.88065,2025-10-31,57026,31100,경기도 고양시,경기BIS
GGB218000761,햇빛마을19단지.백양고,37.62805,126.83875,2025-10-31,57027,31100,경기도 고양시,경기BIS
GGB218000762,햇빛마을19단지.백양고,37.6284333,126.8389833,2025-10-31,57028,31100,경기도 고양시,경기BIS
GGB218000763,5단지미도파아파트앞,37.6415,126.8337167,2025-10-31,57029,31100,경기도 고양시,경기BIS
GGB218000764,내곡1동마을회관,37.6431833,126.8092,2025-10-31,57030,31100,경기도 고양시,경기BIS
GGB218000765,엘리시아,37.7140333,126.86785,2025-10-31,57031,31100,경기도 고양시,경기BIS
GGB218000766,샛말빌라단지입구,37.7135167,126.8656833,2025-10-31,57032,31100,경기도 고양시,경기BIS
GGB218000767,엘리시아,37.7139167,126.8677667,2025-10-31,57033,31100,경기도 고양시,경기BIS
GGB218000768,선유다리,37.6762667,126.9120167,2025-10-31,57035,31100,경기도 고양시,경기BIS
GGB218000769,서정마을1단지후문,37.61805,126.84735,2025-10-31,57036,31100,경기도 고양시,경기BIS
GGB218000771,삼송마을14단지.농협대입구,37.65255,126.87885,2025-10-31,57038,31100,경기도 고양시,경기BIS
GGB218000772,서정마을3단지,37.6145833,126.85105,2025-10-31,57039,31100,경기도 고양시,경기BIS
GGB218000777,민방위교육장,37.6302,126.8372667,2025-10-31,57044,31100,경기도 고양시,경기BIS
GGB218000779,현대1차아파트,37.6225667,126.8222667,2025-10-31,57046,31100,경기도 고양시,경기BIS
GGB218000780,선유다리,37.6761667,126.9119333,2025-10-31,57047,31100,경기도 고양시,경기BIS
GGB218000781,라자가구,37.61175,126.8935,2025-10-31,19262,31100,경기도 고양시,경기BIS
GGB218000782,고양어울림누리,37.64755,126.8343833,2025-10-31,57049,31100,경기도 고양시,경기BIS
GGB218000783,어울림마을2단지,37.6525333,126.8371667,2025-10-31,57050,31100,경기도 고양시,경기BIS
GGB218000785,고골입구,37.7091333,126.8554667,2025-10-31,57052,31100,경기도 고양시,경기BIS
GGB218000786,마로어린이집,37.7101833,126.8567833,2025-10-31,57053,31100,경기도 고양시,경기BIS
GGB218000787,마로어린이집,37.71035,126.8568167,2025-10-31,57054,31100,경기도 고양시,경기BIS
GGB218000788,여래사앞,37.7114667,126.85885,2025-10-31,57055,31100,경기도 고양시,경기BIS
GGB218000789,여래사앞,37.7115667,126.8588833,2025-10-31,57056,31100,경기도 고양시,경기BIS
GGB218000790,초이스마트,37.7124333,126.8602833,2025-10-31,57057,31100,경기도 고양시,경기BIS
GGB218000791,초이스마트,37.71255,126.8602833,2025-10-31,57058,31100,경기도 고양시,경기BIS
GGB218000792,삼삼슈퍼,37.7130167,126.86205,2025-10-31,57059,31100,경기도 고양시,경기BIS
GGB218000793,삼삼슈퍼,37.7129,126.8619333,2025-10-31,57060,31100,경기도 고양시,경기BIS
GGB218000794,신생당한의원,37.7133667,126.8646833,2025-10-31,57061,31100,경기도 고양시,경기BIS
GGB218000795,신생당한의원,37.71345,126.8646833,2025-10-31,57062,31100,경기도 고양시,경기BIS
GGB218000796,샛말빌라단지입구,37.7135833,126.8656167,2025-10-31,57063,31100,경기도 고양시,경기BIS
GGB218000797,라온빌라,37.7160333,126.8547333,2025-10-31,19217,31100,경기도 고양시,경기BIS
GGB218000798,라온빌라,37.7161333,126.8543,2025-10-31,19216,31100,경기도 고양시,경기BIS
GGB218000799,순애원,37.7153667,126.87205,2025-10-31,57066,31100,경기도 고양시,경기BIS
GGB218000800,순애원,37.7153833,126.8720167,2025-10-31,57067,31100,경기도 고양시,경기BIS
GGB218000801,산새울마을,37.7177,126.8753833,2025-10-31,57068,31100,경기도 고양시,경기BIS
GGB218000802,산새울마을,37.7177667,126.8753167,2025-10-31,57069,31100,경기도 고양시,경기BIS
GGB218000803,종점,37.7175667,126.8780667,2025-10-31,57070,31100,경기도 고양시,경기BIS
GGB218000804,천사의집,37.7075,126.8929833,2025-10-31,57071,31100,경기도 고양시,경기BIS
GGB218000805,윤창아파트,37.7061333,126.8962333,2025-10-31,57072,31100,경기도 고양시,경기BIS
GGB218000806,윤창아파트,37.7066833,126.89555,2025-10-31,57073,31100,경기도 고양시,경기BIS
GGB218000807,평산빌라,37.70675,126.8939833,2025-10-31,57074,31100,경기도 고양시,경기BIS
GGB218000808,천사의집,37.7074,126.8929667,2025-10-31,57075,31100,경기도 고양시,경기BIS
GGB218000809,LG물류센터,37.70915,126.8911,2025-10-31,57076,31100,경기도 고양시,경기BIS
GGB218000810,LG물류센터,37.7091167,126.891,2025-10-31,57077,31100,경기도 고양시,경기BIS
GGB218000811,중부대학교입구,37.7113,126.8875833,2025-10-31,57078,31100,경기도 고양시,경기BIS
GGB218000812,중부대학교입구,37.71135,126.8876833,2025-10-31,57079,31100,경기도 고양시,경기BIS
GGB218000813,천주교묘,37.7118333,126.8854167,2025-10-31,57080,31100,경기도 고양시,경기BIS
GGB218000814,천주교묘,37.7119167,126.8854667,2025-10-31,57081,31100,경기도 고양시,경기BIS
GGB218000815,경기축산,37.7111,126.8810167,2025-10-31,57082,31100,경기도 고양시,경기BIS
GGB218000816,경기축산,37.7111167,126.8813833,2025-10-31,57083,31100,경기도 고양시,경기BIS
GGB218000817,윗대자골,37.70925,126.8792,2025-10-31,57084,31100,경기도 고양시,경기BIS
GGB218000818,윗대자골,37.7091,126.8789667,2025-10-31,57085,31100,경기도 고양시,경기BIS
GGB218000819,동서기획,37.7003333,126.879,2025-10-31,57086,31100,경기도 고양시,경기BIS
GGB218000820,동서기획,37.7006167,126.8789167,2025-10-31,57087,31100,경기도 고양시,경기BIS
GGB218000821,대자동마을회관,37.69765,126.8782667,2025-10-31,57088,31100,경기도 고양시,경기BIS
GGB218000822,대자동마을회관,37.6976333,126.8781167,2025-10-31,57089,31100,경기도 고양시,경기BIS
GGB218000823,통일로불가마,37.6891167,126.8749167,2025-10-31,57090,31100,경기도 고양시,경기BIS
GGB218000824,통일로불가마,37.6890667,126.8751333,2025-10-31,57091,31100,경기도 고양시,경기BIS
GGB218000825,필리핀참전비,37.6882667,126.8737333,2025-10-31,57092,31100,경기도 고양시,경기BIS
GGB218000826,필리핀참전비,37.6883333,126.8735333,2025-10-31,57093,31100,경기도 고양시,경기BIS
GGB218000827,새벽교회,37.7215667,126.8587667,2025-10-31,57094,31100,경기도 고양시,경기BIS
GGB218000828,금강슈퍼,37.7213333,126.8580167,2025-10-31,57095,31100,경기도 고양시,경기BIS
GGB218000829,희망양로원,37.7191667,126.8529833,2025-10-31,57096,31100,경기도 고양시,경기BIS
GGB218000830,희망양로원,37.7192167,126.8527667,2025-10-31,57097,31100,경기도 고양시,경기BIS
GGB218000831,늘사랑요양원,37.7204167,126.8554667,2025-10-31,57098,31100,경기도 고양시,경기BIS
GGB218000832,늘사랑요양원,37.7205,126.85545,2025-10-31,57099,31100,경기도 고양시,경기BIS
GGB218000833,미도아파트,37.6559167,126.8419,2025-10-31,19548,31100,경기도 고양시,경기BIS
GGB218000834,다리앞,37.7224667,126.8604667,2025-10-31,57100,31100,경기도 고양시,경기BIS
GGB218000835,다리앞,37.7224833,126.8606833,2025-10-31,57101,31100,경기도 고양시,경기BIS
GGB218000836,안골삼거리,37.7227333,126.8618,2025-10-31,57102,31100,경기도 고양시,경기BIS
GGB218000837,안골삼거리,37.7228167,126.8618167,2025-10-31,57103,31100,경기도 고양시,경기BIS
GGB219000788,동국대병원사거리,37.67435,126.80525,2025-10-31,20709,31100,경기도 고양시,경기BIS
GGB219000789,동국대병원사거리,37.67415,126.8064833,2025-10-31,20710,31100,경기도 고양시,경기BIS
GGB219000790,킨텍스역3번출구.원시티2단지,37.66405,126.7477333,2025-10-31,20752,31100,경기도 고양시,경기BIS
GGB219000791,백마역입구,37.6593667,126.7934,2025-10-31,20654,31100,경기도 고양시,경기BIS
GGB219000792,송포교회.노루뫼,37.6833667,126.69875,2025-10-31,58001,31100,경기도 고양시,경기BIS
GGB219000793,장월교,37.68245,126.6949333,2025-10-31,58002,31100,경기도 고양시,경기BIS
GGB219000794,구식사소방소앞,37.6825,126.8211,2025-10-31,58003,31100,경기도 고양시,경기BIS
GGB219000795,중산고등학교(마을),37.6977333,126.7822833,2025-10-31,58004,31100,경기도 고양시,경기BIS
GGB219000796,장월목장,37.6828167,126.6882333,2025-10-31,58005,31100,경기도 고양시,경기BIS
GGB219000797,장월슈퍼,37.6834333,126.6838833,2025-10-31,58006,31100,경기도 고양시,경기BIS
GGB219000798,한영하이츠,37.7148833,126.7897833,2025-10-31,58007,31100,경기도 고양시,경기BIS
GGB219000799,장월,37.68395,126.6803,2025-10-31,58008,31100,경기도 고양시,경기BIS
GGB219000800,한영하이츠,37.7149,126.7899,2025-10-31,58009,31100,경기도 고양시,경기BIS
GGB219000801,대화교통사무실,37.6664833,126.7277,2025-10-31,58010,31100,경기도 고양시,경기BIS
GGB219000802,개선스포츠,37.7290833,126.7955,2025-10-31,58011,31100,경기도 고양시,경기BIS
GGB219000805,국립암센터,37.6625333,126.78465,2025-10-31,58014,31100,경기도 고양시,경기BIS
