정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
ADB354000001,길안정류장,36.458658,128.891228,2025-10-31,540001,37040,경상북도 안동시,안동BIS
ADB354000002,고란.계명산휴양림입구,36.397708,128.924029,2025-10-31,540002,37040,경상북도 안동시,안동BIS
ADB354000003,금곡리,36.397504,128.926821,2025-10-31,540003,37040,경상북도 안동시,안동BIS
ADB354000004,금소리1,36.509449,128.849671,2025-10-31,540004,37040,경상북도 안동시,안동BIS
ADB354000005,금소리5,36.503629,128.854783,2025-10-31,540005,37040,경상북도 안동시,안동BIS
ADB354000006,마사리,36.30229,128.908016,2025-10-31,540006,37040,경상북도 안동시,안동BIS
ADB354000007,염광교회앞,36.550334,128.769751,2025-10-31,540007,37040,경상북도 안동시,안동BIS
ADB354000008,솔뫼입구,36.541586,128.789484,2025-10-31,540008,37040,경상북도 안동시,안동BIS
ADB354000009,김재규학원,36.530547,128.819486,2025-10-31,540009,37040,경상북도 안동시,안동BIS
ADB354000010,임하신덕교,36.522179,128.834059,2025-10-31,540010,37040,경상북도 안동시,안동BIS
ADB354000011,금소리2,36.504179,128.852704,2025-10-31,540011,37040,경상북도 안동시,안동BIS
ADB354000012,금소리3,36.503718,128.854394,2025-10-31,540012,37040,경상북도 안동시,안동BIS
ADB354000013,샛터,36.496766,128.863448,2025-10-31,540013,37040,경상북도 안동시,안동BIS
ADB354000014,대성그린병원,36.495329,128.864806,2025-10-31,540014,37040,경상북도 안동시,안동BIS
ADB354000015,한국환경공단,36.491068,128.870162,2025-10-31,540015,37040,경상북도 안동시,안동BIS
ADB354000016,나천아름다운마을,36.482117,128.878939,2025-10-31,540016,37040,경상북도 안동시,안동BIS
ADB354000017,오대리입구,36.476255,128.884429,2025-10-31,540017,37040,경상북도 안동시,안동BIS
ADB354000018,고란.계명산휴양림입구,36.408314,128.924959,2025-10-31,540018,37040,경상북도 안동시,안동BIS
ADB354000019,고마실입구,36.397607,128.923843,2025-10-31,540019,37040,경상북도 안동시,안동BIS
ADB354000020,금곡리,36.397589,128.927004,2025-10-31,540020,37040,경상북도 안동시,안동BIS
ADB354000021,만음2리,36.435114,128.905703,2025-10-31,540021,37040,경상북도 안동시,안동BIS
ADB354000022,천지갑산등산로,36.370341,128.941541,2025-10-31,540022,37040,경상북도 안동시,안동BIS
ADB354000023,나천,36.484357,128.87631,2025-10-31,540023,37040,경상북도 안동시,안동BIS
ADB354000024,송사,36.364507,128.927751,2025-10-31,540024,37040,경상북도 안동시,안동BIS
ADB354000025,CGV,36.561367,128.747798,2025-10-31,540025,37040,경상북도 안동시,안동BIS
ADB354000026,계두리,36.310051,128.920068,2025-10-31,540026,37040,경상북도 안동시,안동BIS
ADB354000027,교보생명,36.563225,128.73079,2025-10-31,540027,37040,경상북도 안동시,안동BIS
ADB354000028,국만,36.414407,128.919644,2025-10-31,540028,37040,경상북도 안동시,안동BIS
ADB354000029,금곡(길안),36.394748,128.933102,2025-10-31,540029,37040,경상북도 안동시,안동BIS
ADB354000030,금소,36.507141,128.850396,2025-10-31,540030,37040,경상북도 안동시,안동BIS
ADB354000031,금소리6,36.50425,128.852865,2025-10-31,540031,37040,경상북도 안동시,안동BIS
ADB354000032,김재규학원,36.530781,128.819406,2025-10-31,540032,37040,경상북도 안동시,안동BIS
ADB354000033,대성그린병원,36.495453,128.864647,2025-10-31,540033,37040,경상북도 안동시,안동BIS
ADB354000034,만음,36.43679,128.902115,2025-10-31,540034,37040,경상북도 안동시,안동BIS
ADB354000035,명곡,36.336195,128.926279,2025-10-31,540035,37040,경상북도 안동시,안동BIS
ADB354000036,명덕,36.44118,128.898995,2025-10-31,540036,37040,경상북도 안동시,안동BIS
ADB354000037,묵계,36.416754,128.914605,2025-10-31,540037,37040,경상북도 안동시,안동BIS
ADB354000038,묵계2리,36.431998,128.909757,2025-10-31,540038,37040,경상북도 안동시,안동BIS
ADB354000039,법흥동,36.563972,128.73724,2025-10-31,540039,37040,경상북도 안동시,안동BIS
ADB354000040,샛터,36.497373,128.863337,2025-10-31,540040,37040,경상북도 안동시,안동BIS
ADB354000041,솔뫼마을,36.541605,128.789622,2025-10-31,540041,37040,경상북도 안동시,안동BIS
ADB354000042,송사1리,36.346515,128.925184,2025-10-31,540042,37040,경상북도 안동시,안동BIS
ADB354000043,안동향교,36.549409,128.785485,2025-10-31,540043,37040,경상북도 안동시,안동BIS
ADB354000044,송천동,36.546164,128.787427,2025-10-31,540044,37040,경상북도 안동시,안동BIS
ADB354000045,용상정수장,36.550935,128.765379,2025-10-31,540045,37040,경상북도 안동시,안동BIS
ADB354000046,숲쟁이2길,36.550388,128.770561,2025-10-31,540046,37040,경상북도 안동시,안동BIS
ADB354000047,신덕2리,36.533028,128.815066,2025-10-31,540047,37040,경상북도 안동시,안동BIS
ADB354000048,국립경국대,36.538946,128.795229,2025-10-31,540048,37040,경상북도 안동시,안동BIS
ADB354000049,구 안동역 건너,36.563401,128.734309,2025-10-31,540049,37040,경상북도 안동시,안동BIS
ADB354000050,오대리입구,36.476575,128.884362,2025-10-31,540050,37040,경상북도 안동시,안동BIS
ADB354000051,오락,36.431496,128.910568,2025-10-31,540051,37040,경상북도 안동시,안동BIS
ADB354000052,용마아파트,36.53248,128.796106,2025-10-31,540052,37040,경상북도 안동시,안동BIS
ADB354000053,용상1주공아파트,36.557097,128.754776,2025-10-31,540053,37040,경상북도 안동시,안동BIS
ADB354000054,용상5주공아파트,36.552123,128.762387,2025-10-31,540054,37040,경상북도 안동시,안동BIS
ADB354000055,용상6주공아파트,36.553652,128.760044,2025-10-31,540055,37040,경상북도 안동시,안동BIS
ADB354000056,용상시장,36.559818,128.750558,2025-10-31,540056,37040,경상북도 안동시,안동BIS
ADB354000057,용상우체국,36.555365,128.757448,2025-10-31,540057,37040,경상북도 안동시,안동BIS
ADB354000058,용상초등학교건너,36.558545,128.75254,2025-10-31,540058,37040,경상북도 안동시,안동BIS
ADB354000059,이천,36.53263,128.806667,2025-10-31,540059,37040,경상북도 안동시,안동BIS
ADB354000060,이천1리,36.532053,128.802577,2025-10-31,540060,37040,경상북도 안동시,안동BIS
ADB354000061,임하행정복지센터,36.524627,128.830641,2025-10-31,540061,37040,경상북도 안동시,안동BIS
ADB354000062,제일,36.339687,128.925737,2025-10-31,540062,37040,경상북도 안동시,안동BIS
ADB354000063,구 안동역,36.563255,128.73413,2025-10-31,540063,37040,경상북도 안동시,안동BIS
ADB354000064,법흥동,36.564116,128.738653,2025-10-31,540064,37040,경상북도 안동시,안동BIS
ADB354000065,CGV건너,36.560864,128.748754,2025-10-31,540065,37040,경상북도 안동시,안동BIS
ADB354000066,용상동농협,36.559196,128.751241,2025-10-31,540066,37040,경상북도 안동시,안동BIS
ADB354000067,용상초등학교,36.557094,128.75457,2025-10-31,540067,37040,경상북도 안동시,안동BIS
ADB354000068,용상우체국,36.555254,128.757396,2025-10-31,540068,37040,경상북도 안동시,안동BIS
ADB354000069,"용상5,6주공",36.552683,128.761324,2025-10-31,540069,37040,경상북도 안동시,안동BIS
ADB354000070,용상119안전센터,36.551626,128.762959,2025-10-31,540070,37040,경상북도 안동시,안동BIS
ADB354000071,용상정수장 건너,36.550774,128.765571,2025-10-31,540071,37040,경상북도 안동시,안동BIS
ADB354000072,안동향교 건너,36.549222,128.785353,2025-10-31,540072,37040,경상북도 안동시,안동BIS
ADB354000073,석동입구,36.546245,128.787229,2025-10-31,540073,37040,경상북도 안동시,안동BIS
ADB354000074,국립경국대,36.538901,128.795048,2025-10-31,540074,37040,경상북도 안동시,안동BIS
ADB354000075,한국전기안전공사,36.532631,128.810039,2025-10-31,540075,37040,경상북도 안동시,안동BIS
ADB354000076,신덕1리,36.524325,128.830926,2025-10-31,540076,37040,경상북도 안동시,안동BIS
ADB354000077,나천,36.484444,128.87639,2025-10-31,540077,37040,경상북도 안동시,안동BIS
ADB354000078,골삽실,36.462248,128.887606,2025-10-31,540078,37040,경상북도 안동시,안동BIS
ADB354000079,금곡(길안),36.39436,128.933281,2025-10-31,540079,37040,경상북도 안동시,안동BIS
ADB354000080,대사.토일,36.36858,128.940353,2025-10-31,540080,37040,경상북도 안동시,안동BIS
ADB354000081,마사리,36.30243,128.908277,2025-10-31,540081,37040,경상북도 안동시,안동BIS
ADB354000082,백자리,36.410792,128.869669,2025-10-31,540082,37040,경상북도 안동시,안동BIS
ADB354000083,송사,36.366006,128.928048,2025-10-31,540083,37040,경상북도 안동시,안동BIS
ADB354000084,오락,36.433372,128.914001,2025-10-31,540084,37040,경상북도 안동시,안동BIS
ADB354000085,유곡,36.330903,128.926803,2025-10-31,540085,37040,경상북도 안동시,안동BIS
ADB354000086,대사1리,36.379765,128.94173,2025-10-31,540086,37040,경상북도 안동시,안동BIS
ADB354000087,대사2리.한절골,36.367601,128.962525,2025-10-31,540087,37040,경상북도 안동시,안동BIS
ADB354000088,만음1리,36.432623,128.895404,2025-10-31,540088,37040,경상북도 안동시,안동BIS
ADB354000089,모치골,36.401468,128.954551,2025-10-31,540089,37040,경상북도 안동시,안동BIS
ADB354000090,사곡,36.365994,128.959567,2025-10-31,540090,37040,경상북도 안동시,안동BIS
ADB354000091,고란리,36.402176,128.933383,2025-10-31,540091,37040,경상북도 안동시,안동BIS
ADB354000092,만음2리,36.435202,128.905779,2025-10-31,540092,37040,경상북도 안동시,안동BIS
ADB354000093,유곡,36.331129,128.926946,2025-10-31,540093,37040,경상북도 안동시,안동BIS
ADB354000094,한국전기안전공사,36.532741,128.810132,2025-10-31,540094,37040,경상북도 안동시,안동BIS
ADB354000095,한국환경공단,36.491118,128.870293,2025-10-31,540095,37040,경상북도 안동시,안동BIS
ADB354000096,송사.숙소,36.365507,128.929429,2025-10-31,540096,37040,경상북도 안동시,안동BIS
ADB354000097,임하신덕교,36.522368,128.833974,2025-10-31,540097,37040,경상북도 안동시,안동BIS
ADB354000098,송사정류소,36.366671,128.929663,2025-10-31,540098,37040,경상북도 안동시,안동BIS
ADB354000099,고란.계명산휴양림입구,36.408086,128.924976,2025-10-31,540099,37040,경상북도 안동시,안동BIS
ADB354000100,천지2리,36.453077,128.894793,2025-10-31,540100,37040,경상북도 안동시,안동BIS
ADB354000101,나천아름다운마을,36.482257,128.878968,2025-10-31,540101,37040,경상북도 안동시,안동BIS
ADB354000102,용마아파트,36.532354,128.796243,2025-10-31,540102,37040,경상북도 안동시,안동BIS
ADB354000103,이천1리,36.531931,128.802264,2025-10-31,540103,37040,경상북도 안동시,안동BIS
ADB354000104,이천,36.53248,128.806386,2025-10-31,540104,37040,경상북도 안동시,안동BIS
ADB354000105,신덕2리,36.532904,128.814943,2025-10-31,540105,37040,경상북도 안동시,안동BIS
ADB354000106,금소리,36.509459,128.849519,2025-10-31,540106,37040,경상북도 안동시,안동BIS
ADB354000107,금소,36.507192,128.850274,2025-10-31,540107,37040,경상북도 안동시,안동BIS
ADB354000108,만음,36.436684,128.902102,2025-10-31,540108,37040,경상북도 안동시,안동BIS
ADB354000109,묵계,36.416756,128.914445,2025-10-31,540109,37040,경상북도 안동시,안동BIS
ADB354000110,송사1리,36.346432,128.925067,2025-10-31,540110,37040,경상북도 안동시,안동BIS
ADB354000111,송사.숙소,36.365545,128.929284,2025-10-31,540111,37040,경상북도 안동시,안동BIS
ADB354000112,백자리,36.410888,128.869569,2025-10-31,540112,37040,경상북도 안동시,안동BIS
ADB354000113,만음1리,36.432758,128.895322,2025-10-31,540113,37040,경상북도 안동시,안동BIS
ADB354000114,명덕,36.441108,128.898848,2025-10-31,540114,37040,경상북도 안동시,안동BIS
ADB354000115,소일,36.368555,128.899253,2025-10-31,540115,37040,경상북도 안동시,안동BIS
ADB354000116,소일,36.368483,128.89937,2025-10-31,540116,37040,경상북도 안동시,안동BIS
ADB354000117,소일,36.365525,128.899483,2025-10-31,540117,37040,경상북도 안동시,안동BIS
ADB354000118,고란리,36.402083,128.933287,2025-10-31,540118,37040,경상북도 안동시,안동BIS
ADB354000119,계명산자연휴양림,36.402548,128.941571,2025-10-31,540119,37040,경상북도 안동시,안동BIS
ADB354000120,대사1리,36.379649,128.941697,2025-10-31,540120,37040,경상북도 안동시,안동BIS
ADB354000121,묵계2리,36.432135,128.909331,2025-10-31,540121,37040,경상북도 안동시,안동BIS
ADB354000122,국만,36.414295,128.919652,2025-10-31,540122,37040,경상북도 안동시,안동BIS
ADB354000123,계두리,36.310066,128.919928,2025-10-31,540123,37040,경상북도 안동시,안동BIS
ADB354000124,제일,36.339728,128.925602,2025-10-31,540124,37040,경상북도 안동시,안동BIS
ADB354000125,명곡,36.33616,128.926151,2025-10-31,540125,37040,경상북도 안동시,안동BIS
ADB354000127,송사정류소,36.36663,128.92952,2025-10-31,540126,37040,경상북도 안동시,안동BIS
ADB354000128,계명산자연휴양림,36.402639,128.941701,2025-10-31,540127,37040,경상북도 안동시,안동BIS
ADB354000129,천지갑산등산로,36.370233,128.941525,2025-10-31,540128,37040,경상북도 안동시,안동BIS
ADB354000130,사곡,36.365972,128.959714,2025-10-31,540129,37040,경상북도 안동시,안동BIS
ADB354000131,대사2리.한절골,36.367492,128.962433,2025-10-31,540130,37040,경상북도 안동시,안동BIS
ADB354000132,간평,36.490043,128.597673,2025-10-31,540131,37040,경상북도 안동시,안동BIS
ADB354000133,광음,36.50443,128.670187,2025-10-31,540132,37040,경상북도 안동시,안동BIS
ADB354000134,구운산,36.476551,128.659389,2025-10-31,540133,37040,경상북도 안동시,안동BIS
ADB354000135,구리날,36.510998,128.680913,2025-10-31,540134,37040,경상북도 안동시,안동BIS
ADB354000136,구운산,36.477069,128.652918,2025-10-31,540135,37040,경상북도 안동시,안동BIS
ADB354000137,구천리,36.480523,128.675073,2025-10-31,540136,37040,경상북도 안동시,안동BIS
ADB354000138,국곡리,36.476382,128.596584,2025-10-31,540137,37040,경상북도 안동시,안동BIS
ADB354000139,굽리,36.506882,128.528133,2025-10-31,540138,37040,경상북도 안동시,안동BIS
ADB354000140,귀미1리,36.466425,128.682215,2025-10-31,540139,37040,경상북도 안동시,안동BIS
ADB354000141,귀미1리,36.466522,128.682287,2025-10-31,540140,37040,경상북도 안동시,안동BIS
ADB354000142,귀미2리,36.466999,128.675984,2025-10-31,540141,37040,경상북도 안동시,안동BIS
ADB354000143,금계,36.506112,128.535894,2025-10-31,540142,37040,경상북도 안동시,안동BIS
ADB354000144,금계리,36.506094,128.520738,2025-10-31,540143,37040,경상북도 안동시,안동BIS
ADB354000145,남례문,36.528079,128.696605,2025-10-31,540144,37040,경상북도 안동시,안동BIS
ADB354000146,내원,36.45446,128.647473,2025-10-31,540145,37040,경상북도 안동시,안동BIS
ADB354000147,망호2리,36.46536,128.672121,2025-10-31,540146,37040,경상북도 안동시,안동BIS
ADB354000148,망호리,36.464963,128.663052,2025-10-31,540147,37040,경상북도 안동시,안동BIS
ADB354000149,명진1리,36.431028,128.636555,2025-10-31,540148,37040,경상북도 안동시,안동BIS
ADB354000150,명진1리,36.429962,128.646363,2025-10-31,540149,37040,경상북도 안동시,안동BIS
ADB354000151,명진2리,36.432849,128.655721,2025-10-31,540150,37040,경상북도 안동시,안동BIS
ADB354000152,남후면,36.52248,128.691299,2025-10-31,540151,37040,경상북도 안동시,안동BIS
ADB354000153,무릉1리.여시골,36.515247,128.681417,2025-10-31,540152,37040,경상북도 안동시,안동BIS
ADB354000154,무주무,36.5429,128.69918,2025-10-31,540153,37040,경상북도 안동시,안동BIS
ADB354000155,상국곡,36.489344,128.593532,2025-10-31,540154,37040,경상북도 안동시,안동BIS
ADB354000156,새마을,36.518684,128.682071,2025-10-31,540155,37040,경상북도 안동시,안동BIS
ADB354000157,세촌2리,36.440597,128.68186,2025-10-31,540156,37040,경상북도 안동시,안동BIS
ADB354000158,세촌리,36.440659,128.681469,2025-10-31,540157,37040,경상북도 안동시,안동BIS
ADB354000159,소호리,36.465218,128.664566,2025-10-31,540158,37040,경상북도 안동시,안동BIS
ADB354000160,송리,36.483362,128.639478,2025-10-31,540159,37040,경상북도 안동시,안동BIS
ADB354000161,신기,36.501018,128.504915,2025-10-31,540160,37040,경상북도 안동시,안동BIS
ADB354000162,신시장,36.563315,128.723789,2025-10-31,540161,37040,경상북도 안동시,안동BIS
ADB354000163,신시장,36.563423,128.723868,2025-10-31,540162,37040,경상북도 안동시,안동BIS
ADB354000164,안동대교,36.55351,128.699157,2025-10-31,540163,37040,경상북도 안동시,안동BIS
ADB354000165,안동병원,36.547615,128.701612,2025-10-31,540164,37040,경상북도 안동시,안동BIS
ADB354000166,안동병원,36.54748,128.701849,2025-10-31,540165,37040,경상북도 안동시,안동BIS
ADB354000167,안동우체국,36.563568,128.71883,2025-10-31,540166,37040,경상북도 안동시,안동BIS
ADB354000168,안동우체국,36.563458,128.718927,2025-10-31,540167,37040,경상북도 안동시,안동BIS
ADB354000169,안동중학교,36.564796,128.713411,2025-10-31,540168,37040,경상북도 안동시,안동BIS
ADB354000170,안동초등학교,36.563218,128.727109,2025-10-31,540169,37040,경상북도 안동시,안동BIS
ADB354000171,안동초등학교,36.563298,128.727875,2025-10-31,540170,37040,경상북도 안동시,안동BIS
ADB354000172,암산,36.502871,128.674579,2025-10-31,540171,37040,경상북도 안동시,안동BIS
ADB354000173,어담,36.495533,128.568186,2025-10-31,540172,37040,경상북도 안동시,안동BIS
ADB354000174,어담1리,36.494595,128.56252,2025-10-31,540173,37040,경상북도 안동시,안동BIS
ADB354000175,어담2리,36.490764,128.562655,2025-10-31,540174,37040,경상북도 안동시,안동BIS
ADB354000176,어담2리,36.470273,128.571019,2025-10-31,540175,37040,경상북도 안동시,안동BIS
ADB354000177,영가초등학교,36.563585,128.71593,2025-10-31,540176,37040,경상북도 안동시,안동BIS
ADB354000178,영가초등학교,36.563675,128.716302,2025-10-31,540177,37040,경상북도 안동시,안동BIS
ADB354000179,원리,36.458124,128.655858,2025-10-31,540178,37040,경상북도 안동시,안동BIS
ADB354000180,우성아파트,36.558404,128.705642,2025-10-31,540179,37040,경상북도 안동시,안동BIS
ADB354000181,운산,36.475674,128.660951,2025-10-31,540180,37040,경상북도 안동시,안동BIS
ADB354000182,운산,36.475841,128.660736,2025-10-31,540181,37040,경상북도 안동시,안동BIS
ADB354000183,원리,36.457852,128.655999,2025-10-31,540182,37040,경상북도 안동시,안동BIS
ADB354000184,원호,36.495121,128.663134,2025-10-31,540183,37040,경상북도 안동시,안동BIS
ADB354000185,원호,36.496276,128.665246,2025-10-31,540184,37040,경상북도 안동시,안동BIS
ADB354000186,원호1리,36.483755,128.656249,2025-10-31,540185,37040,경상북도 안동시,안동BIS
ADB354000187,일직중학교,36.470553,128.662587,2025-10-31,540186,37040,경상북도 안동시,안동BIS
ADB354000188,조산리,36.504466,128.539122,2025-10-31,540187,37040,경상북도 안동시,안동BIS
ADB354000189,조탑,36.482663,128.634907,2025-10-31,540188,37040,경상북도 안동시,안동BIS
ADB354000190,탑리,36.504965,128.517613,2025-10-31,540189,37040,경상북도 안동시,안동BIS
ADB354000191,태화동행정복지센터,36.561917,128.714118,2025-10-31,540190,37040,경상북도 안동시,안동BIS
ADB354000192,태화아파트,36.558807,128.709787,2025-10-31,540191,37040,경상북도 안동시,안동BIS
ADB354000193,태화아파트,36.558689,128.710319,2025-10-31,540192,37040,경상북도 안동시,안동BIS
ADB354000194,태화우성아파트,36.558364,128.705896,2025-10-31,540193,37040,경상북도 안동시,안동BIS
ADB354000195,태화지구대,36.562309,128.714169,2025-10-31,540194,37040,경상북도 안동시,안동BIS
ADB354000196,평팔2리,36.43009,128.618768,2025-10-31,540195,37040,경상북도 안동시,안동BIS
ADB354000197,평팔1리,36.434665,128.624066,2025-10-31,540196,37040,경상북도 안동시,안동BIS
ADB354000198,일직남부초등학교,36.460049,128.664051,2025-10-31,540197,37040,경상북도 안동시,안동BIS
ADB354000199,수상동,36.530731,128.698322,2025-10-31,540198,37040,경상북도 안동시,안동BIS
ADB354000200,거성주유소앞,36.527884,128.695955,2025-10-31,540199,37040,경상북도 안동시,안동BIS
ADB354000201,경덕중학교입구,36.559806,128.712963,2025-10-31,540200,37040,경상북도 안동시,안동BIS
ADB354000202,경덕중학교입구,36.560441,128.71341,2025-10-31,540201,37040,경상북도 안동시,안동BIS
ADB354000203,고운사입구,36.466125,128.662613,2025-10-31,540202,37040,경상북도 안동시,안동BIS
ADB354000204,관리사무소,36.502657,128.663013,2025-10-31,540203,37040,경상북도 안동시,안동BIS
ADB354000205,광연,36.443376,128.682226,2025-10-31,540204,37040,경상북도 안동시,안동BIS
ADB354000206,광연리,36.454459,128.672161,2025-10-31,540205,37040,경상북도 안동시,안동BIS
ADB354000207,광음2리,36.503522,128.658464,2025-10-31,540206,37040,경상북도 안동시,안동BIS
ADB354000208,광음2리,36.502616,128.666723,2025-10-31,540207,37040,경상북도 안동시,안동BIS
ADB354000209,광음2리,36.502833,128.666779,2025-10-31,540208,37040,경상북도 안동시,안동BIS
ADB354000210,구운산,36.476472,128.659149,2025-10-31,540209,37040,경상북도 안동시,안동BIS
ADB354000211,구천리,36.480426,128.674956,2025-10-31,540210,37040,경상북도 안동시,안동BIS
ADB354000212,떼재배CC,36.468234,128.610197,2025-10-31,540211,37040,경상북도 안동시,안동BIS
ADB354000213,머리골,36.465989,128.685755,2025-10-31,540212,37040,경상북도 안동시,안동BIS
ADB354000214,명진리,36.429601,128.642226,2025-10-31,540213,37040,경상북도 안동시,안동BIS
ADB354000215,무릉1리.여시골입구,36.514719,128.680813,2025-10-31,540214,37040,경상북도 안동시,안동BIS
ADB354000216,무릉역앞,36.519976,128.686444,2025-10-31,540215,37040,경상북도 안동시,안동BIS
ADB354000217,무릉역앞,36.519939,128.686749,2025-10-31,540216,37040,경상북도 안동시,안동BIS
ADB354000218,무릉유원지,36.518837,128.680304,2025-10-31,540217,37040,경상북도 안동시,안동BIS
ADB354000219,보현사,36.502306,128.678902,2025-10-31,540218,37040,경상북도 안동시,안동BIS
ADB354000220,안동간고등어,36.481087,128.645688,2025-10-31,540219,37040,경상북도 안동시,안동BIS
ADB354000221,안동대교,36.553218,128.699123,2025-10-31,540220,37040,경상북도 안동시,안동BIS
ADB354000222,암산유원지,36.508792,128.68069,2025-10-31,540221,37040,경상북도 안동시,안동BIS
ADB354000223,어담1리,36.497861,128.552332,2025-10-31,540222,37040,경상북도 안동시,안동BIS
ADB354000224,어담1리,36.498223,128.551207,2025-10-31,540223,37040,경상북도 안동시,안동BIS
ADB354000225,원리,36.455571,128.652589,2025-10-31,540224,37040,경상북도 안동시,안동BIS
ADB354000226,원리,36.456571,128.654652,2025-10-31,540225,37040,경상북도 안동시,안동BIS
ADB354000227,주인산업,36.501201,128.66038,2025-10-31,540226,37040,경상북도 안동시,안동BIS
ADB354000228,안망실,36.464988,128.671008,2025-10-31,540227,37040,경상북도 안동시,안동BIS
ADB354000230,신기,36.500916,128.504964,2025-10-31,540228,37040,경상북도 안동시,안동BIS
ADB354000231,탑리,36.505069,128.517557,2025-10-31,540229,37040,경상북도 안동시,안동BIS
ADB354000232,금계리,36.505976,128.52074,2025-10-31,540230,37040,경상북도 안동시,안동BIS
ADB354000233,굽리,36.506997,128.528263,2025-10-31,540231,37040,경상북도 안동시,안동BIS
ADB354000234,금계,36.506195,128.535979,2025-10-31,540232,37040,경상북도 안동시,안동BIS
ADB354000235,조산리,36.504531,128.539298,2025-10-31,540233,37040,경상북도 안동시,안동BIS
ADB354000236,어담1리,36.494522,128.562622,2025-10-31,540234,37040,경상북도 안동시,안동BIS
ADB354000237,어담1리,36.494695,128.562589,2025-10-31,540235,37040,경상북도 안동시,안동BIS
ADB354000238,어담2리,36.490699,128.562765,2025-10-31,540236,37040,경상북도 안동시,안동BIS
ADB354000239,어담리,36.482178,128.563891,2025-10-31,540237,37040,경상북도 안동시,안동BIS
ADB354000240,어담리,36.482144,128.564019,2025-10-31,540238,37040,경상북도 안동시,안동BIS
ADB354000241,어담,36.495681,128.568161,2025-10-31,540239,37040,경상북도 안동시,안동BIS
ADB354000242,상국곡,36.489324,128.593403,2025-10-31,540240,37040,경상북도 안동시,안동BIS
ADB354000243,상국곡,36.489433,128.593398,2025-10-31,540241,37040,경상북도 안동시,안동BIS
ADB354000244,국곡리,36.476493,128.596564,2025-10-31,540242,37040,경상북도 안동시,안동BIS
ADB354000245,떼재배CC,36.468281,128.610425,2025-10-31,540243,37040,경상북도 안동시,안동BIS
ADB354000246,국곡리,36.465861,128.6158,2025-10-31,540244,37040,경상북도 안동시,안동BIS
ADB354000247,평팔2리,36.42619,128.615937,2025-10-31,540245,37040,경상북도 안동시,안동BIS
ADB354000248,평팔2리,36.430222,128.618739,2025-10-31,540246,37040,경상북도 안동시,안동BIS
ADB354000249,평팔1리,36.434834,128.623968,2025-10-31,540247,37040,경상북도 안동시,안동BIS
ADB354000250,조탑,36.482554,128.634916,2025-10-31,540248,37040,경상북도 안동시,안동BIS
ADB354000251,명진1리,36.431158,128.636494,2025-10-31,540249,37040,경상북도 안동시,안동BIS
ADB354000252,명진리,36.42948,128.642123,2025-10-31,540250,37040,경상북도 안동시,안동BIS
ADB354000253,안동간고등어,36.481007,128.6456,2025-10-31,540251,37040,경상북도 안동시,안동BIS
ADB354000254,명진1리,36.430061,128.646311,2025-10-31,540252,37040,경상북도 안동시,안동BIS
ADB354000255,원리,36.45569,128.652583,2025-10-31,540253,37040,경상북도 안동시,안동BIS
ADB354000256,원리,36.456472,128.65472,2025-10-31,540254,37040,경상북도 안동시,안동BIS
ADB354000257,명진2리,36.432885,128.655468,2025-10-31,540255,37040,경상북도 안동시,안동BIS
ADB354000258,일직중학교,36.47075,128.662426,2025-10-31,540256,37040,경상북도 안동시,안동BIS
ADB354000259,소호리,36.465107,128.664544,2025-10-31,540257,37040,경상북도 안동시,안동BIS
ADB354000260,광음,36.504487,128.670315,2025-10-31,540258,37040,경상북도 안동시,안동BIS
ADB354000261,암산,36.502899,128.674728,2025-10-31,540259,37040,경상북도 안동시,안동BIS
ADB354000262,귀미2리,36.466819,128.675865,2025-10-31,540260,37040,경상북도 안동시,안동BIS
ADB354000263,보현사,36.502434,128.678923,2025-10-31,540261,37040,경상북도 안동시,안동BIS
ADB354000264,광연리,36.444849,128.679271,2025-10-31,540262,37040,경상북도 안동시,안동BIS
ADB354000265,암산유원지,36.508847,128.680837,2025-10-31,540263,37040,경상북도 안동시,안동BIS
ADB354000266,새마을,36.518773,128.681972,2025-10-31,540264,37040,경상북도 안동시,안동BIS
ADB354000268,머리골,36.466089,128.68583,2025-10-31,540265,37040,경상북도 안동시,안동BIS
ADB354000269,남후면,36.522546,128.69118,2025-10-31,540266,37040,경상북도 안동시,안동BIS
ADB354000270,무주무,36.542736,128.698852,2025-10-31,540267,37040,경상북도 안동시,안동BIS
ADB354000271,팽목,36.459353,128.701896,2025-10-31,540268,37040,경상북도 안동시,안동BIS
ADB354000272,팽목,36.459434,128.701994,2025-10-31,540269,37040,경상북도 안동시,안동BIS
ADB354000273,송리,36.483504,128.63969,2025-10-31,540270,37040,경상북도 안동시,안동BIS
ADB354000274,구운산,36.477158,128.653029,2025-10-31,540271,37040,경상북도 안동시,안동BIS
ADB354000275,윗두음산,36.388418,128.873948,2025-10-31,540272,37040,경상북도 안동시,안동BIS
ADB354000276,고일,36.467167,128.830086,2025-10-31,540273,37040,경상북도 안동시,안동BIS
ADB354000277,대성그린빌,36.480152,128.832313,2025-10-31,540274,37040,경상북도 안동시,안동BIS
ADB354000278,대성그린빌,36.480076,128.832417,2025-10-31,540275,37040,경상북도 안동시,안동BIS
ADB354000279,후현,36.444736,128.837289,2025-10-31,540276,37040,경상북도 안동시,안동BIS
ADB354000280,추월,36.529173,128.838451,2025-10-31,540277,37040,경상북도 안동시,안동BIS
